ID,Tiếng Việt,Tiếng BaNa
0001,"Sáng ngày 23.7, Trung tâm giáo dục thường xuyên huyện Vĩnh Thạnh tổ chức Khai giảng lớp đào tạo nghề Trồng và nhân giống nấm năm 2019 cho 70 học viên là đoàn viên thanh niên xã Vĩnh Sơn","Bôgheâ naêr 23/7, Trung taâm GDTX huyeân Vinh Thanh pôlok khai giang lôp pôt ôp ngheâ aên bôngai cham pôlei, Ngheâ pôtaêm oeng pôlok saê adreâch môu sônaêm 2019 aên 70 ñe adruh tôdaêm xaõ Vinh sôn"
0002,"Lớp đào tạo nghề trồng và nhân giống nấm nhằm mục đích trang bị cho người lao động nông thôn tiếp cận được với quy trình kỹ thuật về nghề trồng nấm, có đủ kiến thức vận dụng vào thực tế sản xuất, góp phần tạo việc làm, thu nhập ổn định, duy trì cuộc sống, tăng năng suất lao động, chuyển đổi ngành nghề, thực hiện đúng theo chủ trương chính sách của Đảng và Nhà nước","Lôp pô tôp ngheâ pôtaêm oeng pôlok saê adreâch môu sö tôgum aên ñe adruh tôdaêm cham pôlei oei jeâ ñei adring kô kach pôm, ôi duh tôdrong chaê yuoâ tô möt tôdrong yaêl arih, pôgop tôdrong ôi tôdrong pôm, kjung thu yok along, plih tôdrong pôm, pôm trô tro boi tôdrong ñông Ñang oeng kôpal"
0003,"Được biết, Thời gian của khóa học là 2 tháng, các học viên tham gia lớp học này được hỗ trợ chi phí đào tạo và tiền ăn trong thời gian học nghề theo quy định","Ñei ale, jônang khao hok la 02 khei, rim ñe adruh tôdaêm hok lôp anu ñei tôgum jeân lôm jônang hok ngheâ boi kuy dinh"
0004,"Từ đầu năm đến nay, UBND huyện chỉ đạo các cơ quan chức năng đẩy mạnh công tác chuyển giao tiến bộ khoa học kỹ thuật, hỗ trợ phát triển sản xuất","Ñôêng kôl sônaêm truh ahreêi, UBND huyeân pôgôl rim kô kuan chöêk naêng jôraê deâh tôdrong pôtruh KHKT, tôguêm pôjing choh jang"
0005,"Trong 6 tháng đầu năm 2019, các ngành và các xã, thị trấn tiếp tục triển khai thực hiện xây dựng mô hình cánh đồng mẫu lớn tại các địa phương trên diện tích 261,7 ha, đạt 92,5% kế hoạch","Lôêm 06 kheêi kôl sônaêm 2019, rim nganh oeêng rim xa, thi traân ling lang pônhroh pôm moâ hinh tômaên bal groâng lôêm rim cham pôlei lôêm chñeh teh 261,7 ha, ñat 92,5% glong pônhroh"
0006,"Triển khai xây dựng mô hình nhân giống cam bản địa trên địa bàn xã Vĩnh Thuận trên diện tích 0,2 ha; nhân rộng mô hình sản xuất rau an toàn xã Vĩnh Sơn trên diện tích 1,92 ha; xây dựng mô hình nuôi thử nghiệm cá chép giòn  trên lồng bè hồ Định Bình, mô hình nuôi gà thả vườn xã Vĩnh Kim và mô hình nuôi lươn thương phẩm xã Vĩnh Thịnh","Pônhroh pôm moâ hinh nhaân adreâÊch kruoâÊi cam lôêm tôring xa Vinh Thuaân lôêm chñeh teh 0,2 ha, pôloêk saê moâ hinh choh jang hla nheêm an toan xa Vinh Sôn lôêm chñeh teh 1,92 ha; pôm moâ hinh rong thö ka chep gion lôêm kleênh kloêng Ñinh Binh, moâ hinh rong ‘yeêr xa Vinh Kim oeêng moâ hinh rong nônung thöông phaâm xa Vinh Thinh"
0007,"Thực hiện chương trình lai tạo đàn bò, tính từ đầu năm đến nay, các địa phương đã phối giống thụ tinh nhân tạo 1.916 con bò, đạt 319,3% kế hoạch","Pôm tôdrong lai tao tôpul lômo, ñôêng kôl sônaêm truh ahreêi, rim cham pôlei jôh phoÊâi adreâÊch thu tinh nhaân tao 1.916 toê lômo, ñat 319,3% glong pônhroh"
0008,UBND huyện vừa phê duyệt dự án nhân rộng mô hình “Nuôi lươn không bùn” thuộc mục tiêu quốc gia giảm nghèo bền vững năm 2019 trên địa bàn xã Vĩnh Thịnh,UBND huyeân anao pheâ duyeât Dö an pôloêk saê moâ hinh “rong nônung biê ôêi troâk” oei lôêm kôbraê muêk tieâu kôpal teh ñak tôjul dônuh kôjaêp sônaêm 2019 lôêm tôring xa Vinh Thinh
0009,"Được biết, Dự án sẽ hỗ trợ 13.650 con lươn giống với trọng lượng khoảng 5g/con (200 con/kg), được triển khai thực hiện tại 07 thôn trên địa bàn xã Vĩnh Thịnh gồm: An Ngoại, Vĩnh Định, Vĩnh Thái, Vĩnh Hòa, Vĩnh Bình, Vĩnh Trường, An Nội với tổng kinh phí 310.852.000 đồng","Ñei aleÊâ, Dö an tôguêm 13.650 hlak nônung adreâch adriêng trong löông khoang 05g minh hlak (200 hlak minh kiloâgam), ñei pônhroh pôm lôêm 07 thoân lôêm tôring xa Vinh Thinh thoi leê: An Ngoai, Vinh Ñinh, Vinh Thai, Vinh Hoa, Vinh Binh, Vinh Tröông oeêng An Noâi adriêng pôting ksoâÊ jeân loi 310 trieâu ñoâng"
0010,"Các hộ tham gia dự án được hỗ trợ 100% chi phí với số lượng 13.650 con đảm bảo quy cách chất lượng, hỗ trợ 50% chi phí thức ăn với 10.678kg trong đó: Thức ăn cá tạp 9.912kg, cám công nghiệp 766kg và thuốc thú y (vitamin, khoáng chất)","Rim uênh hnam adriêng pôm dö an ñei tôguêm 100% adreâch tômaên tôl tôdrong thu yoêk ñei, tôguêm 50% jeân ñoâ sa adriêng 10.678 kg, lôêm ‘noh: ñoâ sa ka tap 9.912 kg, cam koâng nghieâp 766kg oeêng bôgang thuê y (Vitamin, khoang chaât)"
0011,"Qua dự án, nhằm giúp người dân hiểu biết về khoa học, kỹ thuật áp dụng vào thực tiễn sản xuất góp phần giảm nghèo nhanh và bền vững, tạo ra các sản phẩm sạch đa dạng, phong phú đáp ứng được nhu cầu, cạnh tranh thị trường, nâng cao giá trị gia tăng của sản phẩm từ mô hình nhân rộng","Kua dö an, söê tôgum aên naê ma baêt loi lôêm KHKT tôjung pôm tômöt choh jang pôgoêp tôdrong tôjul dônuh ranh oeêng kôjaêp, pôm leêch rim ñoâ uoâl ieâl ña dang, phong phuê tôguêm ñei tôdrong kôwaê, poâk xuoân giaê tri ñoâ pôm leêch ñôêng moâ hinh pôloêk saê"
0012,"Trong 9 tháng đầu năm, Hội Nông dân huyện đã phối hợp Hội Làm vườn tỉnh tổ chức 2 lớp tập huấn về phổ biến kiến thức, kinh nghiệm sản xuất ứng phó với biến đổi khí hậu tại xã Vĩnh Thịnh và lớp tuyên truyền về phát triển kinh tế VCA tại huyện, có 120 hội viên nông dân tham dự;","Lôm 9 khei kôl sônaêm, Hoâi noâng daân huyeân jôh adring Hoâi lam vöôn tinh pôlok 02 lôp pôtho khan lôm tôgum tôdrong baêt, kinh nghieâm choh jang öng pho adring tôplih plenh dô no xa Vinh Thinh oeng lôp pôtho khan lôm pôjing kinh teâ VAC dô no huyeân, ôi 120 naê ma adring pôm;"
0013,"Phối hợp Trung tâm Dịch vụ nông nghiệp huyện  mở 1 lớp tập huấn về kỹ thuật chăm sóc, phòng trừ sâu bệnh gây hại cây trồng vụ Mùa năm 2019 cho 50 hội viên nông dân tại xã Vĩnh Hiệp.","Adring Trung taâm dòch vu noâng nghieâp huyeân pôlok 01 lôp pôtho khan lôm kô kach tôme rong, phong dôt hôrong pôm glaêi long pôtaêm mua vu sônaêm 2019 aên 50 naê ma lôm xa Vinh Hieâp."
0014,"Hội Nông dân huyện đã duy trì và thực hiện được 7 mô hình kinh tế tập thể tại các xã, thị trấn, cụ thể: xã Vĩnh Hòa mô hình trồng ớt ở tại thôn Tiên Hòa, xã Vĩnh Hiệp 2 mô hình ”trồng keo lai” tại chi hội Tà Lét và mô hình ”trồng lúa” tại chi hội Thạnh Quang, xã Vĩnh Thuận mô hình “Thu hoạch điều” tại chi hội làng 4, xã Vĩnh Hảo mô hình trồng ớt tại chi hội Định Nhất, xã Vĩnh Thịnh 02 mô hình ”trồng điều” tại chi hội M2 và mô hình ”nuôi cá nước ngọt” tại chi hội Vĩnh Hòa.","Hoâi noâng daân huyeân jôh duy tri oeng pôm ñei 7 moâ hinh kinh teâ tôp theâ lôm rim xa, thi traân, cu theâ: xa Vinh Hoa moâ hinh pôtaêm amne oei thoân Tieân Hoa; xa Vinh Hieâp 02 moâ hinh pôtaêm keo lai lôm chi hoâi Ta Let oeng moâ hinh Pôtaêm ba lôm chi hoâi Thanh Quang; xa Vinh Thuaân moâ hinh thu yok Ñieâu lôm chi hoâi lang 4; xa Vinh Hao moâ hinh pôtaêm amne lôm Chi hoâi Ñinh Nhaât; xa Vinh thinh 02 moâ hinh pôtaêm ñieâu lôm chi hoâi thoân M2 oeng moâ hinh rong ka ñak ngam lôm chi hoâi Vinh Hoa."
