ID,Tiếng Việt,Tiếng BaNa
0001,"Ngày 22.10, Đoàn chuyên gia của Viện nghiên cứu cây trồng và thực phẩm New Zealand đã phối hợp Văn phòng điều phối rau an toàn tỉnh Bình Định tổ chức buổi tập huấn cho trưởng các nhóm “cùng sở thích” và các hộ nông dân sản xuất rau an toàn của xã Vĩnh Sơn","Naêr 22/10, Khul chuyeân gia ñôêng Vieân nghieân cöu ‘long pôtaêm oeêng ñoâ sa New Zealand jôh adriêng Vaên phong ñieâu phoâi hla nheêm an toan tinh Binh Ñinh pôloêk maêng pôtho khan aên rim pôgôl rim kôtum adriêng tôdrong kô waê oeêng rim uênh hnam naê ma choh jang hla nheêm an toan ñôêng xa Vinh Sôn"
0002,Tại buổi tập huấn các nông dân được Tiến sỹ Sravani - chuyên gia về an toàn thực phẩm và Tiến sỹ Fran chuyên gia về công nghệ sau thu hoạch truyền đạt các yêu cầu an toàn thực phẩm trong khi thu hoạch và sau thu hoạch rau,"Dônoê maêng pôtho khan, rim naê ma ñei Tieân syõ Sravani – chuyeân gia lôêm an toan ñoâ sa oeêng Tieân syõ Fran – chuyeân gia lôêm coâng ngheâ ñôêng roêng thu yoêk pôtho khan rim tôdrong an toan ñoâ sa lôêm jônang thu yoêk oeêng ñôêng roêng thu yoêk hla nheêm"
0003,"Qua buổi tập huấn đã trang bị cho người trồng rau an toàn các kiến thức về vệ sinh cá nhân tốt để phòng tránh sản phẩm rau bị lây nhiễm chéo tại nhà sơ chế hoặc điểm thu gom, để phòng tránh việc lây lan các bệnh có nguồn gốc từ thực phẩm và các bệnh truyền nhiễm khác","Qua maêng pôtho khan, jôh tôguêm aên naê ma pôtaêm hla nheêm an toan rim tôdrong baêt lôêm veâ sinh ôkôêu hôgeêi söê phong dôt hla nheêm laây nhieâm cheêo lôêm hnam sô cheÊâ oeêng dônoê pônhoâm, söê phong dôt tôdrong apoh rim jiê ôêi tôm ñôêng ñoâ sa oeêng rim tôdrong truyeân nhieâm nai"
0004,Sử dụng bảo hộ lao động khi thu hoạch và sơ chế rau,Chaê yuoâ ñoâ ‘bao hoâ jônang thu yoêk oeêng pôm hla nheêm
0005,"Việc lựa chọn, phân loại và bảo quản rau tại điểm thu gom trước khi vận chuyển đi tiêu thụ cũng như kiến thức về truy xuất nguồn gốc là an toàn thực phẩm để bảo vệ và củng cố niềm tin của người tiêu dùng","Tôdrong chaê yoêk, phaân loai oeêng jö vei hla nheêm dônoê pônhoâm adrol jônang chô naêm tieâu thu kung in tôdrong baêt lôêm truy xuaât nguoân tôm la an toan ñoâ sa söê jö vei oeêng cung coâÊ tôdrong lui ñôêng bôngai chaê yuoâ"
0006,"Những năm qua, chính quyền các địa phương đã tích cực thực hiện các chính sách hỗ trợ đồng bào DTTS về đầu tư cơ sở hạ tầng, nâng cấp đường giao thông, đập thủy lợi, đa dạng hóa các hình thức khuyến nông, khuyến ngư","Lö sônaêm anu yuoâ ôêu, khul pôgôl rim cham pôlei jôh pôjaêng pôm rim tôdrong tôguêm naê ma kon koâng lôêm tôguêm cô sô ha taâng, poâk xuoân trong naêm, ñaâp thuy lôi, ña dang hoa rim tôdrong khuyeân noâng, khuyeân ngö"
0007,Thực hiện có hiệu quả chương trình mục tiêu xóa đói giảm nghèo đối với đồng bào DTTS,Pôm ôêi thu yoêk tôdrong muk tieâu tuêk bôngot dônuh adriêng naê ma kon koâng
0008,"Số hộ nghèo ở các xã vùng đồng bào DTTS giảm đáng kể từ 4 – 5%/năm, đến nay không còn hộ đói, cơ bản xóa được nhà tạm bợ","KsoâÊ uênh hnam dônuh oei rim xa apung naê ma kon koâng tôjul lö ñôêng 4 – 5% minh sônaêm, truh ahreêi biê araê uênh hnam bôngot, cô ban tuêk ñei hnam hyaêh"
0009,Tỷ lệ hộ sử dụng điện đạt trên 90%; 90% địa bàn dân cư có đồng bào DTTS sinh sống có đường giao thông thuận lợi,"Ty leâ uênh hnam chaê yuoâ ñieân ñat loi 90%, 90% apung ôêi naê ma kon koâng yaêl arih ôêi trong naêm alöng"
0010,"Đời sống của đồng bào DTTS được thay đổi cả số lượng và chất lượng, mặt bằng dân trí được nâng cao rõ rệt","Tôdrong yaêl arih ñôêng naê ma kon koâng ñei plih lôêm ksoâÊ löông oeêng tôdrong thu yoêk ñei, tôdrong baêt ñei poâk xuoân maê ro loi"
