ID,Tiếng Việt,Tiếng BaNa
0001,"Đồng chí Nguyễn Thị Phong Vũ, UVBTV tỉnh ủy, Trưởng ban Ban Dân vận tỉnh ủy, Chủ tịch Ủy Ban MTTQ Việt Nam tỉnh đã đi thăm, tặng quà cho gia đình chính sách huyện Vĩnh Thạnh","Ñ/c Nguyeân Thi Phong Vu, UVBTV tinh uy, Tröông khul Khul daân vaân tinh uy, Chu tich UBMTTQVN tinh jôh naêm tômang, aên kua aên uênh hnam ôêi koâng adriêng teh ñak huyeân Vinh Thanh"
0002,"Lãnh đạo Huyện ủy Vĩnh Thạnh thăm, tặng quà gia đình chính sách tiêu biểu trên địa bàn huyện",Pôgôl Huyeân uy Vinh Thanh aên kua uênh hnam ôêi koâng adriêng teh ñak pôgloh lôêm tôring huyeân
0003,Huyện Vĩnh Thạnh trao huy hiệu Đảng đợt 2.9 cho 29 đảng viên,Huyeân uy Vinh Thanh aên huy hieâu Ñang maêng ‘naêr 2/9 aên 29 Ñang vieân
0004,"Tăng cường công tác kiểm tra, kiểm soát việc vận chuyển, mua bán gia súc, gia cầm kịp thời xử lý các trường hợp vi phạm theo quy định","Kjung tôdrong ngoê hnhei tôdrong cheêp chô, teêch bôdro xem rong, tôtam xö lyê rim tôdrong pôm glaêi ‘boi quy ñinh"
0005,"Phòng Dân tộc huyện Vĩnh Thạnh tổ chức thăm hỏi, hỗ trợ gia đình người có uy tín trong đồng bào DTTS gặp thiên tai, hạn hán kéo dài năm 2019","Phong koân koâng huyeân Vinh Thanh pôloêk naêm tômang, tôguêm uênh hnam bôngai ñei naê ma gôneh gônôm lôêm cham pôlei naê ma kon koâng tôjröêm pleênh, toê phang ñunh sônaêm 2019"
0006,Cuối chương trình có bài viết ghi nhận Chuyển biến trong công tác chăm sóc sức khỏe sinh sản ở xã Vĩnh Kim,Tôplih lôêm tôdrong tôme rong jaêng pran ñeh oei xa Vinh Kim.
0007,"Nhân kỷ niệm 74 năm Cách mạng Tháng Tám và Quốc khánh 2.9, Chiều ngày 27.8, đồng chí Nguyễn Thị Phong Vũ, UVBTV tỉnh ủy, Trưởng ban Ban Dân vận tỉnh ủy, Chủ tịch Ủy ban MTTQ Việt Nam tỉnh đã đến thăm và tặng 10 suất quà cho gia đình chính sách, Người có công cách mạng trên địa bàn huyện Vĩnh Thạnh.","Thoi ky nieâm 74 sônaêm cach mang thang 8 oeêng Quoâc khanh 2/9, ksôê ‘naêr 27/8, ñ/c Nguyeân thi Phong Vu, UVBTV tinh uy, Tröông khul Khul daân vaân tinh uy, Chu tich UBMTTQVN tinh jôh naêm tômang, aên kua aên uênh hnam ôêi koâng adriêng teh ñak lôêm tôring huyeân Vinh Thanh"
0008,Mỗi suất quà trị giá 1 triệu đồng.,Minh suaât kua tri giaê 01 trieâu ñoâng
0009,"Cùng đi có Đ/c Hồ Xuân Ánh, TUV, Bí thư huyện ủy Vĩnh Thạnh, ông Lê Văn Đẩu, Chủ tịch UBND huyện.","Adriêng naêm ôêi ñ/c Hoâ Xuaân Anh, TUV, ‘Biê thö Huyeân uy Vinh Thanh; ñ/c Leâ Vaên Ñaâu, Chu tich UBND huyeân."
0010,"Đến thăm một số gia đình chính sách trên địa bàn huyện, đồng chí đã ân cần hỏi thăm tình hình sức khỏe, trò chuyện cùng các đồng chí thương, bệnh binh và chúc các đồng chí mạnh khỏe, trường thọ để tiếp tục làm điểm tựa tinh thần cho thế hệ sau trong gìn giữ và phát huy truyền thống cách mạng.","Truh tômang minh ksoâÊ uênh hnam naê ma ôêi koâng adriêng teh ñak lôêm tôring huyeân, ñ/c jôh pinh tômang tôdrong jaêng pran, pôñam ‘bôl adriêng rim naê ma thöông beânh binh oeêng chuc rim naê ma jaêng pran, yaêl arih ñunh söê ling lang pôm dônoê gôning nöih sôngöm aên ñe adruh lôêm jö vei oeêng kôjung tôdrong kach mang."
