ID,Tiếng Việt,Tiếng BaNa
0001,"Ngày 27.11, Văn phòng điều phối Chương trình xây dựng nông thôn mới tỉnh Bình Định tổ chức tập huấn bồi dưỡng nâng cao năng lực làm công tác xây dựng nông thôn mới cho đội ngũ cán bộ thôn, cụm dân cư của huyện Vĩnh Thạnh.","Naêr 27.11, vaên phong ñieâu phoâi tôdrong tôjung pôm cham pôlei anao tinh Binh Ñinh pôlok pôtho khan tôgum poâk xuoân tôdrong pôm tôdrong tôjung pôm cham pôlei anao aên ñoâi ngu kang boâ thoân ñông huyeân Vinh Thanh."
0002,"Tham gia lớp tập huấn, các cán bộ thôn, cụm dân cư của các xã trong huyện đã được truyền đạt những nội dung cơ bản trong các văn bản chỉ đạo của Trung ương và của tỉnh về Chương trình mục tiêu quốc gia xây dựng nông thôn mới;","Adring pôm lôp pôtho khan, rim kang boâ thoân ñông rim xa lôm huyeân jôh ñei pôtho khan rim tôdrong kô ban lôm rim vaên ban pôgôl ñông Trung öông oeng ñông tinh lôm Chöông trinh muk tieâu kôpal the ñak tôjung pôm cham pôlei anao;"
0003,"Kế hoạch triển khai đề án phát triển 15.000 Hợp tác xã, hướng dẫn thực hiện chương trình mỗi xã một sản phẩm giai đoạn 2018-2020 và các chuyên đề về công tác bảo vệ môi trường nông thôn; đổi mới, nâng cao hiệu quả các hình thức tổ chức sản xuất ở nông thôn.","Glong pônhroh pônhroh ñeâ an pôjing 15.000 hôp tac xa, pôtho khan pôm chöông trinh minh xa minh san phaâm jônang 2018 – 2020 oeng rim tôdrong lôm jö vei moâi tröông cham pôlei; tôplih anao, poâk xuoân thu yok rim tôdrong pôlok choh jang oei cham pôlei."
0004,"Thông qua lớp tập huấn nhằm giúp đội ngũ cán bộ cơ sở làm công tác xây dựng nông thôn mới cập nhật đầy đủ, kịp thời chỉ đạo mới của Trung ương, của tỉnh liên quan đến công tác xây dựng nông thôn mới.","Qua lôp pôtho khan sö tôgum aên ñoâi ngu kang boâ cô sô pôm tôdrong tôjung pôm cham pôlei anao baêt duh, tôtam pôgol ñông Trung öông, ñông tinh lieân quan truh tôdrong tôjung pôm cham pôlei anao."
0005,"Qua đề xuất của Sở Nông nghiệp và PTNT tỉnh Bình Định và được Tập đoàn Central Group Vietnam và Chương trình Sinh kế cho Cộng đồng chấp thuận, ngày 21 và 22.11.2019","Qua pôthokhan ñông Sô noâng nghieâp oeng pôjing cham pôlei tinh Binh Ñinh oeng ñei Taâp ñoan Central Group Vieâtnam oeng Chöông trinh sinh keâ aên coâng ñoâng chaâp thuaân, naêr 21 oeng 22.11.2019"
0006,Trung tâm Phát triển nông thôn miền Trung thuộc Trường Đại học Nông - Lâm Huế đã tổ chức lớp tập huấn cho nhóm trưởng và các thành viên nhóm “Cùng sở thích” trồng rau an toàn xã Vĩnh Sơn.,Trunng taâm pôjing cham pôlei mieân trung ñông Tröông ñai hok noâng – laâm Hueâ jôh pôlok lôp pôtho khan aên nhom tröông oeng rim naê ma kôtum adring tôdrong kô waê pôtaêm hla nhem an toan xa Vinh Sôn.
0007,"Qua lớp tập huấn, các học viên được trang bị các kiến thức về các nguyên tắc, cách thức xây dựng và hoàn thiện quy chế hoạt động; Các bước lập kế hoạch sản xuất; Kế hoạch hoạt động của tổ, nhóm; Trong đó chú trọng việc xây dựng được kế hoạch sản xuất của các thành viên trong tổ gắn với kế hoạch tiêu thuản phẩm.","Qua lôp pôtho khan, rim naê ma ñei tôgum rim tôdrong baêt lôm nguyeân taêc, kô kach pôm oeng keh kong tôdrong pôm, rim tôdrong pôm gkong pônhroh choh jang; glong pônhroh pôm ñông toâ, nhom; lôm noh ngo hnhei tôdrong pôm ñei glong pônhroh choh jang ñông rim naê ma lôm kôtum pôtep adring glong pônhroh tieâu thu ñoâ pôm lech."
0008,Với phương pháp truyền đạt của giáo viên vừa thuyết trình kết hợp với thực hành và thảo luận đã tạo không khí sôi nổi và dễ tiếp thu trong học tập  đem lại nhiều kiến thức cho người trồng rau.,"Adring tôdrong pôtho khan ñông bôngai pô tôp pôtho böa pôtho khan adring thök hanh oeng pôñam bôl jôh pôm lech tôdrong pôgloh oeng hlaêu baêt lôm hok tôp, chep aên lö tôdrong baêt aên naê ma pôtaêm hla nhem."
0009,"Trong năm 2019, từ nguồn vốn các Chương trình mục tiêu quốc gia xã Vĩnh Kim đã mua cây, con giống, tập huấn kỹ thuật nuôi trồng, hướng dẫn nông dân trong xã thực hiện nhiều mô hình sản xuất mới mang lại hiệu quả kinh tế cao, nhằm tăng thu nhập kinh tế hộ, góp phần giảm nghèo bền vững.","Lôm sônaêm 2019,  ñông nguoân jeân rim Chöông trinh muk tieâu kôpal the ñak, xa Vinh Kim jôh ruoât long, kon adreâch, pôtruh kô kach rong pôtaêm, pôtho khan naê ma lôm xa pôm lö moâ hinh choh jang anao chep aên thu yok kinh teâ ñuoâi sö kjung thu yok kinh teâ unh hnam, pôgop tôdrong tôjul dônuh kôjaêp."
0010,"Trong đó, xã đã chỉ đạo sử dụng có hiệu quả Dự án Phát triển sản xuất liên kết theo chuỗi giá trị từ cung ứng vật tư, dịch vụ đầu vào gắn với tiêu thụ sản phẩm bò thịt được triển khai tại 3 thôn O3, Đắk Tra, Kon Trú với tổng số 12 con.","Lôm noh, xa jôh pôgôl chaê yuoâ ôi thu yok Dö an pôjing choh jang lieân keât boi chuoãi giaê tri ñông cung öng vaât tö, jit vu trong möt pôtep adring tieâu thu lô mo asech ñei pônhroh dô no thoân O3, Ñaêk Tral, Koâng tru adring pôting 12 to."
