ID,Tiếng Việt,Tiếng BaNa
0001,"Vụ Đông Xuân 2019-2020, xã Vĩnh Hiệp có kế hoạch gieo sạ 139,5 ha lúa và 105 ha cây trồng cạn.","Vuê ñoâng xuaân sônaêm 2019 – 2020, xa Vinh Hieâp ôêi glong pônhroh jul adreâch 139,5ha ‘ba oeêng 105 ha ‘long pôtaêm nai"
0002,"Theo đó, UBND xã đã chỉ đạo cho các thôn thực hiện nghiêm túc lịch thời vụ nhằm tránh thiệt hại do thời tiết và sâu bệnh gây ra.","‘Boi ‘noh, UBND xa jôh pôgôl aên rim thoân pôm hôgei lich thôi vuê söê hli hiong hiôt yua pleênh oeêng jôroâng jiê pôm leêch."
0003,"Trên diện tích sản xuất lúa 2 vụ, thực hiện gieo sạ từ ngày 10/12 đến ngày 20/12/2019; đối với chân ruộng trũng thì nước rút đến đâu làm đất gieo sạ đến đó.","Lôêm chñeh teh choh jang ‘ba 2 vuê, pôloêk jul adreâch ñôêng ‘naêr 10/12 truh ‘naêr 20/12/2019; adriêng jöng tômaên truõng thoi ñak jul truh nhö pôm teh jul adreâch truh eêi."
0004,"Đối với chân ruộng trũng thì nước rút đến đâu làm đất gieo sạ đến đó. Các thôn bố trí thời điểm gieo sạ hợp lý cho từng vùng để tránh được những bất lợi của thời tiết, phấn đấu kết thúc gieo sạ vào cuối tháng 1/2020. ","Rim thoân ‘boâÊ triê jônang jul adreâch trô troê aên rim apung söê hli ñei rim hiong hiôt ñôêng pleênh, pran keh kong jul adreâch tômöt atuêch kheêi 01/2020."
0005,"Các giống lúa chủ lực được cơ cấu sản xuất trong vụ Đông Xuân này là Bio 404, MHC2, giống lúa bổ sung DV 108, Khang dân đột biến.","Rim adreâch ‘ba chu lök ñei kô kôêu choh jang lôêm vu Ñoâng xuaân anu la Bio 404, MHC2, adreâch ‘ba tôguêm DV 108, khang daân ñoât bieân."
0006,"Đối với sản xuất các loại cây trồng cạn, triển khai làm đất xuống giống trong tháng 12/2019.","Adriêng choh jang rim loai ‘long pôtaêm nai, pônhroh pôm teh jul adreâch lôêm kheêi 12/2019."
0007,"Giống đậu phụng sử dụng trong vụ này là HL14, TB25, HL25, đậu phụng Mỏ két; Giống ngô sử dụng các loại giống như; Bi ô sit 9698, CP 333, PAC 999.","Adreâch ñaâu phung chaê yuoâ lôêm vuê anu la HL 14, TB 25, HL 25, ñaâu phung mo keêt; adreâch hôbo chaê yuoâ rim loai adreâch in: Bi oâ sit 9698, CP 333, PAC 999."
0008,"Các địa phương cần lưu ý vận động nông dân sử dụng giống có nguồn gốc rõ ràng, đảm bảo chất lượng, đồng thời tuân thủ đúng quy trình kỹ thuật hướng dẫn trong gieo trồng để mang lại hiệu quả kinh tế cao.","Rim cham pôlei waê ngoê hnhei krao akoêm naê ma chaê yuoâ adreâch ôêi tôm ro rang, tômaên tôl tôdrong thu yoêk ñei, thoi ‘noh pôm trô troê kô kach pôtho khan lôêm jul adreâch söê cheêp aên thu yoêk kinh teâ ñuoâÊi."
0009,"Trong những năm qua, cùng với các cấp uỷ đảng và các ban ngành đoàn thể, Hội Nông dân xã Vĩnh Hảo đã có những đóng góp không nhỏ trong công tác xoá đói giảm nghèo của địa phương.","Lôêm lö sônaêm anu yuoâ ôêu, adriêng rim kôêp uy ñang oeêng rim ‘ban, nganh, ñoan theâ, Hoâi noâng daân xa Vinh Hao jôh ôêi lö tôdrong pôgoêp biê ken lôêm tôdrong tuêk bôngot dônuh ñôêng cham pôlei."
0010,"Trong năm 2019,  Hội Nông dân xã phối hợp Ngân hàng chính sách xã hội huyện tín chấp cho 41 hội viên vay số tiền 2,9 tỷ đồng, nâng tổng dư nợ trên 12 tỷ đồng, cho 273 hội viên vay.","Lôêm sônaêm 2019, Hoâi noâng daân xa adriêng NHCSXH huyeân tiên chôêp aên 41 naê ma vei ksoâÊ jeân 2,9 ty ñoâng, poâk pôting lôkah sôre loi 12 ty ñoâng aên 273 naê ma vei."
