ID,Tiếng Việt,Tiếng BaNa
0001,"Trong nhiệm kỳ 2015-2020, Ban Chấp hành Đảng bộ xã Vĩnh Thuận đã tập trung lãnh đạo cả hệ thống chính trị đoàn kết một lòng ra sức thi đua lao động sản xuất, phát triển kinh tế xã hội, giữ vững an ninh, quốc phòng, thực hiện thắng lợi các mục tiêu, nhiệm vụ kinh tế- xã hội mà Nghị quyết đề ra","Lôm nhieâm ky 2020 -2025, Khul chôp hanh Ñang boâ xa Vinh Thuaân jôh pônhoâm pôgôl ñi ñaêng tôdrong chinh tri, ñoan keât minh trong lech jaêng pran tôjroh pôm choh jang, pôjing kinh teâ xa hoâi, jö kôjaêp an ninh quoâc phong, pôm thaêng lôi rim tôdrong kinh teâ xa hoâi maê Nghi quyeât aên lech"
0002,"Trong đó, có nhiều chỉ tiêu đạt và vượt so với Nghị quyết",Lôm noh ôi lö tôdrong ñat oeng blung adrol pôting adring nghi quyeât
0003,"Phát huy những kết quả tích cực đó, trong nhiệm kỳ 2020-2025 này, Đảng bộ xã Vĩnh Thuận đã đề ra nhiều giải pháp phát triển kinh tế, xã hội cụ thể sát với tình hình và điều kiện thực tế ở địa phương, nhằm góp phần nâng cao thu nhập và đời sống cho người dân","Phat huy rim thu yok pôjaêng noh, lôm nhieâm ky 2020 – 2025 anu, Ñang boâ xa Vinh Thuaân jôh aên lech lö tôdrong pôjing kinh teâ xa hoâi cu theâ jeâ adring tinh hinh oeng tôdrong thök teâ oei cham pôlei, sö pôgop tôdrong poâk xuoân thu yok oeng tôdrong yaêl arih aên naê ma"
0004,"Trong đó tập trung vào một số mục tiêu, chỉ tiêu như: Tốc độ tăng trưởng kinh tế bình quân tăng 14,9%; phấn đấu nâng mức thu nhập bình quân đầu người đạt 20 triệu đồng/người/năm; tỷ lệ hộ nghèo hằng năm giảm từ 6 đến 7%; tỷ lệ lao động nông thôn qua đào tạo, tập huấn đạt trên 40%; thu ngân sách tăng từ 8% trở lên; hằng năm có 20% chi bộ đảng đạt trong sạch vững mạnh trở lên, không có chi bộ yếu kém; tỷ lệ kết nạp đảng viên hàng năm đạt từ 5-6% so tổng số đảng viên","Lôm noh pônhoâm tômöt minh ksoâ tôdrong in: Toâc ñoâ kjung kinh teâ tinh jônum kjung 14,9%; pram poâk mök thu yok tinh jônum kôl bôngai ñat 20 trieâu ñoâng/minh anu/minh sônaêm; ty leâ unh hnam dônuh tôjul ñông 6 – 7%; ty leâ lao ñoâng cham pôlei qua ñao tao, pôtho khan ñat loi 40%; thu ngaân sach kjung ñông 8% kjung; rim sônaêm ôi 20% chi boâ ñang uoâil ieâl kôjaêp kjung, bi ôi chi boâ khe; ty leâ keât nao ñang vieân rim sônaêm ñat ñông 5 – 6% pôting ksoâ ñang vieân"
0005,Đảng bộ đạt trong sạch vững mạnh suốt nhiệm kỳ,Ñang boâ ñat uoâil ieâl kôjaêp ñi nhieâm ky
0006,Phấn đấu đến năm 2025 đạt 17/19 tiêu chí của bộ tiêu chí quốc gia về xây dựng nông thôn mới,Pran truh sônaêm 2025 ñat 17/19 tôdrong ñông Boâ tieâu chi kôpal the ñak lôm tôjung pôm cham pôlei anao
0007,"Từ khi dự án rau an toàn do Chính phủ New Zealand tài trợ được triển khai tại Vĩnh Sơn, đời sống của nhiều bà con nơi đây đã khấm khá lên, với trung bình một hộ gia đình canh tác 500m2 rau an toàn, thu nhập được từ 3,5 - 4 triệu đồng/tháng","Ñông jônang dö an hla nhem an toan yua Chinh phu Newziland tôgum ñei pônhroh oei Vinh Sôn, tôdrong yaêl arih ñông naê ma oei ôu jôh khaê loi, adring tinh jônum minh unh hnam pôm 500m2 hla nhem an toan, thu yok ñei ñông 3,5 – 4 trieâu ñoâng/minh khei"
0008,"Bà con rất vui khi trồng thành công cây rau an toàn, được Trung tâm chất lượng nông lâm thủy sản vùng 2, Đà Nẵng chứng nhận đạt tiêu chuẩn VietGAP và có siêu thị BigC tiêu thụ ổn định","Naê ma pôgloh höch hanh jônang pôtaêm keh kong long hla nhem an toan, ñei Trung taâm thu yok ñei noâng laâm thuy san apung 2 Ña Naêng chöng nhaân ñat tôdrong VieâtGAP oeng ôi Sieâu thi BigC tieâu thu alöng"
0009,"Xác định nông, lâm nghiệp, nhất là kinh tế trang trại nông lâm kết hợp, là ngành kinh tế chủ yếu của các huyện miền núi, trong 5 năm qua, tỉnh đã chú trọng triển khai nhiều giải pháp quan trọng như tăng cường đầu tư cơ sở hạ tầng, đẩy mạnh hoạt động hỗ trợ tư vấn kỹ thuật, hỗ trợ tín dụng ưu đãi... nhờ đó, từng bước đưa sản xuất nông lâm nghiệp phát triển tương đối toàn diện, giúp nhiều hộ gia đình đồng bào DTTS vươn lên thoát nghèo","Pôtho khan noâng, laâm nghieâp, pôgloh la kinh teâ tracng trai noâng laâm pôtep adring la nganh kinh teâ pôgloh ñông rim huyeân apung koâng, lôm 5 sônaêm anu yuoâ ôu, tinh jôh ngo hnhei pônhroh lö tôdrong pôgloh in kjung tôgum cô sô ha taâng, jôraê deâh tôdrong tôgum pôtho khan kô kach pôm, tôgum tin jung öu ñai… yua noh, rim tôdrong aên choh jang noâng laâm nghieâp pôjing töông ñoâi alöng, tôgum lö unh hnam naê ma kon koâng kjung ñi dônuh"
0010,"Để thực hiện tốt các mục tiêu năm 2020, Ngân hàng CSXH huyện Vĩnh Thạnh đề ra những biện pháp cụ thể đẩy mạnh thực hiện hỗ trợ vốn các Chương trình tín dụng chính sách như","Sö pôm hôgei rim tôdrong sônaêm 2020, NHCSXH huyeân Vinh Thanh aên lech rim tôdrong cu theâ jôraê deâh pôm tôgum jeân rim chöông trinh tin jung chinh sach in"
0011,"Vay hộ nghèo, hộ cận nghèo, cho vay học sinh, sinh viên có hoàn cảnh khó khăn, giải quyết việc làm, nước sạch vệ sinh môi trường nông thôn... và các đối tượng chính sách khác","Vei unh hnam dônuh, unh hnam jeâ dônuh, aên vei hok sinh, sinh vieân ôi tôdrong hrat tônap, tôgum tôdrong pôm, ñak sach veâ sinh moâi tröông cham pôlei… oeng rim ñoâi töông chinh sach nai"
0012,"Năm 2020, Ngân hàng CSXH huyện Vĩnh Thạnh phấn đấu tăng trưởng dư nợ từ 7-8% so với năm 2019, nguồn vố huy động đạt 130%, tổng dư nợ đến cuối năm 2020 đạt 100% kế hoạch tăng trưởng năm, tỷ lệ nợ quá hạn ở mức dưới 0%, thu lãi đạt 100%; thực hiện nghiêm các nội quy, quy trình thủ tục cho vay, nâng cao hiệu quả công tác Hội ủy thác","Sônaêm 2020, NHCSXH huyeân pran kjung lôkah sôre ñông 7 – 8% pôting adring sônaêm 2019, nguoân jeân huy ñoâng ñat 130%, pôting lôkah sôre truh atuch sônaêm 2020 ñat 100% glong pônhroh kjung sônaêm, ty leâ sôre qua han oei mök ôla 0%, thu lai ñat 100%; pôm hôgei rim tôdrong aên vei, poâk xuoân thu yok tôdrong Hoâi uy thac"
0013,"Từ đó góp phần cải thiện đời sống, tạo việc làm, nâng cao thu nhập cho người dân, góp phần đảm bảo an sinh xã hội, từng bước xóa đói, giảm nghèo, xây dựng nông thôn mới trên địa bàn huyện","Ñông noh pôgop tôdrong pôm alöng tôdrong yaêl arih, tôdrong pôm, poâk xuoân thu yok aên naê ma, pôgop tôdrong tômaên tôl an sinh xa hoâi, rim tôdrong tuk bôngot dônuh, tôjung pôm cham pôlei anao lôm tôring huyeân"
