ID,Tiếng Việt,Tiếng BaNa
0001,"Chiều ngay 2.12, ông Đặng Hoài Tân, Đại biểu Quốc hội tỉnh Bình Định đã tiếp xúc cử tri xã Vĩnh Thịnh sau kỳ họp thứ 8, Quốc hội khóa XIV.","Ksô naêr 02/12, ñ/c Ñaêng Hoai Taân, Ñai bieâu quoâc hoâi tinh Binh Ñinh jôh maêng tôjröm maêt naê ma xa Vinh Thinh ñông rong maêng hop maêng maê tôhngam, quoâc hoâi khoa XIV. "
0002,"Tham dự buổi tiếp xúc ở huyện có đồng chí Đinh Drin - Chủ tịch HĐND huyện, Phó Bí thư Huyện ủy, ông Lê Văn Đẩu - Chủ tịch UBND huyện.","Tham dö maêng tôjröm maêt ôi ñ/c Ñinh Drin, Chu tich HÑND huyeân, Pho bi thö Huyeân uy; ñ/c Leâ Vaên Ñaâu, Chu tich UBND huyeân."
0003,"Tại buổi tiếp xúc, sau khi nghe Đại biểu Quốc hội trình bày kết quả kỳ họp thứ 8, Quốc hội khóa XIV, cử tri xã Vĩnh Thịnh đã kiến nghị đến đại biểu một số nội dung về tình hình con em đồng bào DTTS sau khi ra trường không có việc làm; ","Dô no tôjröm maêt, ñông rong kôpaêng Ñai bieâu quoâc hoâi pôtho khan thu yok maêng hop maêng maê tôhngam, quoâc hoâi khoa XIV, naê ma xa Vinh Thinh jôh pôtho khan truh naê ma pôgôl minh ksoâ tôdrong lôm tôdrong kon mon naê ma kon koâng ñông rong lech tröông bi ôi tôdrong pôm; "
0004,Xem xét giải quyết cấp sổ đỏ trên diện tích đất nương rẫy cho các hộ đồng bào dân tộc thiểu số; giải quyết chế độ chính sách cho người có công vì hiện nay việc xác nhận còn nhiều thủ tục rườm rà nên còn nhiều trường hợp chưa làm được. ,Ngo hnhei tôgum kôp soâ ño lôm chñeh the mil aên rim unh hnam naê ma kon koâng; tôgum tôdrong chinh sach aên naê m a ôi koâng yua ahrei tôdrong xac nhaân araê lö hrat tônap kôna araê lö tröông hôp ñim pôm ñei
0005,"Về Đề án phân công công an chính quy về xã, cử tri đề nghị cần có chính sách rõ ràng vì các vị trí công an xã hiện nay đang là công chức, bằng cấp chuyên môn thuộc lĩnh vực chuyên ngành an ninh, công an nên xã không thể bố trí vào các vị trí khác. ","Lôm ñeâ an aên coâng an chinh quy sö xa, naê ma pôtho khan waê ôi tôdrong maê ro yua rim vi tri coâng an ahrei atung la coâng chöc, baêng kôp chuyeân moân oei lôm kôbraê chuyeân nganh an ninh, coâng an kôna xa bi ñei boâtri tômöt rim vi tri nai. "
0006,"Về lĩnh vực y tế, cử tri kiến nghị hiện nay các hộ nghèo mặc dù được miễn giảm nhiều về viện phí, nhưng khi nhập viện vẫn phải đóng một khoản tiền ban đầu khá lớn mới được nhập viện, gây khó khăn cho các hộ nghèo. ","Lôm tôdrong y teâ, naê ma pôtho khan ahrei rim unh hnam dônuh thoi ôi ñei mieân giam lö vieân phi maêlei jônang bich beânh vieân araê ñong minh ksoâ jeân trong pô tôm khaê groâng anao ñei bich, pôm hrat tônap aên rim unh hnam dônuh. "
0007,"Liên quan đến lĩnh vực giáo dục, cử tri xã VĨnh Thịnh đề nghị Quốc hội nên xem xét cho các em thiếu nhi được nghỉ học một ngày vào dịp Tết Trung thu hằng năm...","Lieân quan truh tôdrong giao duc, naê ma xa Vinh thinh pôtho khan Quoâc hoâi waê ngo hnhei aên rim ñe hôyoh ñei pôdôi hok minh naêr tômöt maêng Teât trung thu rim sônaêm…"
0008,"Kết thúc hội nghị, Đại biểu Quốc hội Đặng Hoài Tân ghi nhận, tiếp thu các ý kiến của cử tri, đồng thời hứa sẽ chuyển những kiến nghị này tới các cơ quan chức năng giải quyết sớm nhất trong phạm vi quyền hạn của mình.","Atuch hoâi nghi, Ñai bieâu quoâc hoâi Ñaêng Hoai Taân ghi yok rim y kieân ñông naê ma, thoi noh pôkaê chuyeân rim y kieân anu truh rim kô kuan chöc naêng tôgum sruoâih lôm quyeân han ñông pôn."
0009,"Sáng ngày 04/12, Công an huyện Vĩnh Thạnh tổ chức Lễ công bố quyết định của Giám đốc Công an tỉnh về điều động công an chính quy đảm nhiệm các chức danh công an xã tại 2 xã Vĩnh Sơn, Vĩnh Thuận. ","Bôgheâ naêr 04/12, Coâng an huyeân Vinh Thanh pôlok maêng coâng boâ quyeât ñinh ñông Giam ñoâc Coâng an tinh lôm ñieâu ñoâng coâng an chinh quy pôm rim chöc danh coâng an xa lôm 02 xa Vinh Sôn oeng Vinh Thuaân. "
0010,"Tham dự buổi lễ có đồng chí Đại tá Huỳnh Văn An, Phó Giám đốc CA tỉnh, đồng chí Hồ Xuân Ánh, Bí thư Huyện ủy, đồng chí huỳnh Đức Bảo, Phó Chủ tịch UBND huyện. ","Tham dö maêng Leâ ôi Ñai ta Huynh Vaên An, Pho giam ñoâc coâng an tinh, ñ/c Hoâ Xuaân Anh, Bi thö Huyeân uy, ñ/c Huynh Ñöc Bao, Pho chu tich UBND huyeân."
