ID,Tiếng Việt,Tiếng BaNa
0001,"Chiều ngày 30.9, UBND huyện Vĩnh Thạnh tổ chức Hội nghị tổng kết công tác Tổng điều tra dân số và nhà ở năm 2019.","Ksô naêr 30/9, UBND huyeân Vinh Thanh pôlok Hoâi nghi toâng keât tôdrong ñieâu tra daân soâ oeng hnam oei sônaêm 2019."
0002,"Ksô naêr 30/9, UBND huyeân Vinh Thanh pôlok Hoâi nghi toâng keât tôdrong ñieâu tra daân soâ oeng hnam oei sônaêm 2019.","Ñ/c Huynh Ñöc Bao, Pho chu tich UBND huyeân pôgôl Hoâi nghi."
0003,"Thực hiện Quyết định số 722 ngày 26.6.2018 của Thủ tướng Chính phủ và Kế hoạch số 03 của Ban chỉ đạo Tổng điều tra dân số và nhà ở tỉnh về việc tổ chức Tổng điều tra dân số và nhà ở năm 2019, huyện Vĩnh Thạnh đã triển khai, vào cuộc với tinh thần, trách nhiệm cao.","Pôm Quyeât ñinh ksoâ 722 naêr 26/6/2018 ñông Thu töông kôpal the ñak oeng Keâ hoaïch ksoâ 03 ñông khul pôgôl pôting ngo hnhei daân soâ oeng hnam oei tinh lôm tôdrong pôlok pôting ngo hnhei daân soâ oeng hnam oei sônaêm 2019, huyeân Vinh Thanh jôh pônhroh tômöt pôm adring nöih sôngöm, trach nhieâm pôgloh."
0004,"Huyện đã thành lập Ban chỉ đạo các cấp; xây dựng kế hoạch, tiến hành vẽ sơ đồ nền; phân định 96 địa bàn điều tra; lập danh sách địa bàn điều tra, lập bảng kê hộ dân cư và tuyển chọn 50 điều tra viên đảm bảo theo thời gian và quy định.","Huyeân jôh pôjing anao Khul pôgôl rim kôp; tôjung pôm glong pônhroh, ve sô ñoâ neân; phaân ñinh 96 dô no naêm ngo hnhei; pôm danh sach dô no ngo hnhei, pôm bang keâ unh hnam oeng chaê 50 ñieâu tra vieân tômaên tôl boi quy ñinh."
0005,"Trong quá trình triển khai cuộc Tổng điều tra, Ban chỉ đạo Tổng điều tra dân số và nhà ở huyện thường xuyên tăng cường công tác kiểm tra, giám sát, đôn đốc các địa phương và điều tra viên trong thực hiện công việc, Vĩnh Thạnh đã hoàn thành việc điều tra sớm hơn 9 ngày so với thời gian quy định.","Lôm tôdrong pônhroh maêng pôting ngo hnhei, Khul pôgôl pôting ngo hnhei daân soâ oeng hnam oei huyeân dach kjung tôdrong ngo hnhei, pôtho khan rim cham pôlei oeng ñieâu tra vieân lôm tôdrong pôm, Vinh Thanh jôh keh kong tôdrong ngo hnhei sruoâih loi 09 naêr pôting adring jônang quy ñinh."
0006,"Toàn huyện đã tổ chức ra quân thực hiện cuộc Tổng điều tra từ ngày 1.4, đến ngày 16.4.2019 kết thúc điều tra theo đúng kế hoạch đề ra với 9.277 hộ được phỏng vấn, đạt 100%.","Lôm huyeân jôh pôlok lech quaân pôm maêng pôting ngo hnhei ñông naêr 01/4 truh naêr 16/04/2019 atuch ngo hnhei boi trô tro glong pônhroh aên lech adring 9.277 unh hnam ñei phong vaân, ñat 100%."
0007,Huyện Vĩnh Thạnh được Ban chỉ đạo Tổng điều tra dân số và nhà ở năm 2019 của tỉnh ghi nhận là địa phương đứng thứ 2 trong tỉnh hoàn thành sớm cuộc Tổng điều tra.,Huyeân Vinh Thanh ñei khul pôgôl Pôting ngo hnhei daân soâ oeng hnam oei sônaêm 2019 ñông tinh pôtho khan la cham pôlei oei maê 02 lôm tinh keh kong sruoâih maêng pôting ngo hnhei.
0008,"Phát biểu tại Hội nghị, Phó Chủ tịch UBND huyện Huỳnh Đức Bảo, Trưởng Ban chỉ đạo Tổng điều tra Dân số và nhà ở năm 2019 của huyện đề nghị Chi cục thống kê huyện, hướng dẫn các phòng, ban ngành của huyện, các xã, thị trấn sử dụng số liệu tổng điều tra dân số và nhà ở năm 2019 huyện sát với thực tế","Pôtho khan lôm Hoâi nghi, ñ/c Huynh Ñöc Bao, Pho chu tich UBND huyeân, Tröông khul pôgôl pôting ngo hnhei daân soâ oeng hnam oei sônaêm 2019 pôtho khan Chi cuc thoâng keâ huyeân pôtho khan rim phong, ban nganh ñông huyeân, rim xa, thi traâ chaê yuoâ ksoâ lieâu pôting ngo hnhei daân soâ oeng hnam oei sônaêm 2019 huyeân jeâ adring thök teâ"
0009,"Góp phần xây dựng hoạch định các chính sách, nghị quyết của huyện cũng như mục tiêu phát triển kinh tế - xã hội trên địa bàn thiết thực, hiệu quả, sát với thực tế địa phương.","Pôgop tôdrong tôjung pôm rim chinh sach, nghi quyeât ñông huyeân king in tôdrong pôjing kinh teâ xa hoâi lôm tôring huyeân tôpaê, thu yok, jeâ adring thöc teâ cham pôlei."
0010,"Với kết quả đạt được, có 1 cá nhân được Bộ Khoa học và Đầu tư tặng Bằng khen; 2 tập thể và 2 cá nhân được UBND tỉnh tặng Bằng khen.","Adring tôdrong ñat ñei, ôi 01 kôdih ôkôu ñei Boâ khoa hok oeng ñaâu tö aên hla bône; 02 tôp theâ oeng 02 kôdih ôkôu ñei UBND tinh aên hla bône."
