ID,Tiếng Việt,Tiếng BaNa
0001,"Đến nay, đàn bò huyện Vĩnh Thạnh có 17.362 con, trong đó bò lai chiếm 92% tổng đàn. ","Truh ahreêi, tôpul lômo huyeân Vinh Thanh ôêi 17.362 toê, lôêm ‘noh lômo lai yoêk 92% pôting tôpul."
0002,"Tuy là bò lai nhưng chủ yếu là bò lai Zebu, nên năng suất và chất lượng thịt thấp; bò lai cho thịt chất lượng cao chỉ chiếm tỉ lệ rất nhỏ trong tổng đàn. ","Tuy la lômo lai maêleêi pôgloh la lômo lai Zebu, kôna thu naêng suaât oeêng tôdrong thu yoêk ñei aseêch kôñeh; lômo lai aên aseêch tôdrong thu yoêk ñuoâÊi yoêk ty leâ pôgloh ken lôêm pôting tôpul. "
0003,"Vì vậy, huyện Vĩnh Thạnh đã xây dựng kế hoạch phát triển chăn nuôi bò thịt chất lượng cao năm 2016 - 2021, theo đó không tăng số lượng đàn mà tập trung vào việc tăng chất lượng và trọng lượng đàn bò. ","Yua ‘noh, huyeân Vinh Thanh jôh pôm glong pônhroh pôjing rong lômo aseêch tôdrong thu yoêk ñuoâÊi sônaêm 2016 – 2021, ‘boi ‘noh biê kjung ksoâÊ löông tôpul maê pônhoâm tômöt tôdrong kjung tôdrong thu yoêk trong löông tôpul lômo."
0004,"Mục tiêu của huyện là phát triển chăn nuôi bò thịt chất lượng cao theo hướng bền vững, tạo ra giá trị hàng hóa, tăng thu nhập cho nông dân. ","Muk tieâu ñôêng huyeân la pôjing kiêa rong lômo aseêch tôdrong thu yoêk ñuoÊâi ‘boi tôdrong kôjaêp, pôm leêch giaê tri hang hoa, kjung thu yoêk aên naê ma. "
0005,"Quy hoạch vùng chăn nuôi, gắn với tạo vùng thức ăn cho gia súc. ","Quy hoach apung kiêa rong, pôteêp adriêng pôm apung ñoâ sa aên lômo. "
0006,"Dự kiến đến năm 2021, đàn bò toàn huyện khoảng 16.500 con, tỉ lệ bò lai chiếm 97% tổng đàn, trong đó bò thịt chất lượng cao đạt 6,3%; sản lượng bò thịt xuất chuồng đạt 2.600 tấn/năm.","Pôtho khan truh sônaêm 2021, tôpul lômo lôêm huyeân khoang 16.500 toê, ty leâ lômo lai yoêk 97% pôting tôpul, lôêm ‘noh lômo aseêch tôdrong thu yoêk ñuoâÊi ñat 6,3%; san löông lômo aseêch teêch leêch ñat 2.600 taân/minh sônaêm"
0007,"Nhằm giúp đồng bào DTTS trên địa bàn xã Vĩnh Thuận nâng cao chất lượng cuộc sống, thay đổi cách nghĩ, cách làm, vươn lên làm giàu chính đáng. ","Sö tôguêm naê ma kon koâng lôêm tôring xa Vinh Thuaân poâk xuoân tôdrong thu yoêk ñei tôdrong yaêl arih, tôplih kô kach nghi, kô kach pôm, kjung pôm bôdrong trô troê. "
0008,"Những năm qua, cấp ủy, chính quyền và các tổ chức đoàn thể xã Vĩnh Thuận đã tập trung đẩy mạnh công tác tuyên truyền, tư vấn hướng dẫn người dân tập trung áp dụng các tiến bộ KHKT hiện đại để cải tạo vườn tạp, đầu tư chăm sóc các loại cây trồng, vật nuôi, chuyển đổi cơ cấu cây trồng phù hợp để nâng cao giá trị kinh tế cho gia đình.","Lö sônaêm anu yuoâ ôêu, kôêp uy, khul pôgôl oeêng rim toâ chöêk ñoan theâ xa Vinh Thuaân jôh pônhoâm jôraê deâh tôdrong pôtho khan, tö vaân pôtho khan naê ma pônhoâm tôjung pôm rim KHKT pôgloh söê cai tao teh dal hnam, tôguêm tôme rong rim loai ‘long pôtaêm, xem rong, tôplih kô kôêu ‘long pôtaêm trô troê söê poâk xuoân giaê tri kinh teâ aên uênh hnam."
0009,"Nhờ vậy, đến nay đồng bào dân tộc thiểu số trên địa bàn xã đã dần ý thức, thay đổi cách làm kinh tế để nâng cao chất lượng cuộc sống. ","Yua ‘noh, truh ahreêi naê ma kon koâng lôêm tôring xa jôh baêt ñei, tôplih kô kach pôm kinh teâ söê poâk xuoân tôdrong thu yoêk ñei tôdrong yaêl rrih. "
0010,"Nhờ thay đổi cách nghĩ, cách làm, đổi mới tư duy và phương thức làm ăn nên đời sống của người dân trong xã ngày càng ổn định và nâng cao.","Yua tôplih kô kach nghi, kô kach pôm, tôplih kô kach pôm sa kôna tôdrong yaêl arih ñôêng naê ma lôêm xa ‘naêr kang alöng oeêng poâk xuoân. "
