ID,Tiếng Việt,Tiếng BaNa
0001,"Trong những năm qua, UBND huyện đã thể chế hóa quan điểm của Đảng và Nhà nước, Chính phủ, Thủ tướng Chính phủ ban hành nhiều chủ trương chính sách bao phủ các địa bàn vùng DTTS và miền núi, các lĩnh vực kinh tế - xã hội và chính sách đặc thù đối với vùng DTTS","Lôêm lö sônaêm anu yuoâ ôêu, UBND huyeân jôh theâ cheâ hoa tôdrong ñôêng Ñang oeêng kôpal, Chinh phu, Thu töông kôpal teh ñak aên leêch lö tôdrong aên rim cham pôlei apung naê ma kon koâng oeêng apung koâng, rim tôdrong kinh teâ – xa hoâi oeêng tôdrong ñaêc thu adriêng apung naê ma kon koâng"
0002,"Tổ chức triển khai thực hiện các chính sách cho vùng đồng bào DTTS nói riêng và nhân dân vùng miền núi nói chung đạt được nhiều kết quả tích cực, do đó tác động đến đời sống vật chất và tinh thần của nhân dân trên địa bàn huyện ngày càng cao","Pôloêk pônhroh pôm rim tôdrong aên apung naê ma kon koâng khan kôdih oeêng kon tôring apung koâng khan adriêng ñat ñei lö thu yoêk pôjaêng, yua ‘noh jôh tac ñoâng truh tôdrong yaêl arih oeêng nöih sôngöm ñôêng naê ma lôêm tôring huyeân ‘naêr kang ñuoâÊi"
0003,"Kinh tế - xã hội phát triển bình quân 14,5%/năm, cơ cấu kinh tế chuyển dịch theo hướng tích cực; cơ sở hạ tầng như điện, đường, trường, trạm y tế được đầu tư xây dựng đáp ứng phục vụ nhu cầu thiết yếu của nhân dân, tỷ lệ hộ nghèo giảm bình quân hàng năm 5,63%/năm","Kinh teâ – xa hoâi pôjing tiênh jônuêm 14,5%/ sônaêm, kô kôêu kinh teâ tôplih ‘boi tôdrong pôjaêng; cô sô ha taâng in ñieân, trong, tröông, tram y teâ ñei tôgum tôjung pôm tôgum tôdrong kô waê ñôêng kon tôring, ty leâ uênh hnam dônuh tôjul tiênh jônum rim sônaêm 5,63%/ sônaêm"
0004,"Những chính sách của Đảng, Nhà nước đầu tư hỗ trợ trong những năm qua, có những chính sách hỗ trợ trực tiếp, có những chính sách hỗ trợ bằng phương tiện, công cụ sản xuất và các hạ tầng kỹ thuật đã tạo điều kiện, động lực cơ bản, thuận lợi cho sự phát triển vùng miền núi bước đầu và cho những thời gian tiếp theo","Lö tôdrong ñôêng Ñang, kôpal tôguêm lôêm lö sônaêm anu yuoâ ôêu ôêi lö tôdrong tôgum trök tieâp, ôêi rim tôdrong tôguêm ñôêng ñoâ choh jang oeêng rim ha taâng ky thuaât jôh pôm tôdrong kô ban, alöng aên tôdrong pôjing apung koâng trong pôtôm oeêng aên rim jônang pieâu"
0005,Qua đó đời sống vật chất và tinh thần của đồng bào DTTS được thể hiện ngày càng ổn định,Qua ‘noh tôdrong yaêl arih oeêng nöih sôngöm ñôêng naê ma kon koâng ñei ‘boh ‘naêr kang alöng
0006,"Trong quá trình triển khai thực hiện chính sách, UBND huyện đã tập trung chỉ đạo việc chuyện giao tiến bộ khoa học kỹ thuật, phân cấp quản lý các chính sách và quá trình đô thị hóa, đặc biệt là chính sách đào tạo nghề, học sinh, cán bộ các cấp","Lôêm jônang pônhroh pôm chinh sach, UBND huyeân jôh pônhoâm pôgôl tôdrong pôtruh KHKT, phaân kôêp ngoê hnhei rim chinh sach oeêng tôdrong ñoâ thi hoa, pôgloh la tôdrong pôtôêp ngheâ, hoêk sinh, kang boâ rim kôêp"
0007,Đã góp phần nâng cao chất lượng nguồn nhân lực và khả năng phát triển sản xuất trong đồng bào DTTS,Jôh pôgoêp tôdrong poâk xuoân tôdrong thu yoêk ñei nguoân nhaân lök oeêng tôdrong pôjing choh jang lôêm naê ma kon koâng
0008,"Trong năm 2019, UBND xã Vĩnh Hiệp đã chỉ đạo các ngành chuyên môn phối hợp các hội đoàn thể xã tuyên truyền Luật Lâm nghiệp","Lôêm sônaêm 2019, UBND xa Vinh Hieâp jôh pôgôl rim nganh chuyeân moân adriêng rim hoâi ñoan theâ xa pôtho khan Luaât laâm nghieâp"
0009,"Đồng thời chỉ đạo cán bộ Lâm nghiệp xã, Công an, Xã đội, cán bộ Kiểm lâm phụ trách địa bàn tăng cường kiểm tra, truy quét địa bàn nhằm phát hiện ngăn chặn các trường hợp vi phạm Luật Lâm nghiệp","Thoi ‘noh pôgôl kang boâ laâm nghieâp xa, Coâng an, Xa ñoâi, Kang boâ kieâm laâm ngoê hnhei tôring xa kjung naêm ngoê hnhei, truy queêt lôêm tôring xa söê ‘boh gôên rim tôdrong pôm glaêi Luaât laâm nghieâp"
0010,"Đã tổ chức 65 đợt tuần tra, kiểm tra, truy quét rừng theo kế hoạch","Jôh pôloêk ñei 65 maêng naê ngoê hnhei, truy queêt bri ‘boi glong pônhroh"
