ID,Tiếng Việt,Tiếng BaNa
1,Quyết định về việc công bố Danh mục thủ tục hành chính thay thế trong lĩnh vực trồng trọt thuộc phạm vi chức năng quản lý của Sở Nông nghiệp và Phát triển nông thôn tỉnh Bình Định,KueâÊt ñinh koâng ‘boâÊ yanh muêk thu tuêk hanh chiênh tôplih lôêm tôdrong pôtaêm ‘long oei lôêm kôbraê ngoê hnheêi ñôêng Sô Noâng nghieâp oeêng pôjing cham pôlei tinh ‘Binh Ñinh
2,Chủ tịch Ủy ban Nhân dân Tỉnh,Chu tich UBND tinh
3,Căn cứ Luật Tổ chức chính quyền địa phương ngày 19 tháng 6 năm 2015;,Kaên köê Luaât Toâ chöak khul pôgôl cham pôlei ‘naêr minh jiêt tôxiênh kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm
4,Căn cứ Nghị định số 63/2010/NĐ-CP ngày 08 tháng 6 năm 2010 của Chính phủ về kiểm soát thủ tục hành chính;,Kaên köê Nghiê ñinh ksoâÊ drôêu jiêt peâng sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt/NÑ-0CP ‘naêr tôhngam kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt ñôêng kôpal teh ñak lôêm ngoê hnheêi thu tuêk hanh chiênh
5,"Nghị định số 92/2017/NĐ-CP ngày 07 tháng 8 năm 2017 của Chính phủ sửa đổi, bổ sung một số điều của các Nghị định liên quan đến kiểm soát thủ tục hành chính;","Nghiê ñinh ksoâÊ tôxiênh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh/NÑ-CP ‘naêr tôpôêh kheêi tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh ñôêng kôpal teh ñak tôplih, tôguêm minh ksoâÊ tôdrong ñôêng rim nghiê ñinh lieân kuan truh ngoê hnheêi thu tuêk hanh chiênh"
6,"Căn cứ Thông tư số 02/2017/TT-VPCP ngày 31 tháng 10 năm 2017 của Bộ trưởng, Chủ nhiệm Văn phòng Chính phủ hướng dẫn nghiệp vụ về kiểm soát thủ tục hành chính;","Kaên köê Thoâng tö ksoâÊ khoâng ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh/TT-VPCP ‘naêr peâng jiêt minh kheêi minh jiêt sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh ñôêng ‘Boâ tröông, Chu nhieâm Vaên phong kôpal teh ñak pôtho khan nghieâp vuê lôêm ngoê hnheêi thu tuêk hanh chiênh"
7,"Căn cứ Quyết định số 151/QĐ-BNN-TT ngày 09 tháng 01 năm 2020 của Bộ trưởng Bộ Nông nghiệp và Phát triển nông thôn về việc công bố thủ tục hành chính mới ban hành, thay thế trong lĩnh vực trồng trọt thuộc phạm vi chức năng quản lý của Bộ Nông nghiệp và Phát triển nông thôn;",Kaên köê KueâÊt ñinh ksoâÊ minh pôñaêm minh/QÑ-BNN-TT ‘naêr tôxiênh kheêi minh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt ñôêng ‘Boâ tröông ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei lôêm tôdrong koâng ‘boâÊ thu tuêk hanh chiênh anao aên leêch tôplih lôêm tôdrong pôtaêm ‘long oei lôêm kôbraê tôdrong ngoê hnheêi ñôêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei
8,Xét đề nghị của Giám đốc Sở Nông nghiệp và Phát triển nông thôn tại Tờ trình số 23/TTr-SNN ngày 22 tháng 01 năm 2020,Xeêt pôtho khan ñôêng Giam ñoâk Sô Noâng nghieâp oeêng pôjing cham pôlei lôêm Tô trinh ksoâÊ ‘baêl jiêt peâng/TTr-SNN ‘naêr ‘baêl jiêt ‘baêl kheêi minh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt
9,Điều 1. Công bố kèm theo Quyết định này Danh mục thủ tục hành chính thay thế trong lĩnh vực trồng trọt thuộc phạm vi chức năng quản lý của Sở Nông nghiệp và Phát triển nông thôn tỉnh Bình Định ,Ñieâu minh. Koâng ‘boâÊ pôteêp adriêng KueâÊt ñinh anu yanh muêk thu tuêk hanh chiênh tôplih lôêm tôdrong pôtaêm ‘long oei lôêm kôbraê tôdrong ngoê hnheêi ñôêng Sô Noâng nghieâp oeêng pôjing cham pôlei tinh ‘Binh Ñinh
10,Theo Quyết định số 151/QĐ-BNN-TT ngày 09 tháng 01 năm 2020 của Bộ trưởng Bộ Nông nhiệp và Phát triển nông thôn (phụ lục 01 kèm theo),‘Boi KueâÊt ñinh ksoâÊ minh pôñaêm minh/QÑ-BNN-TT ‘naêr tôxiênh kheêi minh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt ñôêng ‘Boâ tröông ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei (phuê luêk minh pôteêp adriêng)
11,Điều 2. Quyết định này bãi bỏ 04 thủ tục hành chính trong lĩnh vực trồng trọt thuộc phạm vi chức năng quản lý của Sở Nông nghiệp và Phát triển nông thôn tỉnh Bình Định đã công bố tại Quyết định số 84/QĐ-UBND ngày 09 tháng 01 năm 2019 của Chủ tịch Ủy ban nhân dan tỉnh (Phụ lục 02 kèm theo).,Ñieâu ‘baêl. KueâÊt ñinh anu tuêk puoân thu tuêk hanh chiênh  lôêm tôdrong pôtaêm ‘long oei lôêm kôbraê tôdrong ngoê hnheêi ñôêng Sô Noâng nghieâp oeêng pôjing cham pôlei tinh ‘Binh Ñinh jôh koâng ‘boÊâ lôêm KueâÊt ñinh ksoâÊ tôhngam jiêt puoân/QÑ-UBND ‘naêr tôxiênh kheêi minh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt ñôêng Chu tich UBND tinh (phuê luêk ‘baêl pôteêp adriêng)
12,"Điều 3. Chánh Văn phòng Ủy ban nhân dân tỉnh, Giám đốc Sở Nông nghiệp và Phát triển nông thôn;","Ñieâu peâng. Chaênh vaên phong UBND tinh, Giam ñoâk Sô Noâng nghieâp oeêng pôjing cham pôlei"
13,Giám đốc Trung tâm Phục vụ hành chính công tỉnh;,Giam ñoâk Trung taâm tôguêm hanh chiênh koâng tinh
14,"Chủ tịch Ủy ban nhân dân các huyện, thị xã, thành phố;","Chu tich UBND rim hueân, thi xa, thanh phoâÊ"
15,"Chủ tịch Ủy ban nhân dân các xã, phường, thị trấn và các tổ chức, cá nhân có liên quan chịu trách nhiệm thi hành Quyết định này kể từ ngày ký","Chu tich UBND rim xa, phöông, thi traân oeêng rim toâ chöêk, kôdih ôkôêu ôêi lieân kuan ôêi tôdrong pôm KueâÊt ñinh anu khan ñôêng ‘naêr kyê./."
