ID,Tiếng Việt,Tiếng BaNa
1,"Quyết địnhPhê duyệt Chương trình phát triển nghiên cứu, sản xuất giống phục vụ cơ cấu lại ngành nông nghiệp giai đoạn 2021 - 2030","KueâÊt ñinh pheâ jueâÊt tôdrong pôjing nghieân köêu, choh jang adreâÊch tôguêm kô kôêu nganh noâng nghieâp jônang ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt minh – ‘baêl ôbôêu khoâng hrieâng peâng jiêt"
2,Thủ tướng Chính phủ,Thu töôêng kôpal teh ñak
3,Căn cứ Luật Tổ chức Chính phủ ngày 19 tháng 6 năm 2015;,Kaên köê Luaât toâ chöêk Kôpal teh ñak ‘naêr minh jiêt tôxiênh kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm
4,Căn cứ Luật Đầu tư công ngày 13 tháng 6 năm 2019;,Kaên köê Luaât Ñaâu tö koâng ‘naêr minh jiêt peâng kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh
5,Căn cứ Luật Ngân sách nhà nước ngày 25 tháng 6 năm 2015;,Kaên köê Luaât ngaân sach kôpal ‘naêr ‘baêl jiêt pôñaêm kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm
6,Căn cứ Luật Lâm nghiệp ngày 15 tháng 11 năm 2017;,Kaên köê Luaât Laâm nghieâp ‘naêr minh jiêt pôñaêm kheêi minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh
7,Căn cứ Luật Thủy sản ngày 21 tháng 11 năm 2017;,Kaên köê Luaât thuy san ‘naêr ‘baêl jiêt minh kheêi minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh
8,Căn cứ Luật Trồng trọt ngày 19 tháng 11 năm 2018;,Kaên köê Luaât pôtaêm ‘long ‘naêr minh jiêt tôxiênh kheêi minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam
9,Căn cứ Luật Chăn nuôi ngày 19 tháng 11 năm 2018;,Kaên köê Luaât kiêa rong ‘naêr minh jiêt tôxiênh kheêi minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam
10,Căn cứ Luật Khoa học và Công nghệ ngày 18 tháng 6 năm 2013;,Kaên köê Luaât khoa hoêk oeêng Koâng ngheâ ‘naêr minh jiêt tôhngam kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt peâng
11,Căn cứ Luật Chuyển giao công nghệ ngày 19 tháng 6 năm 2017;,Kaên köê Luaât Chueân giao koâng ngheâ ‘naêr minh jiêt tôxiênh kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh
12,Căn cứ Luật Sở hữu trí tuệ ngày 25 tháng 6 năm 2019;,Kaên köê Luaât Sô höu triê tueâ ‘naêr ‘baêl jiêt pôñaêm kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh
13,Theo đề nghị của Bộ trưởng Bộ Nông nghiệp và Phát triển nông thôn.,‘Boi pôtho khan ñôêng ‘Boâ tröông ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei
14,"Điều 1. Phê duyệt Chương trình Phát triển nghiên cứu, sản xuất giống phục vụ cơ cấu lại ngành nông nghiệp giai đoạn 2021 - 2030; bao gồm các nội dung chủ yếu sau:","Ñieâu minh. Pheâ jueâÊt tôdrong pôjing nghieân köêu, choh jang adreâÊch tôguêm kô kôêu pieâu nganh noâng nghieâp jônang ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt minh – ‘baêl ôbôêu khoâng hrieâng peâng jiêt; thoi leê rim tôdrong pôgloh ñôêng roêng ôêu:"
15,Mục tiêu,Muêk tieâu
16,Mục tiêu tổng quát,Muêk tieâu toâng quat
17,"Nâng cao năng lực nghiên cứu, sản xuất giống cây nông, lâm nghiệp, giống vật nuôi và giống thủy sản (sau đây gọi tắt là giống cây trồng, vật nuôi)","Poâk xuoân tôdrong nghieân köêu, choh jang adreâÊch ‘long noâng, laâm nghieâp, adreâÊch xem rong oeêng adreâÊch thuy san (ñôêng roêng ôêu krao la adreâÊch ‘long pôtaêm, xem rong)"
18,"Theo hướng công nghiệp hiện đại nhằm cung cấp cho sản xuất đủ giống có năng suất, chất lượng, thích ứng với biến đổi khí hậu;","‘Boi tôdrong koâng nghieâp pôgloh söê tôguêm aên choh jang duh adreâÊch ôêi thu ‘yoêk, tôdrong thu ‘yoêk ñei, thiêch öêng adriêng tôplih pôleênh"
19,Góp phần thực hiện thành công định hướng cơ cấu lại ngành nông nghiệp theo hướng nâng cao giá trị gia tăng và phát triển bền vững.,Pôgoêp tôdrong pôm keh kong ñinh höôêng kô kôêu pieâu nganh noâng nghieâp ‘boi tôdrong poâk xuoân giaê tri gia taêng oeêng pôjing kôjaêp
20,Mục tiêu cụ thể đến năm 2030,Muêk tieâu kuê theâ truh sônaêm ‘baêl ôbôêu khoâng hrieâng peâng jiêt
