ID,Tiếng Việt,Tiếng BaNa
1,Quyết định về việc công bố Danh mục thủ tục hành chính mới ban hành trong lĩnh vực nông nghiệp và Phát triển nông thôn thuộc phạm vi chức năng quản lý của Sở Nông nghiệp và Phát triển nông thôn tỉnh Bình Định,KueâÊt ñinh lôêm tôdrong koâng ‘boâÊ yanh muêk thu tuêk hanh chiênh anao aên leêch lôêm tôdrong noâng nghieâp oeêng pôjing cham pôlei oei lôêm kôbraê tôdrong ngoê hnheêi ñôêng Sô Noâng nghieâp oeêng pôjing cham pôlei tinh ‘Binh Ñinh
2,Chủ tịch Ủy ban Nhân dân Tỉnh,Chu tich UBND tinh
3,Căn cứ Luật Tổ chức chính quyền địa phương ngày 19 tháng 6 năm 2015;,Kaên köê Luaât Toâ chöêk khul pôgôl cham pôlei ‘naêr minh jiêt tôxiênh kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm
4,Căn cứ Nghị định số 63/2010/NĐ-CP ngày 08 tháng 6 năm 2010 của Chính phủ về kiểm soát thủ tục hành chính;,Kaën köê Nghiê ñinh ksoâÊ drôêu jiêt peâng sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt/NÑ-CP ‘naêr tôhngam kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt ñôêng kôpal teh ñak lôêm ngoê hnheêi thu tuêk hanh chiênh
5,"Nghị định số 92/2017/NĐ-CP ngày 07 tháng 8 năm 2017 của Chính phủ sửa đổi, bổ sung một số điều của các nghị định liên quan đến kiểm soát thủ tục hành chính;","Nghiê ñinh ksoâÊ tôxiênh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh/NÑ-CP ‘naêr tôpôêh kheêi tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh ñôêng kôpal teh ñak tôplih, tôguêm minh ksoâÊ tôdrong ñôêng rim nghiê ñinh lieân kuan truh ngoê hnheêi thu tuêk hanh chiênh"
6,"Căn cứ Thông tư số 02/2017/TT-VPCP ngày 31 tháng 10 năm 2017 của Bộ trưởng, Chủ nhiệm Văn phòng Chính phủ hướng dẫn nghiệp vụ về kiểm soát thủ tục hành chính;","Kaên köê Thoâng tö ksoâÊ khoâng ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh/TT-VPCP ‘naêr peâng jiêt minh kheêi minh jiêt sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh ñôêng ‘boâ tröông, Chu nhieâm Vaên phong kôpal teh ñak pôtho khan nghieâp vuê lôêm ngoê hnheêi thu tuêk hanh chiênh"
7,Căn cứ Quyết định số 2412/QĐ-BNN-KHCN ngày 22 tháng 6 năm 2018 của Bộ trưởng Bộ Nông nghiệp và Phát triển nông thôn,Kaên köê KueâÊt ñinh ksoâÊ ‘baêl puoân minh ‘baêl/QÑ-BNN-KHCN ‘naêr ‘baêl jiêt ‘baêl kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam ñôêng ‘Boâ tröông ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei
8,"Về việc công bố thủ tục hành chính được thay thế lĩnh vực Nông nghiệp và Phát triển nông thôn thuộc phạm vi, chức năng quản lý của Bộ Nông nghiệp và Phát triển nông thôn;",Lôêm tôdrong koâng ‘boâÊ thu tuêk hanh chiênh ñei tôplih tôdrong Noâng nghieâp oeêng pôjing cham pôlei oei lôêm kôbraê ngoê hnheêi ñôêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei
9,Quyết định số 2519/QĐ-BNN-KHCN ngày 29 tháng 6 năm 2018 của Bộ trưởng Bộ Nông nghiệp và Phát triển nông thôn,KueâÊt ñinh ksoâÊ ‘baêl pôñaêm minh tôxiênh/QÑ-BNN-KHCN ‘naêr ‘baêl jiêt tôxiênh kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam ñôêng ‘Boâ tröông ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei
10,"Về việc công bố thủ tục hành chính được thay thế lĩnh vực Nông nghiệp và Phát triển nông thôn thuộc phạm vi, chức năng quản lý của Bộ Nông nghiệp và Phát triển nông thôn;",Lôêm tôdrong koâng ‘boâÊ thu tuêk hanh chiênh ñei tôplih tôdrong Noâng nghieâp oeêng pôjing cham pôlei oei lôêm kôbraê ngoê hnheêi ñôêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei
11,"Theo đề nghị của Giám đốc Sở Nông nghiệp và Phát triển nông thôn tại Tờ trình số 59/TTr-SNN ngày 09 tháng 3 năm 2020, Tờ trình số 60/TTr-SNN ngày 09 tháng 3 năm 2020.",‘Boi pôtho khan ñôêng Giam ñoâk Sô Noâng nghieâp oeêng pôjing cham pôlei lôêm Tô trinh ksoâÊ pôñaêm jiêt tôxiênh/TTr-SNN ‘naêr tôxiênh kheêi peâng sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt
