ID,Tiếng Việt,Tiếng BaNa
0001,Quyết định Về việc Thành lập Ban Chỉ đạo xây dựng Đề án “Tái cơ cấu ngành nông nghiệp theo hướng nâng cao giá trị gia tăng và phát triển bền vững” tỉnh Bình Định,KueâÊt ñinh lôêm tôdrong pôjing anao Khul pôgôl tôjung pôm Ñeâ an “Taêi kô kôêu nganh noâng nghieâp ‘boi tôdrong poâk xuoân giaê tri gia taêng oeêng pôjing kôjaêp” tinh ‘Binh Ñinh
0002,Chủ tịch Ủy ban Nhân dân Tỉnh,Chu tich UBND  tinh
0003,Căn cứ Luật Tổ chức HĐND và UBND ngày 26/11/2003;,Kaên köê Luaât Toâ chöêk HÑND oeêng UBND ‘naêr ‘baêl jiêt drôêu kheêi minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng le peâng
0004,Căn cứ Quyết định số 899/QĐ-TTg ngày 10/6/2013 của Thủ tướng Chính phủ Phê duyệt Đề án “Tái cơ cấu ngành nông nghiệp theo hướng nâng cao giá trị gia tăng và phát triển bền vững”;,Kaên köê KueâÊt ñinh ksoâÊ tôhngam tôxiênh tôxiênh/QÑ-TTg ‘naêr minh jiêt kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt peâng ñôêng Thu töôêng kôpal teh ñak pheâ jueâÊt Ñeâ an “Taêi kô kôêu nganh noâng nghieâp ‘boi tôdrong giaê tri gia taêng oeêng pôjing kôjaêp”
0005,Xét đề nghị của Sở Nông nghiệp và PTNT tại Tờ trình số 4085/TTr-SNN ngày 24/11/2013,Xeêt pôtho khan ñôêng Sô Noâng nghieâp oeêng pôjing cham pôlei lôêm Tô trinh ksoâÊ puoân khoâng tôhngam pôñaêm/TTr-SNN ‘naêr ‘baêl jiêt puoân kheêi minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt peâng
0006,"Điều 1. Thành lập Ban Chỉ đạo xây dựng Đề án “Tái cơ cấu ngành nông nghiệp theo hướng nâng cao giá trị gia tăng và phát triển bền vững” tỉnh Bình Định giai đoạn 2014 - 2020, như sau:","Ñieâu minh. Pôjing anao khul pôgôl tôjung pôm Ñeâ an“Taêi kô kôêu nganh noâng nghieâp ‘boi tôdrong giaê tri gia taêng oeêng pôjing kôjaêp” tinh ‘Binh Ñinh jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt puoân – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt, in ñôêng roêng ôêu:"
0007,"Trưởng Ban: Bà Trần Thị Thu Hà, Phó Chủ tịch Ủy ban nhân dân tỉnh.","Tröông ‘ban: Yaê Traân Thi Thu Ha, Phoê Chu tich UBND tinh"
0008,"Phó Trưởng Ban thường trực: Ông Phan Trọng Hổ, Giám đốc Sở Nông nghiệp và Phát triển nông thôn.","Phoê Tröông ‘Ban thöông tröêk: ‘Bok Phan Trong Hoâ, Giam ñoâk Sô Noâng nghieâp oeêng pôjing cham pôlei"
0009,Thành viên Ban Chỉ đạo:,Thanh vieân khul pôgôl:
0010,"Ông Hồ Ngọc Hùng, Phó Giám đốc Sở Nông nghiệp và PTNT;","‘Bok Hoâ Ngoêk Hung, Phoê Giam ñoâk Sô Noâng nghieâp oeêng pôjing cham pôlei"
0011,"Ông Nguyễn Hữu Hào, Phó Giám đốc Sở Nông nghiệp và PTNT;","‘Bok Ngueân Höu Hao, Phoê Giam ñoâk Sô Noâng nghieâp oeêng pôjing cham pôlei"
0012,"Ông Nguyễn Hiếu Hòa, Phó Giám đốc Sở Nông nghiệp và PTNT;","‘Bok Ngueân Hieâu Hoa, Phoê Giam ñoâk Sô Noâng nghieâp oeêng pôjing cham pôlei"
0013,"Ông Nguyễn Hữu Vui, Phó Giám đốc Sở Nông nghiệp và PTNT; ","‘Bok Ngueân Höu Vui, Phoê Giam ñoâk Sô Noâng nghieâp oeêng pôjing cham pôlei"
0014,"Ông Đào Văn Hùng, Phó Giám đốc Sở Nông nghiệp;","‘Bok Ñao Vaên Hung, Phoê Giam ñoâk Sô Noâng nghieâp"
0015,"Lãnh đạo các sở, ngành liên quan là Thành viên gồm các Sở: Kế hoạch và Đầu tư, Tài chính, Công Thương, Tài nguyên và Môi trường, Xây dựng và Cục Thống kê tỉnh.","Pôgôl rim sô, nganh lieân kuan la thanh vieân thoi leê rim Sô: KeâÊ hoach oeêng Ñaâu tö, Tai chiênh, Koâng thöông, Tai nguyeân oeêng Moâi tröông, Xaây yöêng oeêng Kuêk ThoâÊng keâ tinh"
0016,"Các Phó Chủ tịch phụ trách lĩnh vực Nông nghiệp và PTNT của các huyện, thị xã, thành phố trên địa bàn tỉnh.","Rim Phoê Chu tich ngoê hnheêi tôdrong Noâng nghieâp oeêng pôjing cham pôlei ñôêng rim hueân, thi xa, thanh phoÊâ lôêm tôring tinh"
0017,"Điều 2. Ban Chỉ đạo xây dựng Đề án “Tái cơ cấu ngành nông nghiệp theo hướng nâng cao giá trị gia tăng và phát triển bền vững” tỉnh Bình Định, giai đoạn 2014 - 2020 tỉnh có nhiệm vụ sau:","Ñieâu ‘baêl. Khul pôgôl tôjung pôm Ñeâ an “Taêi kô kôêu nganh noâng nghieâp ‘boi tôdrong giaê tri gia taêng oeêng pôjing kôjaêp” tinh ‘Binh Ñinh, jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt puoân – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt tinh ôêi tôdrong pôm in ñôêng roêng ôêu:"
0018,"Chỉ đạo, điều hành Sở Nông nghiệp và PTNT phối hợp các sở, ngành, UBND các huyện, thị xã, thành phố hướng dẫn đơn vị tư vấn xây dựng Đề án “Tái cơ cấu ngành nông nghiệp theo hướng nâng cao giá trị gia tăng và phát triển bền vững” tỉnh Bình Định đảm bảo đúng yêu cầu và thời gian quy định;","Pôgôl Sô Noâng nghieâp oeêng pôjing cham pôlei adriêng rim sô, nganh, UBND rim hueân, thi xa, thanh phoâÊ pôtho khan ñôn viê tö vaâÊn tôjung pôm Ñeâ an “Taêi kô kôêu nganh noâng nghieâp ‘boi tôdrong giaê tri gia taêng oeêng pôjing kôjaêp” tinh ‘Binh Ñinh tômaên tôl trô trêo tôdong waê oeêng jônang kuy ñinh"
0019,"Phối hợp các sở, ngành, UBND các huyện, thị xã, thành phố và các chuyên gia, các nhà khoa học đầu ngành trên địa bàn tỉnh","Adriêng rim sô, nganh, UBND rim hueân, thi xa, thanh phoâÊ oeêng rim chueân gia, rim hnam khoa hoêk kôl nganh lôêm tôring tinh"
0020,"Phản biện và đóng góp bổ sung Đề án “Tái cơ cấu ngành nông nghiệp theo hướng nâng cao giá trị gia tăng và phát triển bền vững” tỉnh Bình Định phù hợp với tình hình kinh tế, xã hội, quốc phòng và an ninh của địa phương.","Pôñam ‘bôl oeêng pôgoêp tôguêm Ñeâ an “Taêi kô kôêu nganh noâng nghieâp ‘boi tôdrong giaê tri gia taêng oeêng pôjing kôjaêp” tinh ‘Binh Ñinh trô troê adriêng tôdrong kinh teâÊ, xa hoâi, kuoâÊc phong oeêng an ninh ñôêng cham pôlei"
0021,"Tham mưu Chủ tịch Ủy ban nhân dân tỉnh phê duyệt Đề án và ban hành Chương trình hành động thực hiện Đề án, sau khi Đề án đã được phê duyệt.","Pôñam ‘bôl ñon Chu tich UBND tinh pheâ jueâÊt Ñeâ an oeêng aên leêch tôdrong pôm Ñeâ an, ñôêng roêng jônang Ñeâ an ñei pheâ jueâÊt"
0022,"Trưởng ban Ban Chỉ đạo sử dụng con dấu của Ủy ban nhân dân tỉnh, Phó trưởng ban Thường trực Ban Chỉ đạo sử dụng con dấu của Sở Nông nghiệp và Phát triển nông thôn để điều hành hoạt động của Ban Chỉ đạo.","Tröông ‘ban khul pôgôl chaê yuoâ kon jôêu ñôêng UBND tinh, Phoê Tröông ‘ban thöông tröêk khul pôgôl chaê yuoâ kon jôêu ñôêng Sô Noâng nghieâp oeêng pôjing cham pôlei söê ñieâu hanh tôdrong pôm ñôêng khul pôgôl"
0023,Ban Chỉ đạo làm việc theo chế độ kiêm nhiệm và tự giải thể khi hoàn thành nhiệm vụ.,Khul pôgôl pôm bieâk ‘boi tôdrong kieâm nhieâm oeêng kôdih giai theâ jônang keh kong tôdrong pôm
0024,"Điều 3. Chánh Văn phòng Ủy ban nhân dân tỉnh, Giám đốc Sở Nông nghiệp và Phát triển nông thôn, Thủ trưởng các sở, ngành liên quan, Chủ tịch Ủy ban nhân dân các huyện, thị xã, thành phố và các ông, bà có tên tại Điều 1 thi hành Quyết định này kể từ ngày ký ./.","Ñieâu peâng. Chaênh Vaên phong UBND tinh, Giam ñoâk Sô Noâng nghieâp oeêng pôjing cham pôlei, Pôgôl rim sô, nganh lieân kuan, Chu tich UBND rim hueân, thi xa, thanh phoâÊ oeng rim yaê, ‘bok ôêi maêt lôêm Ñieâu minh ôêi tôdrong pôm KueâÊt ñinh anu khan ñôêng ‘naêr kyê./."
