ID,Tiếng Việt,Tiếng BaNa
1,"Nghị quyết về chính sách phát triển giống cây trồng, giai đoạn 2016 – 2020 trên địa bàn tỉnh Bình Định","Nghiê kueâÊt lôêm tôdrong pôjing adreâch ‘long pôtaêm, jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt lôêm tôring tinh ‘Binh Ñinh"
2,Hội đồng Nhân dân Tỉnh Bình Định,HÑND tinh ‘Binh Ñinh
3,"Khóa XI, Kỳ họp thứ 12","Khoêa minh jiêt minh, maêng hoêp maêng maê minh jiêt ‘baêl"
4,Căn cứ Luật Tổ chức HĐND và UBND ngày 26 tháng 11 năm 2003;,Kaên köê Luaât toâ chöêk HÑND oeêng UBND ‘naêr ‘baêl jiêt drôêu kheêi minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng le peâng
5,"Căn cứ Luật Ban hành văn bản quy phạm pháp luật của Hội đồng nhân dân, Ủy ban nhân dân ngày 03 tháng 12 năm 2004;","Kaên köê Luaât aên leêch vaên ‘ban kuy pham phap luaât ñôêng HÑND, UBND ‘naêr peâng kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng le puoân"
6,Căn cứ Luật Ngân sách nhà nước ngày 16 tháng 12 năm 2002;,Kaên köê Luaât ngaân sach kôpal ‘naêr minh jiêt drôêu kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng le ‘baêl
7,Căn cứ Pháp lệnh Giống cây trồng số 15/2004/PL-UBTVQH11 ngày 24 tháng 3 năm 2004 của Ủy ban thường vụ Quốc hội;,Kaên köê Phap leânh adreâch ‘long pôtaêm ksoâÊ minh jiêt pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng le puoân/PL-UBTVQH minh jiêt minh ‘naêr ‘baêl jiêt puoân kheêi peâng sônaêm ‘baêl ôbôêu khoâng hrieâng le puoân ñôêng Uy ‘ban Thöông vuê KuoâÊc hoâi
8,Căn cứ Nghị quyết số 753/2005/NQ-UBTVQH11 ngày 02 tháng 4 năm 2005 của Ủy ban Thường vụ Quốc hội về ban hành quy chế hoạt động của Hội đồng nhân dân;,Kaên köê Nghiê kueâÊt ksoâÊ tôpôêh pôñaêm peâng sônaêm ‘baêl ôbôêu khoâng hrieâng le pôñaêm/NQ-UBTVQH minh jiêt minh ‘naêr ‘baêl kheêi puoân sônaêm ‘baêl ôbôêu khoâng hrieâng le pôñaêm ñôêng Uy ‘ban Thöông vuê KuoâÊc hoâi lôêm aên leêch tôdrong pôm ñôêng HÑND
9,"Căn cứ Nghị định số 91/2006/NĐ-CP ngày 06 tháng 9 năm 2006 của Chính phủ về Quy định chi tiết thi hành một số điều của Luật Ban hành văn bản quy phạm pháp luật của Hội đồng nhân dân, Ủy ban nhân dân;","Kaên köê Nghiê ñinh ksoâÊ tôxiênh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng le drôêu/NÑ-CP ‘naêr drôêu kheêi tôxiênh sônaêm ‘baêl ôbôêu khoâng hrieâng le drôêu ñôêng kôpal teh ñak lôêm kuy ñinh chi tieâÊt pôm minh ksoâÊ tôdrong ñôêng Luaât aên leêch vaên ‘ban kuy pham phap luaât ñôêng HÑND, UBND"
10,"Sau khi xem xét Tờ trình số 159/TTr-UBND ngày 18 tháng 11 năm 2015 của Ủy ban nhân dân tỉnh về chính sách phát triển giống cây trồng, giai đoạn 2016 - 2020 trên địa bàn tỉnh Bình Định; ","Ñôêng roêng ngoê hnheêi Tô trinh ksoâÊ minh pôñaêm tôxiênh/TTr-UBND ‘naêr minh jiêt tôhngam kheêi minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm ñôêng UBND tinh lôêm tôdrong pôjing adreâch ‘long pôtaêm, jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt lôêm tôring tinh ‘Binh Ñinh"
11,Báo cáo thẩm tra số 36/BCTT-KT&NS ngày 01 tháng 12 năm 2015 của Ban Kinh tế và Ngân sách Hội đồng nhân dân tỉnh và ý kiến của các đại biểu Hội đồng nhân dân tỉnh tại kỳ họp,‘Baêo kaêo thaâm tra ksoâÊ peâng jiêt drôêu/BCTT-KT&NS ‘naêr minh kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm ñôêng ‘Ban kinh teâÊ oeêng ngaân sach HÑND tinh oeêng yê kieâÊn ñôêng rim naê ma HÑND tinh lôêm maêng hoêp
12,Điều 1. Nhất trí thông qua Chính sách hỗ trợ phát triển giống cây trồng giai đoạn 2016 - 2020 trên địa bàn tỉnh Bình Định (Có nội dung chính sách kèm theo).,Ñieâu minh. NhaâÊt triê thoâng kua tôdrong tôguêm pôjing adreâch ‘long pôtaêm jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt lôêm tôring tinh ‘Binh Ñinh (ôêi tôdrong chinh sach pôteêp adriêng)
13,Điều 2. Ủy ban nhân dân tỉnh có trách nhiệm tổ chức triển khai thực hiện Nghị quyết.,Ñieâu ‘baêl. UBND tinh ôêi tôdrong pôloêk pônhroh pôm Nghiê kueâÊt
14,"Điều 3. Thường trực Hội đồng nhân dân tỉnh, các Ban của Hội đồng nhân dân tỉnh và đại biểu Hội đồng nhân dân tỉnh kiểm tra, giám sát việc thực hiện Nghị quyết.","Ñieâu peâng. Thöông tröêk HÑND tinh, rim ‘ban ñôêng HÑND tinh oeêng naê ma HÑND tinh ngoê hnheêi tôdrong pôm Nghiê kueâÊt"
15,"Nghị quyết này đã được Hội đồng nhân dân tỉnh Khóa XI, kỳ họp thứ 12 thông qua ngày 25 tháng 12 năm 2015; có hiệu lực thi hành kể từ ngày 01 tháng 01 năm 2016./.","Nghiê kueâÊt anu jôh ñei HÑND tinh khoêa minh jiêt minh, maêng hoêp maêng maê minh jiêt ‘baêl thoâng kua ‘naêr ‘baêl jiêt pôñaêm kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm; ôêi hieâu löêk pôm khan ñôêng ‘naêr minh kheêi minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu"
16,Chính sách hỗ trợ phát triển giống cây trồng giai đoạn 2016 - 2020 tại Tỉnh Bình Định,Tôdrong tôguêm pôjing adreâch ‘long pôtaêm jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt  dônoê tinh ‘Binh Ñinh
17,"(Kèm theo Nghị quyết số 29/2015/NQ-HĐNDngày 25 tháng 12 năm 2015 của HĐND tỉnh Khóa XI, kỳ họp thứ 12)","(Pôteêp adriêng Nghiê kueâÊt ksoâÊ ‘baêl jiêt tôxiênh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm/NQ-HÑND ‘naêr ‘baêl jiêt pôñaêm kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm ñôêng HÑND tinh khoêa minh jiêt minh, maêng hoêp maêng maê minh jiêt ‘baêl"
18,Chương I: Quy định chung,Chöông minh: Tôdrong adriêng
19,Điều 1. Phạm vi điều chỉnh,Ñieâu minh. Tôdrong tôplih
20,"Chính sách này quy định một số ưu đãi và hỗ trợ của Nhà nước đối với các tổ chức, cá nhân thực hiện việc nghiên cứu, chọn tạo, phục tráng, sản xuất và kinh doanh giống cây trồng;","Tôdrong anu kuy ñinh minh ksoâ Êtôdrong oeêng tôguêm ñôêng kôpal adriêng rim toâ chöêk, kôdih ôkôêu pôm tôdrong nghieân köêu, ‘yoêk tao, phuêk trang, choh jang oeêng teêch bôdro adreâch ‘long pôtaêm"
21,Chuyển đổi sản xuất cây trồng cạn trên đất lúa;,Tôplih choh jang ‘long pôtaêm kôñeh ‘naêr lôêm teh ‘ba
22,Hỗ trợ lúa lai ở vùng đồng bào dân tộc thiểu số theo kế hoạch và được cấp có thẩm quyển phê duyệt.,Tôguêm ‘ba lai oei apung naê ma kon koâng ‘boi glong pônhroh oeêng ñei kôêp ôêi thaâm kueân pheâ jueâÊt
23,Điều 2. Đối tượng áp dụng,Ñieâu ‘baêl: ÑoâÊi töông tôjung pôm
24,"Các loại hình Doanh nghiệp, hợp tác xã nông nghiệp, tổ hợp tác, các tổ chức, hộ gia đình, cá nhân thực hiện việc chuyển đổi sản xuất cây trồng cạn trên đất lúa đã được quy hoạch, theo kế hoạch hàng năm của địa phương;","Rim loai hinh yoanh nghieâp, hôêp tak xa noâng nghieâp, toâ hôêp tak, rim toâ chöêk, uênh hnam, kôdih ôkôêu pôm tôdrong tôplih ‘long pôtaêm kôñeh ‘naêr lôêm teh ‘ba jôh ñei kuy hoach ‘boi glong pônhroh rim sônaêm ñôêng cham pôlei"
25,"Thực hiện việc nghiên cứu, chọn tạo, sản xuất và kinh doanh giống cây trồng;","Pôm tôdrong nghieân köêu, ‘yoêk tao, choh jang oeêng teêch bôdro adreâch ‘long pôtaêm"
26,"Các hộ đồng bào dân tộc thiểu số sản xuất lúa lai tại các vùng phù hợp để sản xuất lúa lai theo kế hoạch hàng năm của địa phương, được chính quyền địa phương xác nhận.","Rim uênh hnam naê ma kon koâng choh jang ‘ba lai lôêm rim apung trô troê söê choh jang ‘ba lai ‘boi glong pônhroh rim sônaêm ñôêng cham pôlei, ñei khul pôgôl cham pôlei xac nhaân"
27,Điều 3. Thời gian thực hiện,Ñieâu peâng. Jônang pôm
