ID,Tiếng Việt,Tiếng BaNa
0001,"Quyết định về việc Ban hành Kế hoạch hành động bảo đảm an toàn thực phẩm trong lĩnh vực nông nghiệp năm 2018 trên địa bàn tỉnh",KueâÊt ñinh lôêm tôdrong aên leêch glong pônhroh tôdrong pôm tômaên tôl an toan ñoâ sa lôêm tôdrong noâng nghieâp sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam lôêm tôring tinh
0002,Chủ tịch Ủy ban Nhân dân Tỉnh,Chu tich UBND tinh
0003,Căn cứ Luật Tổ chức chính quyền địa phương ngày 19/6/2015;,Kaên köê Luaât Toâ chöêk khul pôgôl cham pôlei ‘naêr minh jiêt tôxiênh kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm
0004,Căn cứ Quyết định số 219/QĐ-BNN-QLCL ngày 23/01/2018 của Bộ Nông nghiệp và PTNT về ban hành Kế hoạch hành động bảo đảm ATTP trong lĩnh vực nông nghiệp năm 2018;,Kaên köê KueâÊt ñinh ksoâÊ ‘baêl minh tôxiênh/QÑ-BNN-QLCL ‘naêr ‘baêl jiêt peâng kheêi minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam ñôêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei lôêm aên leêch glong pônhroh tôdrong pôm tômaên tôl an toan ñoâ sa lôêm tôdrong noâng nghieâp sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam
0005,Xét đề nghị của Sở Nông nghiệp và PTNT tại Tờ trình số 99/TTr-SNN ngày 20/3/2018,Xeêt pôtho khan ñôêng Sô Noâng nghieâp oeêng pôjing ham pôlei lôêm Tô trinh ksoâÊ tôxiênh jiêt tôxiênh/TTr-SNN ‘naêr ‘baêl jiêt kheêi peâng sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam
0006,Điều 1. Phê duyệt Kế hoạch hành động bảo đảm an toàn thực phẩm trong lĩnh vực nông nghiệp năm 2018 trên địa bàn tỉnh với những nội dung chủ yếu như sau:,Ñieâu minh. Pheâ jueâÊt glong pônhroh tôdrong pôm tômaên tôl an toan ñoâ sa lôêm tôdrong noâng nghieâp sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam lôêm tôring tinh adriêng rim tôdrong pôgloh ñôêng roêng ôêu:
0007, Mục tiêu chung,Tôdrong adriêng
0008,Xác định được các hoạt chất thuốc bảo vệ thực vật mà người dân sử dụng trên địa bàn tỉnh;,Xac ñinh ñei rim loai chaât bôgang jö vei ‘long pôtaêm maê naê ma chaê yuoâ lôêm tôring tinh
0009,"Xây dựng 07 vùng sản xuất rau, quả an toàn để cuối năm 2018 công bố vùng sản xuất rau an toàn với hai chỉ tiêu là dư lượng thuốc bảo vệ thực vật và hàm lượng Nitrat trên các loại rau quả: dưa hấu, dưa leo và kiệu, khổ qua, rau muống, ớt. ","Tôjung pôm tôpôêh apung choh jang hla nheêm an toan, pleêi an toan söê atuêch sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam koâng ‘boâÊ apung choh jang hla nheêm an toan adriêng ‘baêl tôdrong la jö löông bôgang jö vei ‘long pôtaêm oeêng ham löông Nitrat lôêm rim loai hla nheêm, pleêi: môkai, môkai ñak oeêng kônhieâm, khoâ kua, hla muoâÊng, amneê"
0010,"Mỗi địa phương lựa chọn 01 vùng sản xuất rau tương đối tập trung, liền vùng có số hộ nông dân tham gia khoảng 30 hộ; tiến tới xóa bỏ hiện tượng sản xuất rau hai luống, đảm bảo nguồn cung ứng rau an toàn cho thị trường tiêu thụ tại địa bàn tỉnh.","Minh cham pôlei chaê ‘yoêk minh apung choh jang hla nheêm töông ñoâÊi pônhoâm, lieân apung ôêi ksoâÊ uênh hnam naê ma adriêng pôm khoang peâng jiêt uênh hnam; naêm truh xoêa tuêk tôdrong choh jang hla nheêm ‘baêl hang, tômaên tôl nguoân tôguêm hla nheêm an toan aên thi tröông tieâu thuê lôêm tôring tinh"
