ID,Tiếng Việt,Tiếng BaNa
1,"Nghị quyết Về Chính sách hỗ trợ kiên cố hóa kênh mương, kênh mương nội đồng giai đoạn 2016 - 2020 trên địa bàn tỉnh","Nghiê kueâÊt lôêm tôdrong tôguêm pôm kôjaêp pieâu trong möông, trong möông lôêm tômaên bal jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt"
2,Hội đồng Nhân dân tỉnh Bình Định,HÑND tinh ‘Binh Ñinh
3,"Khóa XI, kỳ họp thứ 12","Khoêa minh jiêt minh, maêng hoêp maêng maê minh jiêt ‘baêl"
4,Căn cứ Luật Tổ chức HĐND và UBND ngày 26 tháng 11 năm 2003;,Laên köê Luaât toâ chöêk HÑND oeêng UBND ‘naêr ‘baêl jiêt drôêu kheêi minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng le peâng
5,"Căn cứ Luật Ban hành văn bản Quy phạm pháp luật của Hội đồng nhân dân, Ủy ban nhân dân ngày 03 tháng 12 năm 2004;","Kaên köê Luaât aên leêch vaên ‘ban Kuy pham phap luaât ñôêng HÑND, UBND ‘naêr peâng kheêi ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng le puoân"
6,Căn cứ Luật Ngân sách Nhà nước ngày 16 tháng 12 năm 2002;,Kaên köê Luaât ngaân sach kôpal ‘naêr minh jiêt drôêu kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng le ‘baêl
7,Căn cứ Nghị quyết 753/2005/NQ-UBTVQH11 ngày 02 tháng 4 năm 2005 của Ủy ban Thường vụ Quốc hội ban hành Quy chế hoạt động của Hội đồng nhân dân;,"Kaên köê Nghiê kueâÊt ksoâÊ tôpôêh pôñaêm peâng sônaêm ‘baêl ôbôêu khoâng hrieâng le pôñaêm/NQ-UBTVQH minh jiêt minh, ‘naêr ‘baêl kheêi puoân sônaêm ‘baêl ôbôêu khoâng hrieâng le pôñaêm ñôêng Uy ‘ban Thöông vuê KuoâÊc hoâi aên leêch tôdrong pôm ñôêng HÑND"
8,Căn cứ Quyết định số 66/2000/QĐ-TTg ngày 13 tháng 6 năm 2000 của Thủ tướng Chính phủ về một số chính sách và cơ chế tài chính thực hiện chương trình kiên cố hóa kênh mương;,Kaên köê KueâÊt ñinh ksoâÊ drôêu jiêt drôêu sônaêm ‘baêl ôbôêu/QÑ-TTg ‘naêr minh jiêt peâng kheêi drôêu sônaêm ‘baêl ôbôêu ñôêng Thu töông kôpal teh ñak lôêm minh ksoâÊ tôdrong oeêng tôdrong tai chiênh pôm tôdrong pôm kôjaêp pieâu trong möông
9,"Sau khi xem xét Tờ trình số 163/TTr-UBND ngày 25 tháng 11 năm 2015 của Ủy ban nhân dân tỉnh về việc ban hành chính sách hỗ trợ Kiên cố hóa kênh mương, kênh mương nội đồng giai đoạn 2016 - 2020;","Ñôêng roêng ngoê hnheêi Tô trinh ksoâÊ minh drôêu peâng/TTr-UBND ‘naêr ‘baêl jiêt pôñaêm kheêi minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm ñôêng UBND tinh lôêm tôdrong aên leêch tôdrong tôguêm pôm kôjaêp pieâu trong möông, trong möông lôêm tômaên bal jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt"
10,Báo cáo thẩm tra số 37/BCTT-KT&NS ngày 07 tháng 12 năm 2015 của Ban Kinh tế và Ngân sách Hội đồng nhân dân tỉnh và ý kiến thảo luận của các đại biểu Hội đồng nhân dân tỉnh tại kỳ họp,‘Baêo kaêo thaâm tra ksoâÊ peâng jiêt tôpôêh/BCTT-KH&NS ‘naêr tôpôêh kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm ñôêng Khul kinh teâÊ oeêng Ngaân sach HÑND tinh oeêng tôdrong pôñam ‘bôl ñôêng rim naê ma HÑND tinh lôêm maêng hoêp
11,"Điều 1. Nhất trí thông qua chính sách hỗ trợ Kiên cố hóa kênh mương, kênh mương nội đồng giai đoạn 2016 - 2020 trên địa bàn tỉnh Bình Định (Có Quy định kèm theo).","Ñieâu minh. NhaâÊt triê thoâng kua tôdrong tôguêm pôm kôjaêp pieâu trong möông, trong möông lôêm tômaên bal jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt lôêm tôring tinh ‘Binh Ñinh (ôêi Kuy ñinh pôteêp adriêng)"
12,Điều 2. Ủy ban nhân dân tỉnh có trách nhiệm tổ chức triển khai thực hiện Nghị quyết.,Ñieâu ‘baêl. UBND tinh ôêi tôdrong pôloêk pônhroh pôm Nghiê kueâÊt
13,"Điều 3. Thường trực Hội đồng nhân dân tỉnh, các ban của Hội đồng nhân dân tỉnh và đại biểu Hội đồng nhân dân tỉnh kiểm tra, giám sát việc thực hiện Nghị quyết.","Ñieâu peâng. Thöông tröêk HÑND tinh, rim ‘ban ñôêng HÑND tinh oeêng ñai ‘bieâu HÑND tinh ngoê hnheêi tôdrong pôm Nghiê kueâÊt"
14,"Điều 4. Nghị quyết này thay thế Nghị quyết số 06/2013/NQ-HĐND ngày 26 tháng 7 năm 2013 của Hội đồng nhân dân tỉnh về việc ban hành chính sách hỗ trợ kiên cố hóa kênh mương, kênh mương nội đồng giai đoạn 2013 - 2015 trên địa bàn tỉnh Bình Định.","Ñieâu puoân. Nghiê kueâÊt anu tôplih Nghiê kueâÊt ksoâÊ khoâng drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt peâng/NQ-HÑND ‘naêr ‘baêl jiêt drôêu kheêi tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt peâng ñôêng  HÑND tinh lôêm tôdrong aên leêch tôdrong tôguêm pôm kôjaêp pieâu trong möông, trong möông lôêm tômaên bal jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt peâng – ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm lôêm tôring tinh ‘Binh Ñinh"
15,"Nghị quyết này đã được Hội đồng nhân dân tỉnh Khóa XI, kỳ họp thứ 12 thông qua ngày 25 tháng 12 năm 2015; có hiệu lực thi hành kể từ ngày 01 tháng 01 năm 2016./.","Nghiê kueâÊt anu jôh ñeêi HÑND tinh khoêa minh jiêt minh, maêng hoêp maêng maê minh jiêt ‘baêl thoâng kua ‘naêr ‘baêl jiêt pôñaêm kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hieâng minh jiêt pôñaêm; ôêi hieâu löêk khan ñôêng ‘naêr minh kheêi minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu./."
16,"Quy định Chính sách hỗ trợ Kiên cố hóa kênh mương, kênh mương nội đồng giai đoạn 2016 - 2020 trên địa bàn tỉnh Bình Định","Kuy ñinh tôdrong tôguêm pôm kôjaêp pieâu trong möông, trong möông lôêm tômaên bal jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt lôêm tôring tinh ‘Binh Ñinh"
17,"(Ban hành kèm theo 'Nghị quyết số 27/2015/NQ-HĐNDngày 25/12/2015 của HĐND tỉnh Khóa Xỉ, kỳ họp thứ 12)","(AÊn leêch pôteêp adriêng Nghiê kueâÊt ksoâÊ ‘baêl jiêt tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm ñôêng HÑND tinh khoêa minh jiêt minh, maêng hoêp maêng maê minh jiêt ‘baêl)"
18,"Điều 1. Mục tiêu, nhiêm vụ:","Ñieâu minh. Muêk tieâu, tôdrong pôm:"
19,"Mục tiêu: Nhằm tăng diện tích tưới; giảm chi phí nạo vét, vận hành; chủ động cấp nước; giảm diện tích chiếm đất và thất thoát nước; góp phần xây dựng nông thôn mới.","Muêk tieâu: Söê pôm kjung chñeh teh chruêh; tôjul jeân koêch, vaân hanh; chu ñoâng kôêp ñak, tôjul chhdeh teh ‘yoêk teh oeêng hioêng hiôêt ñak; pôgoêp tôdrong tôjung pôm cham pôlei anao."
20,"Nhiệm vụ: Phấn đấu giai đoạn 2016 - 2020 chiều dài kênh mương, kênh mương nội đồng (kênh loại 3) được kiên cố hóa dài 590km đạt 60% tổng chiều dài kênh mương loại 3; (tổng chiều dài kênh loại 3 là 2.944km, đã kiên cố đến 2015 là 1.182km, đến năm 2020 kiên cố được 1.772km).","Tôdrong pôm: Pran jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt trong ñuoâÊi trong möông, trong möông lôêm tômaên bal (möông loai peâng) ñei pôm kôjaêp pieâu ñuoâÊi pôñaêm hrieâng tôxiênh jiêt kilomet ñat drôêu jiêt phaân traêm pôting trong ñuoâÊi trong möông loai peâng; (pôting trong ñuoâÊi möông loai peâng la ‘baêl ôbôêu tôxiênh hrieâng puoân jiêt puoân kilomet, jôh ñeêi pôm kôjaêp pieâu truh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm la minh ôbôêu minh hrieâng tôhngam jiêt ‘baêl kilomet, truh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt pôm kôjaêp pieâu ñei minh ôbôêu tôpôêh hrieâng tôpôêh jiêt ‘baêl kilomet)"
21,Điều 2. Phạm vi điều chỉnh,Ñieâu ‘baêl: Tôdrong tôplih
22,"Quy định mức hỗ trợ, kích thước mặt cắt kênh để thực hiện kiên cố hóa kênh mương, kênh mương giai đoạn 2016 - 2020.","Kuy ñinh möêk tôgum, kiêch thöôêk maêt kaêt möông söê pôm kôjaêp pieâu trong möông, trong möông jônang ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt"
23,Điều 3. Đối tượng áp dụng,Ñieâu peâng: Ñoâi töông tôjung pôm
24,"Ủy ban nhân dân các xã, phường, thị trấn trên địa bàn tỉnh có kế hoạch kiên cố hóa kênh mương hàng năm được Ủy ban nhân dân tỉnh phê duyệt theo đề nghị của Ủy ban nhân dân các huyện, thị xã, thành phố.","UBND rim xa, phöông, thi traân lôêm tôring tinh ôêi glong pônhroh pôm kôjaêp pieâu trong möông rim sônaêm ñei UBND tinh pheâ jueâÊt ‘boi pôtho khan ñôêng UBND rim hueân, thi xa, thanh phoâÊ"
25,Điều 4. Thời gian thực hiện,Ñieâu puoân: Jônang pôm
26,"UBND tỉnh hỗ trợ chi phí xây dựng theo kế hoạch hàng năm, thời gian hỗ trợ từ năm 2016 đến năm 2020.","UBND tinh tôguêm jeân pôm ‘boi glong pônhroh rim sônaêm, jônang tôguêm ñôêng sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu truh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt"
27,Điều 5. Điều kiện về kích thước thiết kế mặt cắt kênh kiên cố hóa được hỗ trợ,Ñieâu pôñaêm: Ñieâu kieân lôêm kiêch thöôêk thieâÊt keâÊ maêt kaêt möông pôm kôjaêp pieâu ñei tôguêm
28,"Thông số thiết kế kênh bê tông mặt cắt chữ nhật gồm 123 mặt cắt, có kích thước chiều rộng B (m), chiều cao H (m), chiều dày t (m); trong đó cần xác định cao độ mực nước khống chế tưới, độ dốc đáy kênh, diện tích tưới, lưu lượng thiết kế để chọn kích thước mặt cắt kênh tại Phụ lục 2.","Thoâng soâÊ thieâÊt keâÊ möông ‘beâ toâng maêt kaêt chö nhaât thoi leê minh hrieâng ‘baêl jiêt peâng maêt kaêt, ôêi kiêch thöôêk trong saê B (m), trong ñuoâÊi H (m), Trong ‘böl t (m); lôêm ‘noh waê pôtho khan cao ñoâ möêk ñak khoâÊng cheâÊ chruh, ñoâ ‘yoâÊk ñeêi trong möông, chñeh teh chruh, löu löông thieâÊt keâÊ söê ‘yoêk kiêch thöôêk maêt kaêt möông lôêm phuê luêk ‘baêl"
29,Điều 6. Chính sách hỗ trợ,Ñieâu drôêu: Tôdrong tôguêm
30,"Ngân sách tỉnh hỗ trợ cho các địa phương một phần chi phí xây lắp được duyệt để xây dựng kiên cố hóa phần kênh, bao gồm: Hỗ trợ đủ về số lượng xi măng (được quy tròn đến đơn vị tấn xi măng) và hỗ trợ bổ sung bằng tiền (triệu đồng).",Ngaân sach tinh tôguêm aên rim cham pôlei minh phaân jeân pôm ñei pheâ jueâÊt söê tôjung pôm kôjaêp pieâu phaân möông thoi leê: Tôguêm duh lôêm ksoÊâ löông xi maêng (ñei kuy tron truh ñôn viê taâÊn xi maêng) oeêng tôguêm pieâu ñôêng jeân (trieâu ñoâng)
31,Mức hỗ trợ,Möêk tôguêm
32,"Mức hỗ trợ của tỉnh để kiên cố hóa cho 01km kênh tưới cho cây lúa (tính theo giá tại thời điểm quý 3/2015) có kích thước thiết kế và mức hỗ trợ tương ứng quy định tại Phụ lục 3,",Möêk tôguêm ñôêng tinh söê pôm kôjaêp pieâu aên minh kilomet trong möông chruh aên ‘long ‘ba (tinh ‘boi giaê lôêm jônang kuyê peâng sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm) ôêi thieâÊt keâÊ oeêng möêk tôguêm töông öêng kuy ñinh lôêm phuê luêk peâng
33,Trong đó: Đối với các xã được hưởng từ Chương trình hỗ trợ giảm nghèo nhanh và bền vững đối với 61 huyện nghèo (gọi Chương trình 30a) là 30% giá trị xây lắp được duyệt;,Lôêm ‘noh: Adriêng rim xa ñei höông ñôêng tôdrong tôguêm tôjul dônuh ranh oeêng kôjaêp adriêng drôêu jiêt minh hueân dônuh (krao la Chöông trinh 30a) la peâng jiêt phaân traêm giaê tri pôm ñei pheâ jueâÊt
34,"Các huyện Tây Sơn, Hoài Ân và các xã còn lại của huyện miền núi là 40% giá trị xây lắp được duyệt; ","Rim hueân Taây Sôn, Hoai AÂn oeêng rim xa araê ñôêng hueân apung koâng la puoân jiêt phaân traêm giaê tri pôm ñei pheâ jueâÊt"
35,"Các huyện còn lại, An Nhơn và Quy Nhơn là 30% giá trị xây lắp được duyệt; riêng trạm bơm là 60% giá trị xây lắp được duyệt.","Rim hueân araê, An Nhôn oeêng Quy Nhôn la peâng jiêt phaân traêm giaê tri pôm ñei jueâÊt; kôdih tram ‘boâm la drôêu jiêt phaân traêm giaê tri pôm ñei jueâÊt"
36,"Mức hỗ trợ từ vốn Chương trình xây dựng nông thôn mới: Đối với Hoài Ân, Tây Sơn và các xã còn lại của miền núi là 25% giá trị xây lắp được duyệt; các huyện còn lại, An Nhơn và Quy Nhơn là 20% giá trị xây lắp được duyệt;","Möêk tôguêm ñôêng jeân Chöông trinh tôjung pôm cham pôlei anao: adriêng Hoai AÂn, Taây Sôn oeêng rim xa araê ñôêng apung koâng la ‘baêl jiêt pôñaêm giaê tri pôm ñei jueâÊt; rim hueân araê An Nhôn oeêng Quy Nhôn la ‘baêl jiêt phaân traêm giaê tri pôm ñei jueâÊt"
37,"Mức hỗ trợ vốn từ Chương trình 30a cho các xã được hưởng chính sách 30a là 70% giá trị xây lắp được duyệt. Danh mục kiên cố kênh mương, kênh mương nội đồng do Ủy ban nhân dân tỉnh quyết định;","Möêk tôguêm jeân ñôêng Chöông trinh 30a aên rim xa ñei höông chinh sach 30a la tôpôêh jiêt phaân traêm giaê tri pôm ñei jueâÊt. Yanh muêk pôm kôjaêp pieâu trong möông, trong möông lôêm tômaên bal yua UBND tinh kueâÊt ñinh"
38,"Mức hỗ trợ của Ủy ban nhân dân huyện, thị xã thành phố ít nhất từ 15% đến 30% giá trị xây lắp được duyệt;","Möêk tôguêm ñôêng UBND hueân, thi xa, thanh phoâÊ ‘biêa pôgloh ñôêng minh jiêt pôñaêm phaân traêm truh peâng jiêt phaân traêm giaê tri pôm ñei jueÊât"
39,Mức hỗ trợ của Ủy ban nhân dân xã (gồm hỗ trợ cấp bù thủy lợi phí và các nguồn hợp pháp khác theo quy định) từ 0% đến 30% giá trị xây lắp được duyệt; cụ thể tại Phụ lục 1.,Möêk tôguêm ñôêng UBND xa (thoi leê tôguêm kôêp ‘bu thuy lôi phiê oeêng rim nguoân trô troê nai ‘boi  kuy ñinh) ñôêng khoâng phaân traêm truh peâng jiêt phaân traêm giaê tri pôm ñei jueâÊt; kuê theâ lôêm phuê luêk minh
40,"Kênh tưới tiêu kết hợp, kênh cấp nước nuôi trồng thủy sản: Nếu mặt cắt kênh thiết kế có kích thước tương ứng với mặt cắt kênh tưới nêu tại Phụ lục 1 thì áp dụng các mức hỗ trợ như kênh tưới nêu tại Phụ lục 2.","Möông chruh ñak keât hôêp, möông kôêp ñak rong pôtaêm thuy san: Tôêng maêt kaêt möông thieâÊt keâÊ ôêi kiêch thöôêk dang dang adriêng maêt kaêt möông chruh  khan lôêm phuê luêk minh thoi tôjung pôm rim möêk tôguêm in möông chdruh khan lôêm phuê kuêk ‘baêl"
41,Nếu mặt cắt kênh kiên cố có kích thước khác thì áp dụng mức hỗ trợ tại Phụ lục 1 ; trong đó hỗ trợ đủ lượng xi măng theo thiết kế và số còn lại hỗ trợ bổ sung bằng tiền.,Tôêng maêt kaêt möông kôjaêp ôêi tôdrong nai thoi tôjung pôm möêk tôguêm lôêm phuê luêk minh; lôêm ‘noh tôguêm duh löông xi maêng ‘boi thieâÊt keâÊ oeêng ksoâÊ araê tôguêm pieâu ñôêng jeân
42,Điều 7. Điều kiện được hỗ trợ,Ñieâu tôpôêh: Tôdrong ñei tôguêm
43,"Các địa phương có đăng ký kế hoạch xây dựng kiên cố kênh mương, trong đó cam kết có đủ nguồn lực khác để xây dựng hoàn thành theo kế hoạch;","Rim cham pôlei ôêi ñaêng kyê glong pônhroh tôjung pôm kôjaêp pieâu trong möông, lôêm ‘noh kam keât ôêi duh tôdrong nai söê tôjung pôm keh kong ‘boi glong pônhroh"
44,"Có hồ sơ thiết kế sơ bộ để bảo đảm các tiêu chí phân bổ kinh phí hỗ trợ gồm: chiều dài từng kênh kiên cố, diện tích tưới thiết kế;","ÔÊi hoâ sô thieâÊt keâÊ sô ‘boâ söê tômaên tôl rim tôdrong phaân ‘boâ jeân tôguêm thoi leê: trong ñuoâÊi rim möông pôm kôjaêp pieâu, chñeh teh chruh thieâÊt keâÊ;"
45,"Danh mục công trình phải được liên ngành Nông nghiệp và Phát triển nông thôn, Kế hoạch và Đầu tư, Tài chính thống nhất trình Ủy ban nhân dân tỉnh phê duyệt trước 30/10 theo kế hoạch hàng năm.","Yanh muêk koâng trinh phai ñei lieân nganh Noâng nghieâp oeêng pôjing cham pôlei, KeÊâ hoach oeêng Ñaâu tö, Tai chiênh thoâÊng nhaâÊt oeêng trinh UBND tinh pheâ jueâÊt adrol ‘naêr peâng jiêt kheêi minh jiêt ‘boi glong pônhroh rim sônaêm"
46,Điều 8. Kinh phí thực hiện chính sách,Ñieâu tôhngam: Jeân pôm chiênh sach
