ID,Tiếng Việt,Tiếng BaNa
0001,"Quyết định về việc phân công, phân cấp thực hiện nhiệm vụ thanh tra, kiểm tra, giám sát chất lượng vật tư nông nghiệp, nước sinh hoạt nông thôn và an toàn thực phẩm nông lâm thủy sản thuộc phạm vi quản lý của ngành Nông nghiệp và Phát triến nông thôn trên địa bàn tỉnh Bình Định","KueâÊt ñinh lôêm tôdrong phaân koâng, phaân kôêp pôm tôdrong ngoê hnheêi tôdrong thu ‘yoêk ñei vaât tö noâng nghieâp, ñak sinh hoat cham pôlei oeêng an toan ñoâ sa noâng laâm thuy san oei lôêm kôbraê tôdrong ngoê hnheêi ñôêng nganh Noâng nghieâp oeêng pôjing cham pôlei lôêm tôring tinh ‘Binh Ñinh"
0002,Ủy ban Nhân dân Tỉnh,UBND tinh
0003,Căn cứ Luật Tổ chức HĐND và UBND ngày 26 tháng 11 năm 2003;,Kaên köê Luaât Toâ chöêk HÑND oeêng UBND ‘naêr ‘baêl jiêt drôêu kheêi minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng le peâng
0004,Căn cứ Luật Ban hành văn bản quy phạm pháp luật của Hội đồng nhân dân và Ủy ban nhân dân ngày 03 tháng 12 năm 2004;,Kaên köê Luaât aên leêch vaên ‘ban kuy pham phap luaât ñôêng HÑND oeêng UBND ‘naêr peâng kheêi ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng le puoân
0005,"Căn cứ Thông tư liên tịch số 13/2014/TTLT-BYT-BNNPTNT-BCT ngày 09 tháng 4 năm 2014 của Bộ Y tế, Bộ Nông nghiệp và Phát triển nông thôn và Bộ Công Thương về việc hướng dẫn phân công, phối hợp trong quản lý nhà nước về an toàn thực phẩm;","Kaên köê Thoâng tö lieân tich ksoâÊ minh jiêt peâng sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt puoân/TTLT-BYT-BNNPTNT-BTC ‘naêr tôxiênh kheêi puoân sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt puoân ñôêng ‘Boâ Y teâÊ, ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei oeêng ‘Boâ Koâng thöông lôêm tôdrong pôtho khan pôjao, adriêng lôêm ngoê hnheêi kôpal lôêm an toan ñoâ sa"
0006,"Căn cứ Thông tư liên tịch số 14/2015/TTLT-BNNPTNT-BNV ngày 25 tháng 3 năm 2015 của Bộ Nông nghiệp và Phát triển nông thôn và Bộ Nội vụ về việc hướng dẫn chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của cơ quan chuyên môn về nông nghiệp và phát triển nông thôn thuộc Ủy ban nhân dân cấp tỉnh, cấp huyện;","Kaên köê Thoâng tö lieân tich ksoâÊ minh jiêt puoân sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm/TTLT-BNNPTNT-BNV ‘naêr ‘baêl jiêt pôñaêm kheêi peâng sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm ñôêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei oeêng ‘Boâ Noâi vuê lôêm tôdrong pôtho khan chöêk naêng, tôdrong pôm, kueân han oeêng tôdrong toâ chöêk ñôêng kô kuan chueân moân lôêm noâng nghieâp oeêng pôjing cham pôlei oei lôêm kôbraê UBND kôêp tinh, hueân"
0007,Căn cứ Thông tư số 15/2015/TT-BNNPTNT ngày 26 tháng 3 năm 2015 của Bộ Nông nghiệp và Phát triển nông thôn về việc hướng dẫn nhiệm vụ các Chi cục và các tổ chức sự nghiệp trực thuộc Sở Nông nghiệp và Phát triển nông thôn;,Kaên köê Thoâng tö ksoâÊ minh jiêt pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm/TT-BNNPTNT ‘naêr ‘baêl jiêt drôêu kheêi peâng sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm ñôêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei lôêm tôdrong pôtho khan tôdrong pôm rim Chi kuêk oeêng rim toâ chöêk sö nghieâp tröêk thuoâÊk Sô Noâng nghieâp oeêng pôjing cham pôlei
0008,"Căn cứ Thông tư số 45/2014/TT-BNNPTNT ngày 03 tháng 12 năm 2014 của Bộ Nông nghiệp và Phát triển nông thôn quy định về việc kiểm tra cơ sở sản xuất, kinh doanh vật tư nông nghiệp và kiểm tra, chứng nhận cơ sở sản xuất, kinh doanh nông lâm thủy sản đủ điều kiện an toàn thực phẩm;","Kaên köê Thoâng tö ksoâÊ puoân jiêt pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt puoân/TT-BNNPTNT ‘naêr peâng kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt puoân ñôêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei kuy ñinh lôêm tôdrong ngoê hnheêi dônoê choh jang, teêch bôdro vaât tö noâng nghieâp oeêng ngoê hnheêi, chöêng nhaân kô sô choh jang, teêch bôdro noâng laâm thuy san duh tôdrong an toan ñoâ sa"
0009,Căn cứ Thông tư số 51/2014/TT-BNNPTNT ngày 27 tháng 12 năm 2014 của Bộ Nông nghiệp và Phát triển nông thôn quy định điều kiện bảo đảm an toàn thực phẩm và phương thức quản lý đối với các cơ sở sản xuất ban đầu nhỏ lẻ;,Kaên köê Thoâng tö ksoâÊ pôñaêm jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt puoân/TT-BNNPTNT ‘naêr ‘baêl jiêt tôpôêh kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt puoân ñôêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei kuy ñinh tôdrong tômaên tôl an toan ñoâ sa oeêng tôdrong ngoê hnheêi adriêng rim dônoê choh jang trong pôtôm ken
0010,"Căn cứ Quyết định số 3408/QĐ-BNN-QLCL ngày 20 tháng 12 năm 2010 của Bộ Nông nghiệp và Phát triển nông thôn về việc phân công tổ chức thực hiện nhiệm vụ kiểm tra, giám sát chất lượng vật tư nông nghiệp và an toàn thực phẩm nông lâm thủy sản thuộc phạm vi quản lý của Bộ Nông nghiệp và Phát triển nông thôn;",Kaên köê KueâÊt ñinh ksoâÊ peâng puoân khoâng tôhngam/QÑ-BNN-QLCL ‘naêr ‘baêl jiêt kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt ñôêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei lôêm tôdrong pôjao pôloêk pôm tôdrong ngoê hnheêi tôdrong thu ‘yoêk ñei vaât tö noâng nghieâp oeêng an toan ñoâ sa noâng laâm thuy san oei lôêm kôbraê ngoê hnheêi ñôêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei
