ID,Tiếng Việt,Tiếng BaNa
1,Quyết định Về việc phân bổ kinh phí đợt 2 năm 2017 để thực hiện chính sách bảo vệ và phát triển đất trồng lúa theo Nghị định số 35/2015/NĐ-CP ngày 13/4/2015 của Chính phủ ,KueÊât ñinh lôêm tôdrong phaân ‘boâ jeân maêng maê ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh söê pôm tôdrong jö vei oeêng pôjing teh pôtaêm ‘ba ‘boi Nghi ñinh ksoâÊ peâng jiêt pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm/NÑ-CP ‘naêr minh jiêt peâng kheêi puoân sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm ñôêng kôpal teh ñak
2,Chủ tịch Ủy ban Nhân dân Tỉnh,Chu tich UBND tinh
3,Căn cứ Luật Tổ chức chính quyền địa phương ngày 19/6/2015;,Kaên köê Luaât toâ chöêk khul pôgôl cham pôlei ‘naêr minh jiêt tôxiênh kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm
4,"Căn cứ Nghị định số 35/2015/NĐ-CP ngày 13/4/2015 của Chính phủ về quản lý, sử dụng đất trồng lúa;","Kaên köê Nghiê ñinh ksoâÊ peâng jiêt pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm/NÑ-CP ‘naêr minh jiêt peâng kheêi puoân sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm ñôêng kôpal teh ñak lôêm ngoê hnhei, chaê yuoâ teh pôtaêm ‘ba"
5,Thông tư số 18/2016/TT-BTC ngày 21/01/2016 của Bộ Tài chính hướng dẫn thực hiện một số điều của Nghị định số 35/2015/NĐ-CP ngày 13/4/2015 của Chính phủ;,Thoâng tö ksoâÊ minh jiêt tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu/TT-BTC ‘naêr ‘baêl jiêt minh kheêi minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu ñôêng ‘Boâ Tai chiênh pôtho khan pôm minh ksoâÊ tôdrong ñôêng Nghiê ñinh ksoâÊ peâng jiêt pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm/NÑ-CP ‘naêr minh jiêt peâng kheêi puoân sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm ñôêng kôpal teh ñak
6,Căn cứ Quyết định số 4545/QĐ-UBND ngày 12/12/2016 của UBND tỉnh về việc giao dự toán ngân sách nhà nước năm 2017;,Kaên köê KueâÊt ñinh ksoâÊ puoân pôñaêm puoân pôñaêm/QÑ-UBND ‘naêr minh jiêt ‘baêl kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu ñôêng UBND tinh lôêm tôdrong pôjao yöê toan ngaân sach kôpal sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh
7,Xét đề nghị của Sở Tài chính tại Tờ trình số 594/TTr-STC ngày 10/10/2017,Xeêt pôtho khan ñôêng Sô Tai chiênh lôêm Tô trinh ksoâÊ pôñaêm tôxiênh puoân/TTr-STC ‘naêr minh jiêt kheêi minh jiêt sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh
8,"Điều 1. Phân bổ kinh phí đợt 2 năm 2017 để thực hiện chính sách bảo vệ và phát triển đất trồng lúa năm 2017 cho ngân sách các huyện, thị xã, thành phố với số tiền 11.373.145.000 đồng, cụ thể như sau:","Ñieâu minh. Phaân ‘boâ jeân maêng maê ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh söê pôm tôdrong jö vei oeêng pôjing teh pôtaêm ‘ba sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh aên ngaân sach rim hueân, thi xa, thanh phoâÊ adriêng ksoâÊ jeân minh jiêt minh ty, peâng hrieâng tôpôêh jiêt peâng trieâu minh hrieâng puoân jiêt pôñaêm ôbôêu, ku theâ in ñôêng roêng ôêu:"
9,Thành phố Quy Nhơn: 282.010.000 đồng,Thanh phoâÊ Quy NHôn: ‘Baêl hrieâng tôhngam jiêt ‘baêl trieâu khoâng hrieâng minh jiêt ôbôêu
10,Thị xã An Nhơn: 1.259.610.000 đồng,Thi xa An Nhôn: Minh ty ‘baêl hrieâng pôñaêm jiêt tôxiênh trieâu drôêu hrieâng minh jiêt ôbôêu
