ID,Tiếng Việt,Tiếng BaNa
1,Quyết định về việc phê duyệt thiết kế - dự toán Công trình: Chăm sóc và trồng bổ sung cây bản địa rừng trồng phòng hộ,KueâÊt ñinh lôêm tôdrong pheâ jueâÊt thieâÊt keâÊ – yöê toaên koâng trinh: Tôme rong oeêng pôtaêm tôguêm ‘long cham pôlei bri pôtaêm phong hoâ
2,Chủ tịch Ủy ban Nhân dân Tỉnh,Chu tich UBND tinh
3,Căn cứ Luật Tổ chức chính quyền địa phương ngày 19/6/2015;,Kaên köê Luaât Toâ chöêk khul pôgôl cham pôlei ‘naêr minh jiêt tôxiênh kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm
4,Căn cứ Thông tư số 23/2016/TT-BNNPTNT ngày 30/6/2017 của Bộ Nông nghiệp và PTNT Hướng dẫn một số nội dung quản lý công trình lâm sinh;,Kaên köê Thoâng tö ksoâÊ ‘baêl jiêt peâng sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu/TT- BNNPTNT ‘naêr peâng jiêt kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh ñôêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei pôtho khan minh ksoâÊ tôdrong ngoê hnheêi koâng trinh laâm sinh
5,"Căn cứ Quyết định số 38/2005/QĐ-UBND ngày 06/7/2005 của bộ Nông Nghiệp và PTNT về việc ban hành định mức kinh tế kỹ thuật trồng rừng, khoanh nuôi xúc tiến tái sinh rừng;","Kaên köê KueâÊt ñinh ksoâÊ peâng jiêt tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng le pôñaêm/QÑ-UBND ‘naêr drôêu kheêi tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng le pôñaêm ñôêng ‘Boâ Noâng nghieâp oeêng pôjing cham pôlei lôêm tôdrong aên leêch ñinh möêk kinh teÊâ ky thuaât pôtaêm bri, khoanh rong xuêk tieâÊn taêi sinh bri"
6,"Căn cứ Quyết định số 555/QĐ-UBND ngày 29/02/2016 của UBND tỉnh Bình Định về việc phê duyệt điều chỉnh suất đầu tư trồng rừng, khoanh nuôi xúc tiến tái sinh rừng, bảo vệ rừng phòng hộ, rừng đặc dụng và rừng môi trường cảnh quan trên địa bàn tỉnh Bình Định;","Kaên köê KueâÊt ñinh ksoâÊ pôñaêm pôñaêm pôñaêm/QÑ-UBND ‘naêr ‘baêl jiêt tôxiênh kheêi ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu ñôêng UBND tinh ‘Binh Ñinh lôêm tôdrong pheâ jueâÊt tôplih suaât tôguêm pôtaêm bri, khoanh rong xuêk tieâÊn taêi sinh bri, jö vei bri phong hoâ, bri ñaêk juêng oeêng bri moâi tröông kanh kuan lôêm tôring tinh ‘Binh Ñinh"
7,Căn cứ Quyết định số 4920/QĐ-UBND ngày 29/12/2016 của Chủ tịch Ủy ban nhân dân tỉnh về việc phê duyệt kết quả kiểm kê rừng;,Kaên köê KueâÊt ñinh ksoâÊ puoân tôxiênh ‘baêl khoâng/QÑ-UBND ‘naêr ‘baêl jiêt tôxiênh kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu ñôêng Chu tich UBND tinh lôêm tôdrong pheâ jueâÊt thu ‘yoêk ngoê hnheêi bri
8,"Căn cứ Quyết định số 2937/QĐ-UBND ngày 25/08/2015 của UBND tỉnh Bình Định về việc phê duyệt điều chỉnh, bổ sung quy hoạch 3 loại rừng trên địa bàn tỉnh Bình Định;","Kaên köê KueâÊt ñinh ksoâÊ ‘baêl tôxiênh peâng tôpôêh/QÑ-UBND ‘naêr ‘baêl jiêt pôñaêm kheêi tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm ñôêng UBND tinh ‘Binh Ñinh lôêm tôdrong pheâ jueâÊt tôplih, tôguêm kuy hoach peâng loai bri lôêm tôring tinh ‘Binh Ñinh"
9,Căn cứ Văn bản số 5288/UBND-KT ngày 03/10/2017 của UBND tỉnh về việc chăm sóc và trồng bổ sung cây bản địa rừng trồng phòng hộ của Ban Quản lý Rừng phòng hộ Vĩnh Thạnh;,Kaên köê Vaên ‘ban ksoâÊ pôñaêm ‘baêl tôhngam tôhngam/UBND-KT ‘naêr peâng kheêi minh jiêt sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh ñôêng UBND tinh lôêm tôdrong tôme rong oeêng pôtaêm tôguêm ‘long cham pôlei bri pôtaêm phong hoâ ñôêng Khul ngoê hnheêi bri phong hoâ Vinh Thanh
10,Xét đề nghị của Sở Nông nghiệp và PTNT tại Báo cáo số 4497/BC-SNN ngày 27/11/2017,Xeêt pôtho khan ñôêng Sô Noâng nghieâp oeêng pôjing cham pôlei lôêm ‘Baêo kaêo ksoâÊ puoân puoân tôxiênh tôpôêh/BC-SNN ‘naêr ‘baêl jiêt tôpôêh kheêi minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh
11,"Điều 1. Phê duyệt thiết kế, dự toán xây dựng Công trình: Chăm sóc và trồng bổ sung cây bản địa rừng trồng phòng hộ với các nội dung chủ yếu sau:","Ñieâu minh. Pheâ jueât thieâÊt keâÊ, yöê toaên tôjung pôm Koâng trinh: Tôme rong oeêng pôtaêm tôguêm ‘long cham pôlei bri pôtaêm phong hoâ adriêng rim tôdrong pôgloh ñôêng roêng ôêu:"
12,"Tên công trình, chủ đầu tư, hình thức đầu tư","Maêt koâng trinh, chu tôguêm, tôdrong tôguêm"
13,Tên công trình: Chăm sóc và trồng bổ sung cây bản địa rừng trồng phòng hộ.,Maêt koâng trinh: Tôme rong oeêng pôtaêm tôguêm ‘long cham pôlei bri pôtaêm phong hoâ
14,Chủ đầu tư: Ban Quản lý Rừng phòng hộ huyện Vĩnh Thạnh.,Chu tôguêm: Khul ngoê hnheêi bri phong hoâ hueân Vinh Thanh
15,Hình thức đầu tư: Đầu tư trực tiếp.,Tôdrong tôguêm: Tôguêm tröêk tieâÊp
16,Địa điểm xây dựng công trình,Dônoê pôm koâng trinh
17,"Tiểu khu 155, 169, 184A - xã Vĩnh Hảo - huyện Vĩnh Thạnh.","Tieâu khu minh pôñaêm pôñaêm; minh drôêu tôxiênh, minh tôhngam puoân A – xa Vinh Hao – hueân Vinh Thanh"
18,Tiểu khu 143 - xã Vĩnh Kim - huyện Vĩnh Thạnh .,Tieâu khu minh puoân peâng – xa Vinh Kim – hueân Vinh Thanh
19,Mục tiêu xây dựng công trình,Tôdrong pôm koâng trinh
20,Tạo điều kiện cho cây trồng sinh trưởng và phát triển tốt.,Pôm tôdrong aên ‘long pôtaêm yaêl arih oeêng pôjing hôgeêi
21,Nội dung và quy mô công trình,Noâi jung oeêng kuy moâ koâng trinh
22,Nội dung: Chăm sóc và trồng bổ sung cây bản địa rừng trồng phòng hộ.,Noâi juêng: Tôme rong oeêng pôtaêm tôguêm ‘long cham pôlei bri pôtaêm phong hoâ
23,Loài cây trồng bổ sung: Sao đen,Loai ‘long pôtaêm tôguêm: Sao gaêm
24,Mật độ trồng bổ sung: 243 cây/ha: 700.002.351 đồng,Tôdrong pôtaêm tôguêm: ‘Baêl hrieâng puoân jiêt peâng ‘long minh hecta: Tôpôêh hrieâng trieâu khoâng hrieâng le ‘baêl ôbôêu peâng hrieâng pôñaêm jiêt minh ñoâng.
25,"Quy mô công trình: 38,8 ha: 700.0002.000 đồng",Kuy moâ koâng trinh: Peâng jiêt tôhngam pheêi tôhngam hecta: Tôpôêh hrieâng trieâu khoâng hrieâng le ‘baêl ôbôêu ñoâng
26,Tổng mức đầu tư của công trình:,Pôting möêk tôguêm ñôêng koâng trinh:
27,Làm tròn: 683.217.471 đồng,Pôm tron: Drôêu hrieâng tôhngam jiêt peâng trieâu ‘baêl hrieâng minh jiêt tôpôêh ôbôêu puoân hrieâng tôpôêh jiêt minh ñoâng
