ID,Tiếng Việt,Tiếng BaNa
0001,Quyết định Về việc trang bị mũ bảo hiểm và áo phản quang cấp cho học sinh các trường thực hiện dự án “Bé đi bộ an toàn” trong năm học 2013 - 2014,Kuyêt đinh lơm tơdrong wă tơgum mu 'bao hiêm păng ao phan kuang kâp ăn hok sinh rim trương pơm yư an '' 'Be năm 'bô an toan'' lơm sơnăm hok 2013 - 2014
0002,Chủ tịch Ủy ban nhân dân tỉnh,Chu tich Uy 'ban nhân yân tinh
0003,Căn cứ Luật Tổ chức HĐND và UBND ngày 26/11/2003,Kăn kư Luât  Tô chưk HĐND păng UBND 'năr 26 khei 11 sơnăm 2003
0004,Xét đề nghị của Ban An toàn giao thông tỉnh tại Văn bản số 158/TTr-BATGT ngày 08/10/2013,Xưt hmăng di 'Ban An toan giao thông tinh tơ Văn 'ban sô sô 158/TTr-BATGT 'năr 08/10/2013
0005,Đề nghị của Sở Tài chính tại Văn bản số 2974/STC-HCSN ngày 28/10/2013,Hmăng di Sơ Tài chinh tơ Văn 'ban sô  2974/STC-HCSN 'năr 28/10/2013
0006,Điều 1. Giao Ban An toàn giao thông tỉnh thực hiện việc trang bị mũ bảo hiểm,Điêu minh. Pơ jao 'Ban An toan yao thông pơm tơdrong trang 'bi mu 'bao hiêm
0007,Và áo phản quang cấp cho học sinh các trường thực hiện dự án “Bé đi bộ an toàn” trong năm học 2013 - 2014,Păng ao phan kuang  tơgum ăn hok sinh rim trương pơm yư an '' '' 'Be năm 'bô an toan'' lơm sơnăm hok 2013 - 2014
0008,Với tổng kinh phí là 140.600.000 đồng (Một trăm bốn mươi triệu sáu trăm ngàn đồng).,Adring kinh phi ơi 140.600.000 đông ( Minh hriêng puôn jit triêu dru hriêng hơbâu).
0009,Kinh phí thực hiện,Kinh phi pơm
0010,Từ nguồn thu xử phạt vi phạm hành chính trong lĩnh vực an toàn giao thông (phần phân bổ cho Ban An toàn giao thông tỉnh năm 2013).,Đưng nguôn thu hach tơdrong pơm glaih hanh chinh lơm tơdrong an toan yao thông ( tơdrong oxong ăn 'Ban An toan yao thông tinh sơnăm 2013).
0011,"Điều 2. Ban An toàn giao thông tỉnh chịu trách nhiệm quản lý, sử dụng kinh phí được cấp theo đúng quy định hiện hành.","Điêu 'bal. 'Ban An toan yao thông tinh chiu trach nhiêm vei jư, jung kinh phi đei kâp 'bôi tro kuy đinh hiên hanh."
0012,"Điều 3. Chánh Văn phòng UBND tỉnh, Giám đốc Sở Tài chính, Giám đốc Sở Giao thông Vận tải, Ban An toàn giao thông tỉnh","Điêu pêng. Chanh Văn phong UBND tinh, Giam đôk Sơ Tài chinh, Giam đôk Sơ Giao thông Vân tai, 'Ban An toan giao thông tinh"
0013,Giám đốc Kho bạc Nhà nước tỉnh và Thủ trưởng các đơn vị có liên quan chịu trách nhiệm thi hành Quyết định này kể từ ngày ký.,Gia đôk Kho 'bak Kơpal têh đak tinh păng khup pơgơl rim đơn vi ơi liên kuan chiu trach nhiêm thi hanh Kuyêt đinh 'nâu đưng jơnang 'năr ky
