ID,Tiếng Việt,Tiếng BaNa
1,"Quyết định kiện toàn Hội đồng Phối hợp phổ biến, giáo dục pháp luật tỉnh Bình Định","KueâÊt ñinh kieân toan Hoâi ñoâng adriêng pôtho khan, giaêo yuêk phap luaât tinh ‘Binh Ñinh"
2,Chủ tịch Ủy ban Nhân dân Tỉnh,Chu tich UBND tinh
3,Căn cứ Luật Tổ chức chính quyền địa phương ngày 19/6/2015;,Kaên köê Luaât toâ chöêk khul pôgôl cham pôlei ‘naêr minh jiêt tôxiênh kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm
4,"Căn cứ Luật Phổ biến, giáo dục pháp luật ngày 20/6/2012;","Kaên köê Luaât pôtho khan, giaêo yuêk phap luaât ‘naêr ‘baêl jiêt kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt ‘baêl"
5,Căn cứ Quyết định số 27/2013/QĐ-TTg ngày 19/5/2013 của Thủ tướng Chính phủ ,Kaên köê KueâÊt ñinh ksoâÊ ‘baêl jiêt tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt peâng/QÑ-TTg ‘naêr minh jiêt tôxiênh kheêi pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt peâng ñôêng Thu töông kôpal teh ñak
6,"Ban hành Quy định về thành phần và nhiệm vụ, quyền hạn của Hội đồng Phối hợp phổ biến, giáo dục pháp luật;","AÊn leêch Quy ñinh lôêm thanh phaân oeêng nhieâm vu, kueân han ñôêng Hoâi ñoâng adriêng pôtho khan giaêo yuêk phap luaât"
7,Căn cứ Quyết định số 42/2017/QĐ-TTg ngày 20/9/2017 của Thủ tướng Chính phủ,Kaên köê KueâÊt ñinh ksoâÊ puoân jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh/QÑ-TTg ‘naêr ‘baêl jiêt kheêi tôxiênh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh ñôêng Thu töông kôpal teh ñak
8,"Sửa đổi, bổ sung một số điều của Quyết định số 27/2013/QĐ-TTg ngày 19/5/2013 của Thủ tướng Chính phủ","Tôplih, tôguêm minh ksoâÊ tôdrong ñôêng KueâÊt ñinh ksoâÊ ‘baêl jiêt tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt peâng/QÑ-TTg ‘naêr minh jiêt tôxiênh kheêi pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt peâng ñôêng Thu töông kôpal teh ñak"
9,"Quy định về thành phần và nhiệm vụ, quyền hạn của Hội đồng Phối hợp phổ biến, giáo dục pháp luật;","Quy ñinh lôêm thanh phaân oeêng nhieâm vu, kueân han ñôêng Hoâi ñoâng adriêng pôtho khan giaêo yuêk phap luaât"
10,Xét đề nghị của Giám đốc Sở Tư pháp tại Tờ trình số 05/TTr-STP ngày 08/01/2020,Xeêt pôtho khan ñôêng Giam ñoâk Sô Tö phap dônoê Tô trinh ksoÊâ khoâng pôñaêm/TTr-STP ‘naêr tôhngam kheêi minh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt
11,"Điều 1. Kiện toàn Hội đồng Phối hợp phổ biến, giáo dục pháp luật của tỉnh Bình Định (gọi tắt là Hội đồng), gồm các ông, bà có tên sau:","Ñieâu minh. Kieân toan Hoâi ñoâng adriêng pôtho khan giaêo yuêk phap luaât ñôêng tinh ‘Binh Ñinh (krao taêt la Hoâi ñoâng), thoi leê rim boêk, ‘yaê ôêi maêt ñôêng roêng ôêu:"
12,Chủ tịch Hội đồng:,Chu tich Hoâi ñoâng:
13,Ông Nguyễn Phi Long - Phó Chủ tịch UBND tỉnh.,‘Boêk Nguyeân Phi Long – Phoê Chu tich UBND tinh
14,Phó Chủ tịch Thường trực Hội đồng:,Phoê Chu tich thöông tröêk Hoâi ñoâng:
15,Ông Lê Văn Toàn - Giám đốc Sở Tư pháp.,‘Boêk Leâ Vaên Toan – Giam ñoâk Sô Tö phap
16,Các Ủy viên Hội đồng:,Rim Uy vieân Hoâi ñoâng:
17,Ông Lê Quang Hùng - Giám đốc Sở Y tế;,‘Boêk Leâ Kuang Hung – Giam ñoâk Sô Y teâ
18,Ông Trần Viết Bảo - Giám đốc Sở Xây dựng;,‘Boêk Traân Vieât ‘Bao – Giam ñoâk Sô Xaây jöêng
19,Ông Võ Đình Kha - Phó Giám đốc phụ trách Sở Ngoại vụ;,‘Boêk Vo Ñinh Kha – Phoê Giam ñoâk ngoê hnheêi Sô Ngoai vu
20,Ông Đặng Hồng Thọ - Phó Giám đốc Công an tỉnh;,‘Boêk Ñaêng Hoâng Tho –Phoê Giam ñoâk Koâng an tinh
21,Ông Nguyễn Minh Hiến - Phó Chính ủy Bộ Chỉ huy Quân sự tỉnh;,‘Boêk Nguyeân Minh HieâÊn – Phoê Chiênh uy ‘Boâ chi huy Quaân sö tinh
22,Ông Phan Thanh Liêm - Phó Giám đốc Sở Giáo dục và Đào tạo;,‘Boêk Phan Thanh Lieâm – Phoê Giam ñoâk Sô Giaêo yuêk oeêng Ñao tao
23,Ông Nguyễn Thanh Mừng - Phó Giám đốc Sở Thông tin và Truyền thông;,‘Boêk Nguyeân Thanh Möng – Phoê Giam ñoâk Sô Thoâng tin oeêng Truyeân thoâng
24,Ông Phan Trường Sơn - Phó Chính ủy Bộ Chỉ huy Bộ đội Biên phòng tỉnh;,‘Boêk Phan Tröông Sôn – Phoê Chiênh uy Boâ chi huy ‘Boâ ñoâi ‘Bieân phong tinh
25,Ông Huỳnh Cao Nhất - Phó Giám đốc Sở Du lịch;,‘Boêk Huynh Cao Nhaât – Phoê Giam ñoâk Sô yu lich
26,Ông Nguyễn Xuân Sơn - Phó Chánh Thanh tra tỉnh;,‘Boêk Nguyeân Xuaân Sôn – Phoê Chaênh Thanh tra tinh
27,Ông Đinh Văn Lung - Phó Trưởng ban Ban Dân tộc tỉnh;,‘Boêk Ñinh Vaên Lung – Phoê Tröông ‘Ban ‘Ban kon koâng tinh
28,Ông Trương Đình Hy - Phó Giám đốc Sở Tư pháp;,‘Boêk Tröông Ñinh Hy – Phoê Giam ñoâk Sô Tö phap
