ID,Tiếng Việt,Tiếng BaNa
1,Quyết định về việc ban hành Kế hoạch tổ chức Liên hoan Quốc tế Võ cổ truyền Việt Nam lần thứ VII - Bình Định năm 2019,KueâÊt ñinh lôêm tôdrong aên leêch glong pônhroh pôloêk Lieân hoan KuoÊâc teâÊ Vo coâ trueân Vieât Nam maêng maê tôpôêh – ‘Binh Ñinh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh
2,Chủ tịch Ủy ban Nhân dân Tỉnh,Chu tich Uy ‘ban Nhaân daân tinh
3,Căn cứ Luật Tổ chức chính quyền địa phương ngày 19/6/2015;,Kaên köê Luaât Toâ chöêk khul pôgôl cham pôlei ‘naêr minh jiêt tôxiênh kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm
4,Xét đề nghị của Giám đốc Sở Văn hóa và Thể thao,Xeêt pôtho khan ñôêng Giam ñoâk Sô Vaên hoa oeêng Theâ thao
5,Điều 1. Ban hành kèm theo Quyết định này Kế hoạch tổ chức Liên hoan Quốc tế Võ cổ truyền Việt Nam lần thứ VII - Bình Định năm 2019.,Ñieâu minh. AÊn leêch pôteêp adriêng KueÊât ñinh anu glong pônhroh pôloêk Lieân hoan KuoâÊc teâÊ Vo coâ truyeân Vieât Nam maêng maê tôpôêh – ‘Binh Ñinh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh
6,"Điều 2. Giao Giám đốc Sở Văn hóa và Thể thao chủ trì, phối hợp với Thủ trưởng các sở, ban, ngành, địa phương liên quan triển khai thực hiện.","Ñieâu ‘baêl. Pôjao Giam ñoâk Sô Vaên hoa oeêng Theâ thao pôgôl, adriêng pôgôl rim sô, ‘ban, nganh, cham pôlei lieân kuan pônhroh pôm"
7,"Điều 3. Chánh Văn phòng UBND tỉnh, Giám đốc Sở Văn hóa và Thể thao","Ñieâu peâng. Chaênh Vaên phong UBND tinh, Giam ñoâk Sô Vaên hoa oeêng Theâ thao"
8,"Thủ trưởng các sở, ban, ngành, đơn vị liên quan, Chủ tịch UBND các huyện, thị xã, thành phố chịu trách nhiệm thi hành Quyết định này kể từ ngày ký./.","Pôgôl rim sô, ‘ban, nganh, ñôn vi lieân kuan, Chu tich UBND rim hueân, thi xa, thanh phoâÊ chiu trach nhieâm pôm KueâÊt ñinh anu khan ñôêng ‘naêr kyê./."
9,Kế hoạch tổ chức Liên hoan Quốc tế Võ cổ truyền Việt Nam lần thứ VII Bình Định năm 2019,Glong pônhroh pôloêk Lieân hoan KuoâÊc teâÊ Vo coâ trueân Vieât Nam maêng maê tôpôêh ‘Binh Ñinh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh
10,(Ban hành kèm theo Quyết định số 429/QĐ-UBND ngày 12/02/2019 của Chủ tịch UBND tỉnh),(AÊn leêch pôteêp adriêng KueâÊt ñinh ksoâÊ puoân ‘baêl tôxiênh/QÑ-UBND ‘naêr minh jiêt ‘baêl kheêi ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh ñôêng UBND tinh)
11,"Mục đích, yêu cầu:","Muêk ñich, yeâu kôu:"
12,Mục đích:,Muêk ñich:
13,Liên hoan Quốc tế Võ cổ truyền Việt Nam lần thứ VII năm 2019 được tổ chức tại Bình Định,Lieân hoan KuoâÊc teâÊ Vo coâ trueân Vieât Nam maêng maê tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh ñei pôloêk dônoê ‘Binh Ñinh
14,"Là một hoạt động văn hóa, thể thao và du lịch nhằm tôn vinh các giá trị truyền thống của dân tộc","La minh tôdrong vaên hoa, theâ thao oeêng yu lich söê toân vinh rim tôdrong ñôêng sôê ñôêng kon koâng"
15,"Giới thiệu với bạn bè quốc tế về quê hương, đất nước, con người Bình Định.","Pôtruh adriêng ‘ban ‘be kuoâÊc teâÊ lôêm apung, teh ñak, kon bôngai ‘Binh Ñinh"
16,"Liên hoan không chỉ giới thiệu về Võ cổ truyền mà còn có các chương trình giới thiệu, quảng bá các giá trị truyền thống lịch sử, các danh lam thắng cảnh, du lịch sinh thái, địa danh lịch sử","Lieân hoan biê anao pôtruh lôêm Vo coâ trueân maê araê rim tôdrong pôtruh rim giaê tri trueân thoâÊng lich sö, rim danh lam thaêng canh, yu lich sinh thaêi, ñia danh lich sö"
17,Nhằm tạo ấn tượng sâu sắc về Miền Đất Võ với du khách và bạn bè quốc tế đến dự Liên hoan.,Söê pôm aân töông pôgloh lôêm apung teh pjo adriêng yu khach oeêng ‘ban ‘be kuoâÊc teâÊ truh yöê Lieân hoan
18,"Đây cũng là cơ hội để các đoàn võ thuật trong nước và quốc tế gặp gỡ, giao lưu, trao đổi","Anu kung la tôdrong söê rim ñoan vo thuaât lôêm ñak oeêng kuoâÊc teâÊ tôjröêm, giao löu oeêng trao ñoâi"
19,Về công tác bảo tồn và phát huy Võ cổ truyền Việt Nam nói chung và Võ cổ truyền Bình Định nói riêng,Lôêm tôdrong jö veêi oeêng phat huy Vo coâ trueân Vieât Nam khan adriêng oeêng Vo coâ trueân ‘Binh Ñinh khan kôdih
20,Tiến đến xây dựng hồ sơ trình UNESCO công nhận Võ cổ truyền Bình Định là di sản văn hóa phi vật thể của nhân loại.,Naêm truh tôjung pôm hoâ sô trinh UNESCO koâng nhaân Vo coâ trueân ‘Binh Ñinh la di san vaên hoa phi vaât theâ ñôêng nhaân loai
21,Yêu cầu:,Yeâu kôu:
22,Liên hoan Quốc tế Võ cổ truyền Việt Nam lần thứ VII - Bình Định năm 2019,Lieân hoan KuoâÊc teâÊ Vo coâ trueân Vieât Nam maêng maê tôpôêh – ‘Binh Ñinh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh
23,"Được tổ chức với quy mô hoành tráng, mang bản sắc dân tộc, an toàn tuyệt đối","Ñeêi pôloêk adriêng tôdrong hoanh trang, ôêi tôdrong kon koâng, an toan pôgloh"
24,"Tiết kiệm, hiệu quả cao trong nhiều lĩnh vực nhất là công tác đối ngoại, mở rộng hợp tác quốc tế của tỉnh","Amaên, thu ‘yoêk deâh lôêm lö tôdrong pôgloh la tôdrong ñoâÊi ngoai, pôloêk saê hôêp tac kuoâÊc teâÊ ñôêng tinh"
25,"Các điểm tổ chức tham quan, giao lưu, biểu diễn phải được trang trí đẹp, văn minh và lịch sự","Rim dônoê pôloêk tham kuan, giao löu, ‘bieâu dieân phai ñeêi trang tri lieâm, vaên minh oeng lich sö"
26,"Bảo đảm trật tự, an ninh, an toàn giao thông, phòng chống cháy nổ, an toàn vệ sinh thực phẩm","Tômaên tôl traât tö, an ninh, an toan trong naêm, phong dôt uênh sa ñoh, an toan veâ sinh ñoâ sa"
27,"Thu hút nhiều người đến xem và cổ vũ, thể hiện lòng mến khách, tinh thần tự tôn, tự hào dân tộc","Pônhoâm lö bôngai truh ngoê oeêng coâ vu, theâ hieân tôdrong ameêm khach, nöih sôngöm tö toân, tö hao kon koâng"
28,"Thể hiện nét đẹp trong văn hóa giao tiếp của người Bình Định, tạo tâm lý tin tưởng, phấn khởi cho các đoàn về tham dự Liên hoan.","Theâ hieân tôdrong alöng lieâm lôêm vaên hoa giao tieâÊp ñôêng bôngai ‘Binh Ñinh, pôm taâm lyê lui, höch hanh aên rim ñoan söt tham yöê lieân hoan"
29,"Thời gian, địa điểm:","Jônang, dônoê"
30,Liên hoan Quốc tế Võ cổ truyền Việt Nam lần thứ VII - Bình Định năm 2019,Lieân hoan KuoâÊc teâÊ Vo coâ trueân Vieât Nam maêng maê tôpôêh – ‘Binh Ñinh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh
31,"Được diễn ra từ ngày 08/8/2019 đến ngày 11/8/2019 tại thành phố Quy Nhơn và các huyện, thị xã trong tỉnh.","Ñeêi pôloêk ñôêng ‘naêr tôhngam kheêi tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh truh ‘naêr minh jiêt minh kheêi tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh dônoê thanh phoâ Quy Nhôm oeêng rim hueân, thi xa lôêm tinh"
32,"Lễ Khai mạc diễn ra vào lúc 19h30 ngày 08/8/2019 và Bế mạc vào lúc 20h00 ngày 11/8/2019 tại Quảng trường Nguyễn Tất Thành, thành phố Quy Nhơn.","Maêng khai mac ñei pôloêk tômöt jônang minh jiêt tôxiênh jô peâng jiêt phuêt ‘naêr tôhngam kheêi tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh oeng ‘BeâÊ mac tômöt ‘baêl jiêt jô ‘naêr minh jiêt minh kheêi tôhngam sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh dônoê Kuang tröông Nguyeân Taât Thanh, thanh phoâ Quy Nhôn"
33,Thành phần tham dự,Thanh phaân tham yöê
34,Đại biếu lãnh đạo Trung ương và địa phương:,Ñai ‘bieâu pôgôl Trung öông oeêng cham pôlei:
35,"Mời lãnh đạo Chính phủ, lãnh đạo một số Bộ, ngành Trung ương, lãnh đạo một số tỉnh, thành phố trong nước.","Môi pôgôl kôpal teh ñak, pôgôl minh ksoâ ‘Boâ, nganh Trung öông, pôgôl minh ksoâÊ tinh, thanh phoâÊ lôêm teh ñak"
36,"Đại biếu của tỉnh: Các đồng chí trong Ban Thường vụ Tỉnh ủy, Thường trực HĐND, UBND, UBMTTQ Việt Nam tỉnh, lãnh đạo Đoàn đại biểu Quốc hội tỉnh;","Ñai ‘bieâu ñôêng tinh: rim naê ma lôêm khul Thöông vuê Tinh uy, Thöông tröêk HÑND, UBMTTQ Vieât Nam tinh, pôgôl Ñoan ñai ‘bieâu KuoâÊc hoâi tinh"
37,"Các đồng chí nguyên là Bí thư, Phó Bí thư Tỉnh ủy, Chủ tịch, Phó Chủ tịch HĐND, UBND tỉnh, các đồng chí nguyên là Ủy viên Ban Thường vụ Tỉnh ủy qua các thời kỳ;","Rim naê ma nguyeân la ‘Biê thö, Phoê ‘Biê thö Tinh uy, Chu tich, Phoê Chu tich HÑND, UBND tinh, rim naê ma nguyeân la Uy vieân khul Thöông vuê Tinh uy kua rim thôi ky"
38,"Đại biểu lãnh đạo các sở, ban, ngành, đoàn thể tỉnh; đại biểu Huyện ủy, Thị ủy, Thành ủy, HĐND, UBND, UBMTTQ Việt Nam các huyện, thị xã, thành phố trong tỉnh; ","Ñai ‘bieâu pôgôl rim sô, ‘ban, nganh, ñoan theâ tinh; ñai bieâu Huyeân uy, Thi uy, Thanh uy, HÑND, UBND, UBMTQ Vieât Nam rim hueân, thi xa, thanh phoâÊ lôêm tinh"
39,"Lãnh đạo các cơ quan, doanh nghiệp, các nhà đầu tư lớn có thương hiệu tại Việt Nam và trong tỉnh, các cơ quan thông tấn báo chí Trung ương và địa phương.","Pôgôl rim kô kuan, doanh nghieâp, rim hnam ñaâu tö groâng ôêi thöông hieâu lôêm Vieât Nam oeêng lôêm tinh, rim kô kuan thoâng taâÊn ‘baêo chiê Trung öông oeêng cham pôlei."
40,"Các võ phái, võ đường trong và ngoài nước:","Rim vo phaêi, vo ñöông lôêm ñak oeêng nöôc ngoai"
41,"Mỗi quốc gia và vùng lãnh thổ có thể cử nhiều đoàn hoặc võ phái tham gia, không hạn chế về số lượng vận động viên.","Minh kuoâÊc gia oeêng apung lanh thoâ ôêi tôdrong aên lö ñoan thoi vo phaêi tham gia, biê han cheâ ksoâÊ löông vaân doâng vieân"
42,"Các tỉnh, thành, ngành trong cả nước có thể cử một hoặc nhiều đoàn tham gia (mỗi đoàn từ 15 - 20 người).","Rim tinh, thanh, nganh lôêm teh ñak ôêi tôdrong aên minh thoi lö ñoan tham gia (minh ñoan ñôêng minh jiêt pôñaêm truh ‘baêl jiêt bôngai)"
43,"Dự kiến có khoảng 2000 võ sư, võ sinh đến từ 60 đoàn quốc tế và 80 đoàn trong nước về tham dự.","Pôtho khan ôêi khoang ‘baêl ôbôu vo sö, vo sinh truh ñôêng drôêu jiêt ñoan kuoâÊc teâÊ oeêng tôhngam jiêt ñoan lôêm teh ñak söêt tham yöê"
44,Mỗi đoàn có thể đăng ký tham gia biểu diễn tại các chương trình trong Liên hoan.,Minh ñoan ôêi tôdrong ñaêng kyê tham gia ‘bieâu dieân lôêm rim chöông trinh lôêm lieân hoan
45,"Các đoàn gửi đăng ký trước với Ban tổ chức Liên hoan số lượng võ sư, võ sinh, tiết mục tham gia tại Lễ Khai, Bế mạc, Chương trình giao lưu, Tinh hoa Võ Việt Quốc tế...","Rim ñoan göi ñaêng kyê adrol adriêng ‘Ban toâ chöêk Lieân hoan ksoâÊ löông vo sö, vo sinh, tieâÊt muêk tham gia lôêm maêng Khai, ‘Beâ mac, chöông trinh giao löu, Tinh hoa Vo Vieât KuoâÊc teâÊ…"
46,Công tác tuyên truyền,Tôdrong pôtho khan
47,"Xây dựng Trailer phát trên các màn hình Led trong nội thành, trên Đài truyền hình Trung ương và địa phương","Tôjung pôm rim Trailer phat lôêm rim man hinh Led lôêm noâi thanh, lôêm Ñai trueân hinh Trung öông oeêng cham pôlei"
48,"Trên các Website nhằm giới thiệu và chào mừng đại biểu, các đoàn võ thuật trong, ngoài nước về tham dự Liên hoan.","Lôêm rim Website söê pôtruh oeêng chao möng ñai ‘bieâu, rim ñoan vo thuaân lôêm teh ñak, nöôc ngoai truh yöê Lieân hoan"
49,Tổ chức họp báo và truyền thông trên các phương tiện thông tin đại chúng của Trung ương và địa phương về chương trình Liên hoan.,Pôloêk hoêp ‘baêo oeêng trueân thoâng lôêm rim phöông tieân thoâng tin ñai chung ñôêng Trung öông oeêng cham pôlei lôêm chöông trinh Lieân hoan
50,Thực hiện công tác tuyên truyền trực quan trên địa bàn tỉnh Bình Định.,Pôm tôdrong pôtho khan tröêk kuan lôêm tôring tinh ‘Binh Ñinh
51,Các chương trình trong Liên hoan,Rim chöông trinh lôêm Lieân hoan
