ID,Tiếng Việt,Tiếng BaNa
1,"Quyết định ban hành Kế hoạch tuyển dụng viên chức làm việc tại các cơ sở giáo dục trung học cơ sở, tiếu học, mầm non năm 2019","KueâÊt ñinh aên leêch glong pônhroh tueân juêng vieân chöêk pôm bieâk lôêm rim kô sô giaêo yuêk trung hoêk kô sô, tieâu hoêk, maâm non sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh"
2,Chủ tịch Ủy ban Nhân dân Tỉnh,Chu tich uy ‘ban Nhaân daân  tinh
3,Căn cứ Luật Tổ chức chính quyền địa phương ngày 19/6/2015;,Kaên köê Luaât Toâ chöêk khul pôgôl cham pôlei ‘naêr minh jiêt tôxiênh kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm
4,Căn cứ Luật Viên chức ngày 15/11/2010;,Kaên köê Luaât vieân chöêk ‘naêr minh jiêt pôñaêm kheêi minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt
5,"Căn cứ Nghị định số 29/2012/NĐ-CP ngày 12/4/2012 của Chính phủ quy định về tuyển dụng, sử dụng và quản lý viên chức;","Kaên köê Nghiê ñinh ksoâÊ ‘baêl jiêt tôxiênh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt ‘baêl/NÑ-CP ‘naêr minh jiêt ‘baêl kheêi puoân sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt ‘baêl ñôêng Kôpal teh ñak quy ñinh tueân juêng, chaê yuoâ oeêng ngoê hnheêi vieân chöêk"
6,"Nghị định số 161/2018/NĐ-CP ngày 29/11/2018 của Chính phủ về việc sửa đổi, bổ sung một số quy định","Nghiê ñinh ksoâÊ minh drsôêu minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam/NÑ-CP ‘naêr ‘baêl jiêt tôxiênh kheêi minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam ñôêng Kôpal teh ñak lôêm tôdrong tôplih, tôguêm minh ksoâÊ tôdrong"
7,"Về tuyển dụng công chức, viên chức, nâng ngạch công chức, thăng hạng viên chức và thực hiện chế độ hợp đồng một số loại công việc trong cơ quan hành chính nhà nước, đơn vị sự nghiệp công lập;","Lôêm tueân juêng koâng chöêk, vieân chöêk, poâk ngach koâng chöêk, thaêng hang vieân chöêk oeêng pôm tôdrong hôêp ñoâng minh ksoâÊ loai tôdrong pôm lôêm kô kuan hanh chinh kôpal, ñôn vi sö nghieâp koâng lôêp"
8,"Căn cứ Thông tư số 15/2012/TT-BNV ngày 25/12/2012 của Bộ Nội vụ hướng dẫn về tuyển dụng, ký kết hợp đồng làm việc và đền bù chi phí đào tạo đối với viên chức;","Kaên köê Thoâng tö ksoâÊ minh jiêt pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt ‘baêl/TT-BNV ‘naêr ‘baêl jiêt pôñaêm kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt ‘baêl ñôêng ‘Boâ Noâi vu pôtho khan lôêm tueân juêng, kyê keât hôêp ñoâng pôm bieâk oeêng ñeân ‘bu jeân ñao tao adriêng vieân chöêk"
9,"Thông tư số 03/2019/TT-BNV ngày 14/5/2019 của Bộ Nội vụ sửa đổi, bổ sung một số quy định","Thoâng tö ksoâÊ khoâng peâng sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh/TT-BNV ‘naêr minh jiêt puoân kheêi pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh ñôêng ‘Boâ Noâi vu tôpih, tôguêm minh ksoâÊ tôdrong"
10,"Về tuyển dụng công chức, viên chức, nâng ngạch ngạch công chức, thăng hạng chức danh nghề nghiệp viên chức và thực hiện chế độ hợp đồng một số loại công việc trong cơ quan hành chính nhà nước, đơn vị sự nghiệp công lập","Lôêm tueân juêng koâng chöêk, vieân chöêk, poâk ngach ngach koâng chöêk, thaêng hang chöêk danh ngheâ nghieâp vieân chöêk oeêng pôm tôdrong hôêp ñoâng minh ksoâÊ loai tôdrong pôm lôêm kô kuan hanh chiênh kôpal, ñôn vi sö nghieâp koâng lôêp"
11,Xét đề nghị của Giám đốc Sở Nội vụ tại Tờ trình số 363/TTr-SNV ngày 19/6/2019,Xeêt pôtho khan ñôêng Giam ñoâk Sô Noâi vu lôêm Tô trinh ksoâÊ peâng drôêu peâng/TTr-SNV ‘naêr minh jiêt tôxiênh kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh
