ID,Tiếng Việt,Tiếng BaNa
0001,"Nghị quyết ban hành Quy định một số chính sách hỗ trợ phát triển làng nghề, ngành nghề nông thôn trên địa bàn tỉnh Bình Định giai đoạn 2019 - 2025","Nghĭ kuyêt 'ban hanhKuy đĭnh minh kơ sô̆ chĭnh sach dơ gưm pôk tơ 'yung xuôn drong plĕi nghê, nganh nghê cham plĕi tơ apung teh 'Binh Đĭnh yai đoăn 2019 - 2025"
0002,Hội đồng Nhân dân tỉnh Bình Định,Hô̆i đông nhân yân tinh 'Binh Đĭnh
0003,Khóa XII kỳ họp thứ 9,Khŏa XII ky hop 'măng mă 9
0004,Căn cứ Luật tổ chức chính quyền địa phương ngày 19 tháng 6 năm 2015;,Kăn kư̆ Luâ̆t tô chưk chĭnh kuyên cham plĕi năr 19 khĕi 6 xơ năm 2015;
0005,Căn cứ Luật ban hành văn bản quy phạm pháp luật ngày 22 tháng 6 năm 2015;,Kăn kư̆ Luâ̆t 'ban hanh văn 'ban kuy pham phap luâ̆t năr 22 khĕi 6 xơ năm 2015;
0006,Căn cứ Luật ngân sách nhà nước ngày 25 tháng 6 năm 2015;,Kăn kư̆ Luâ̆t ngân sach nha nươk năr 25 khĕi 6 xơ năm 2015;
0007,Căn cứ Nghị định số 52/2018/NĐ-CP ngày 12 tháng 4 năm 2018 của Chính phủ về phát triển ngành nghề nông thôn;,Kăn kư̆ Nghĭ đĭnh sô̆ 52/2018/NĐ-CP năr 12 khĕi 4 xơ năm 2018 dĭ chinh phu lơm tơ 'yung nganh nghê cham plĕi;
0008,Xét Tờ trình số 57/TTr-UBND ngày 28 tháng 6 năm 2019 của Ủy ban nhân dân tỉnh,Xet tơ trinh sô̆ 57/TTr-UBND năr 28 khĕi 6 xơ năm 2019 dĭ Uy 'ban nhân yân tinh
0009,"Về việc đề nghị ban hành Quy định chính sách hỗ trợ phát triển làng nghề, ngành nghề nông thôn trên địa bàn tỉnh Bình Định giai đoạn 2019 - 2025; ","Lơm drong đê nghĭ 'ban hanh Kuy đĭnh chĭnh sach dơ gưm tơ 'yung pôk xuôn plĕi nghê,nganh nghê cham plĕi tơ apung teh 'Binh Đĭnh yai đoăn 2019 - 2025"
0010,Báo cáo thẩm tra số 16/BCTT-KTNS ngày 02 tháng 7 năm 2019 của Ban Kinh tế - Ngân sách Hội đồng nhân dân tỉnh; ,Băo cao thâm tra sô̆ 16/BCTT-KTNS năr 02 khĕi 7 xơ năm 2019 dĭ 'Ban kinh tê̆ - Ngân sach Hô̆i đông nhân yân tinh;
0011,Ý kiến thảo luận của đại biểu Hội đồng nhân dân tại kỳ họp.,Ĭ kiê̆n thao luâ̆n dĭ đăi hô̆i đăi 'biêu Hô̆i đông nhân yan tơ ky hop.
0012,Quyết nghị,Kuyêt nghĭ
0013,"Điều 1. Ban hành kèm theo Nghị quyết này Quy định một số chính sách hỗ trợ phát triển làng nghề, ngành nghề nông thôn trên địa bàn tỉnh Bình Định giai đoạn 2019 - 2025.","Điêu minh. 'ban hanh kem tĭa Nghĭ kuyêt 'nâu kuy đĭnh minh kơ sô̆ chĭnh sach dơ gưm tơ 'yung pôk xuôn plĕi nghê, nganh nghê cham plĕi tơ apung teh 'Binh Đĭnh yai đoăn 2019 - 2025."
0014,Điều 2. Ủy ban nhân dân tỉnh có trách nhiệm tổ chức triển khai thực hiện Nghị quyết.,Điêu 'bal. Uy 'ban nhân yân tinh ơ̆i trach nhiê̆m tô chưk triên khai drong nghĭ kuyêt.
0015,"Điều 3. Thường trực Hội đồng nhân dân tỉnh, các Ban của Hội đồng nhân dân tỉnh, Tổ đại biểu Hội đồng nhân dân tỉnh và đại biểu Hội đồng nhân dân tỉnh kiểm tra, giám sát việc thực hiện Nghị quyết.","Điêu pêng. Thương trưk Hô̆i đông nhân yân tinh, rim 'ban dĭ Hô̆i đông nhân yân tinh, Tô đăi 'biêu hô̆i đông nhân yân tinh kiêm tra, yam sat drong nghĭ kuyêt. "
