ID,Tiếng Việt,Tiếng BaNa
0001,"Quyết định Thành lập Ban điều hành Dự án cấp tỉnh về “Phát triển chiến lược triển khai hệ thống nguồn lực hỗ trợ sáng kiến nâng cao năng lực xóa mù chữ tại Việt Nam”","kuyêt định pơ jing 'ban điêu hanh dự án kâp tinh lơm tơ 'yung pôk xuôn chiê̌n lược triên khai hê̌ thô̌ng nguồn lư̌c dơ gưm sáng kiê̌n xư̌   pôk xuôn pran hơ gei drong xǒa mu chư tơ Việt Nam"" "
0002,Căn cứ Luật Tổ chức HĐND và UBND ngày 26/11/2003,Kăn kư̌ Luâ̌t tô chưc HĐND xưm UBND năr 26/11/2003
0003,Xét đề nghị của Giám đốc Sở Giáo dục - Đào tạo,Xet đê nghĭ dĭ Giám đốc sở Giáo dục - đào tạo
0004,Gọi tắt là Ban điều hành Dự án gồm các ông. bà có tên sau,"Krao tăt něi 'Ban điêu hanh Dư̌ án, lơm ěi ơĭ khul yă, 'bok ơĭ măt đưng râng 'nâu"
0005,Trưởng ban: Ông Trần Văn Quí - Giám đốc Sở Giáo dục - Đào tạo.,Kơ dră tơm 'ban: 'Bok Trần Văn Quý - Giám đốc sơ Giáo dục - Đào tạo
0006,Các thành viên: - Ông Hồ Việt Mỹ - Phó Giám đốc Sở Y tế.,Khul thành viên: - 'Bok Hồ Việt Mỹ - Phó giám đốc sở Y tê̌
0007,Ông Phan Trọng Hổ - Phó Giám đốc sở Nông nghiệp và PTNT.,Bok Phan Trọng Hổ - Phó giám đốc sở nông nghiệp xư̌m phát triển nông thôn.
0008,Ông Võ Văn Bồng - Hiệu trưởng Trường Cao đẳng Sư phạm Bình Định.,Bok Võ Văn 'Bồng - Hiệu trưởng trường cao đẳng sư phạm Bình Định
0009,Ông Hồ Xuân Cường - Trưởng phòng GDCN Sở Giáo dục - Đào tạo.,Bok Xuân Cường - Trưởng phòng GDCN Sở Giáo dục - đào tạo
0010,"Mời các ông, bà có tên sau tham gia với tư cách thành viên","Mời khul 'bok, yă ơi măt đưng râng 'nâu goang tham gia ơĭ tư cách bơ ngai pơm thanh viên"
0011,Ông Huỳnh Đăng Khanh - Chủ tịch Hội Khuyến học Bình Định.,Bok Huỳnh Đăng Khanh- chủ tịch hội khuyến học Bình Định
0012,Bà Phạm Thị Thanh Hồng - Phó Chủ tịch Hội Liên hiệp Phụ nữ tỉnh.,Yă Phạm Thị Thanh Hồng - Phó Chủ tịch Hội Liên hiệp phụ nư tinh
0013,Thư ký: - Ông Phan Thanh Liêm - Chuyên viên Sở Giáo dục - Đào tạo.,Thư ky̌: - 'Bok Phan Thanh Liêm- chuyên viên Sở Giáo dục- Đào tạo
0014,Ông Nguyễn Xuân Trang - Chuyên viên Sở Giáo dục - Đào tạo.,Bok Nguyễn Xuân Trang - Chuyên viên Sở Giáo dục- đào tạo
0015,"Ban điều hành Dự án có nhiệm vụ tham mưu, giúp UBND tỉnh triển khai ","Ban Điều hành dự án ơĭ nhiệm vụ tham mưu, dơ gưm UBND tinh triển khai"
0016,Dự án “Phát triển chiến lược triển khai hệ thống nguồn lực hỗ trợ sáng kiến nâng cao năng lực xóa mù chữ tại Việt Nam” tại tỉnh Bình Định,"Dự án ""tơ 'yung pôk xuôn chiê̌n lược triên khai hệ thô̌ng nguôn lự̌c dơ gưm sang kiến xư̌ pôk xuôn pran hơ gei drong xoá mu chư tơ Việt Nam"" oei tơ Bình Định"
0017,"Ban điều hành Dự án được sử dụng con dấu Sở Giáo dục - Đào tạo để quan hệ, giao dịch.","Ban Điều hành dự án đei sử dụng con dấu di Sở Giáo dục - Đào tạo xư koan hệ, giao dịch"
0018,"Chánh Văn phòng UBND tỉnh, Giám đốc Sở Giáo dục - Đào tạo, Thủ trưởng các cơ quan, đơn vị có liên quan và các thành viên có tên tại Điều 1 chịu trách nhiệm thi hành Quyết định này kể từ ngày ký.","Chanh Văn phòng UBND tinh, Giám đốc sở Giáo dục - Đào tạo, pơm kơdră tơm khul kơ kuan, đơn bĭ ơi liên quan xưm khul thanh viên ơĭ măt tơ điều minh chịu trăch nhiê̌m thi hành kuyết đĭnh 'nâu đưng năr ky̌."
