ID,Tiếng Việt,Tiếng BaNa
0001,"Quyết định về việc bổ sung kinh phí cho Sở Giáo dục và Đào tạo để thực hiện miễn, giảm học phí, hỗ trợ chi phí học tập học kỳ II năm học 2019 - 2020 ","Kuyêt đĭnh lơm drong 'bô sung jên ăn Sơ Yăo yuk xưm đao tăo xư̆ thưk hiê̆n miên, yam hok phĭ, dơ gưm jên hok tâp hok ky II xơ năm hok 2019 -2020"
0002,Theo Nghị định số 86/2015/NĐ-CP của Chính phủ và Quyết định số 55/2015/QĐ-UBND của UBND tỉnh và Quyết định số 55/2015/QĐ-UBND của UBND tỉnh,Boi tĭa nghĭ đĭnh sô̆ 86/2015/NĐ-CP dĭ chĭnh phu xưm kuyêt đĭnh sô̆ 55/2015/QĐ-UBND dĭ UBND tinh xưm Kuyêt đĭnh sô̆ 55/2015/QĐ-UBND dĭ UBND tinh
0003,Chủ tịch Hội đồng Nhân dân,Chu tich Hô̆i đông Nhân yân
0004,Căn cứ Luật Tổ chức chính quyền địa phương ngày 19/6/2015;,Kăn kư̆ luâ̆t tô chưk chĭnh kuyên apung cham plĕi năr 19/6/2015
0005,Căn cứ Luật Ngân sách nhà nước số 01/2002/QH11 ngày 16/12/2002;,Kăn kư̆ luâ̆t Ngân sach teh đak sô̆ 01/2002/QH11 năr 16/12/2002;
0006,Căn cứ Nghị định số 86/2015/NĐ-CP ngày 02 tháng 10 năm 2015 của Chính phủ  ,Kăn kư̆ Nghĭ đĭnh sô̆ 86/2015/NĐ-CP năr 02 khĕi 10 xơ năm 2015 dĭ chĭnh phu
0007,"Quy định về cơ chế thu, quản lý học phí đối với cơ sở giáo dục","Kuy đĭnh lơm kơ chê̆ thu, koan ly̆ hok phĭ adring kơ sơ yăo yuk"
0008,"Thuộc hệ thống giáo dục quốc dân và chính sách miễn, giảm, hỗ trợ chi phí học tập từ năm học 2015 - 2016 đến năm học 2020 - 2021;","Thuôk hê̆ thô̆ng yăo yuk kuôk yân xưm chĭnh sach miên, yam, dơ gưm jên hok tâp đưng xơ năm hok 2015-2016 truh xơ năm hok 2020 - 2021;"
0009,Hướng dẫn thực hiện một số Điều của Nghị định số 86/2015/NĐ-CP ngày 02 tháng 10 năm 2015 của Chính phủ,Pơ chi drong pơm minh kơ sô̆ điêu dĭ Nghĭ đĭnh sô̆ 86/2015/NĐ-CP năr 02 khĕi 10 năm 2015 dĭ chinh phu
0010,Hướng dẫn thực hiện một số Điều của Nghị định số 86/2015/NĐ-CP ngày 02 tháng 10 năm 2015 của Chính phủ,Pơ chi drong pơm minh kơ sô̆ điêu dĭ Nghĭ đĭnh sô̆ 86/2015/NĐ-CP năr 02 khĕi 10 năm 2015 dĭ chinh phu
0011,"Quy định về cơ chế thu, quản lý học phí đối với cơ sở giáo dục","Kuy đĭnh lơm kơ chê̆ thu, koan ly̆ hok phĭ adring kơ sơ yăo yuk"
0012,"Thuộc hệ thống giáo dục quốc dân và chính sách miễn, giảm, hỗ trợ chi phí học tập từ năm học 2015 – 2016 đến năm học 2020 - 2021;","Thuôk hê̆ thô̆ng yăo yuk kuôk yân xưm chĭnh sach miên, yam, dơ gưm jên hok tâp đưng xơ năm hok 2015-2016 truh xơ năm hok 2020 - 2021;"
0013,Căn cứ Quyết định số 55/2015/QĐ-UBND ngày 25/12/2015 của UBND tỉnh   ,Kăn kư̆ kuyêt đĭnh sô̆ 55/2015/QĐ-UBND năr 25 khĕi 12 xơnăm 2015 dĭ UBND tinh
