ID,Tiếng Việt,Tiếng BaNa
1,Quyết định về việc Thành lập Ban Chỉ đạo biên soạn Chương trình giáo dục địa phương tỉnh Bình Định (sau đây gọi tắt là Ban Chỉ đạo),KueâÊt ñinh lôêm tôdrong pôjing anao ‘ban chi ñao ‘bieân soan Chöông trinh yao yuc cham pôlei tinh ‘Binh Ñinh (ñôêng roêng ôêu krao la ‘Ban chi ñao)
2,Căn cứ Luật Tổ chức chính quyền địa phương ngày 19/6/2015,Kaên köê Luaât toâ chöêk khul pôgôl ‘naêr minh jiêt tôxiênh kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm
3,Căn cứ Công văn số số 344/BGDĐT-GDTrH ngày 24/01/2019 của Bộ Giáo dục và Đào tạo (GD&ĐT) về việc hướng dẫn triển khai Chương trình giáo dục phổ thông,Kaên köê Koâng vaên ksoâÊ peâng puoân puoân/BGDÑT-GDTrH ‘naêr ‘baêl jiêt puoân kheêi minh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh ñông ‘Boâ Yao yuk oeêng Ñao tao (GD&ÑT) lôêm tôdrong pôtho khan pônhroh Chöông trinh giao duc phoâ thoâng
4,Xét đề nghị của Giám đốc Sở Giáo dục và Đào tại Tờ trình số 1917/TTr-SGDĐT ngày 02/10/2019,Xeêt ñeâ nghiê ñôêng Yam ñoâk Sô Yao yuk oeêng Ñao tao dônoê Tô trinh ksoâÊ minh tôxêinh minh tôpôêh/TTr-SGDÑT ‘naêr ‘baêl kheêi minh jiêt sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh
5,Gồm các thành viên có tên sau đây,Thoi leê rim naê ma ôêi maêt ñôêng roêng ôêu
6,"Trưởng ban: Ông Nguyễn Tuấn Thanh, Phó Chủ tịch UBND tỉnh Bình Định.","Tröông ‘ban: ‘Bok Nguyeân Tuaân Thanh, Phoê Chu tich UBND tinh ‘Binh Ñinh"
7,"Phó Trưởng ban Thường trực: Ông Đào Đức Tuấn, Giám đốc Sở Giáo dục và Đào tạo.","Phoê tröông ‘ban thöông tröêk: ‘Bok Ñao Ñöc TuaâÊn, Yam ñoâk Sô Yao yuk oeêng Ñao tao"
8,"Các Phó Trưởng ban: Ông Phan Thanh Liêm, Phó Giám đốc Sở Giáo dục và Đào tạo.","Rim Phoê tröông ‘ban: ‘Bok Phan Thanh Lieâm, Phoê yam ñoâk Sô Yao yuk oeêng Ñao tao"
9,"Bà Lê Thị Điển, Phó Giám đốc Sở Giáo dục và Đào tạo.","Yaê Leâ Thi Ñieân, Phoê yam ñoâk Sô Yao yuk oeêng Ñao tao"
10,"Ông Nguyễn Đình Hùng, Phó Giám đốc Sở Giáo dục và Đào tạo.","‘Bok Nguyeân Ñinh Hung, Phoaê Yam ñoâk Sô Yao yuk oeêng Ñao tao"
