ID,Tiếng Việt,Tiếng BaNa
0001,Nghị quyết Về việc Điều chỉnh mức thu học phí công lập từ mầm non đến trung học phổ thông trên địa bàn tỉnh Bình Định,Nghi đinh lơm tơdrong Tơp'lih mưk thu  hok phi kông lâp đưng mâm non   truh trung hok phô thông lơm apung tinh 'Binh Đinh
0002,Căn cứ Luật Tổ chức Hội đồng nhân dân và Ủy ban nhân dân ngày 26/11/2003,Kăn kư Luât Tô chưk Hôi đông nhân yân păng Uy 'ban nhân yân 'năr 26 khei 11 sơnăm 2003
0003,"Căn cứ Luật Ban hành văn bản quy phạm pháp luật của Hội đồng nhân dân, Ủy ban nhân dân ngày 03/12/2004","Kăn kư Luât 'Ban hanh văn 'ban kuy pham phap luât  di Hôi đông nhân yân, Uy 'ban nhân yân 'năr 03 khei 12 sơnăm 2004"
0004,"Căn cứ Luật Giáo dục ngày 14/6/2005 và Luật Sửa đổi, bổ sung một số điều của Luật Giáo dục ngày 25 tháng 11 năm 2009","Kăn kư Luât Giao yuk 'năr 14 khei 6 sơnăm 2005 păng Luât Sưu đôi, tơgum minh sô điêu di Luât Giao yuk 'năr 25 khei 11 sơnăm 2009"
0005,"Căn cứ Nghị định 43/2006/NĐ-CP ngày 25/4/2006 của Chính phủ quy định quyền tự chủ, tự chịu trách nhiệm ","Kăn kư  Nghi đinh 43/2006/NĐ-CP 'năr 25 sơnăm 4 sơnăm 2006 di Kơpal têh đak hmăng kuyên tư chu, tư chiu trach nhiêm"
0006,"Về thực hiện nhiệm vụ, tổ chức bộ máy, biên chế và tài chính đối với đơn vị sự nghiệp công lập","Lơm tơdrong nhiêm vu, p'lơk 'bô may, 'biên chê păng tai chinh adring đơn vi sư nghiêp kông lâp"
0007,"Căn cứ Nghị định số 49/2010/NĐ-CP ngày 14/5/2010 của Chính phủ quy định về miễn, giảm học phí, hỗ trợ chi phí học tập ","Kăn kư  Nghi đinh SÔ 49 /2010/nđ-cp 'năr 14/5/2010 di Kơpal têh đak hmnăng miên, jul hok phi, tơgum jên hok."
0008,"Và cơ chế thu, sử dụng học phí đối với cơ sở giáo dục thuộc hệ thống giáo dục quốc dân từ năm học 2010-2011 đến năm học 2014-2015","Păng kơ chê thu, jung hok phi tơng in kơ sơ jiao yuk tro hê thông jiao yuk kuôk yân đưng sơnăm hok 2010 - 2011 truh sơnăm hok 2014 - 2015"
0009,"Căn cứ Thông tư số 11/2009/TT-BGDĐT ngày 08/5/2009 của Bộ Giáo dục và Đào tạo về việc Quy định về trình tự, ","Kăn kư Thông tư sô 11/2009/TT-BGDĐT 'năr 08/5/2009  di 'Bô Giao yuk păng Đao tao lơm tơdrong Kuy đinh lơm trinh tư,"
0010,"Thủ tục chuyển đổi cơ sở giáo dục mầm non, phổ thông bán công, dân lập sang cơ sở giáo dục mầm non, phổ thông tư thục;","Tơdrong tơp'lih kơ sơ giao yuk mâm non, phô thông 'ban kông, yân lâp tơp'lih kơ sơ giao yuk mâm non, phô thông tư thuk;"
0011,Cơ sở giáo dục mầm non bán công sang cơ sở giáo dục mầm non dân lập,Kơ sơ giao yuk mâm non kông  kơkan kơ sơ giao yuk mâm non yân lâp
0012,"Cơ sở giáo dục mầm non, phổ thông bán công sang cơ sở giáo dục mầm non, phổ thông công lập","Kơ sơ giao yuk mâm non, phô thông kông  kơkan kơ sơ giao yuk mâm non, phô thông kông  lâp"
0013,Sau khi xem xét Tờ trình số 92/TTr-UBND ngày 24/11/2011 của Ủy ban nhân dân tỉnh về việc thông qua Đề án điều chỉnh mức thu học phí công lập ,Đưng rong ngo xet Tơ trinh sô 92/TTr-UBND 'năr 24/11/2011 di Uy 'ban nhân yân tinh lơm tơdrong thông kua Đê an tơp'lih mưk thu jên hok phi kông lâp
0014,Từ mầm non đến trung học phổ thông trên địa bàn tỉnh Bình Định,Đưng mâm non truh Trung hok phô thông lơ apung tinh 'Binh Đinh
0015,Báo cáo thẩm tra số: 36/BC-VHXH ngày 01/12/2011 của Ban Văn hóa - Xã hội Hội đồng nhân dân tỉnh và ý kiến của các đại biểu Hội đồng nhân dân tỉnh tại kỳ họp,Pơđam thâm tra sô: 36/BC-VHXH 'năr 01/12/2011 di 'Ban Văn hoa -  Xa hôi Hôi đông nhân yân tinh  tơ 'măng hop
0016,Nhất trí thông qua Đề án điều chỉnh mức thu học phí công lập từ mầm non đến trung học phổ thông,Nhât tri đưng tơdrong Đê an tơp'lih mưk thu hok phi kông lâp đưng mâm non truh trung hok phô thông
0017,Học phí điều chỉnh,Hok pho tơp'lih
0018,"Học phí các trường mầm non, trung học cơ sở, trung học phổ thông công lập (kể cả các trường công lập hoạt động theo cơ chế tự chủ tài chính).","Hok phi rim trương mâm non, trung hok kơ sơ, trung hok phô thông kông lâp ( Đưng rim đi đăng trương kông lâp pơm 'boi kơ chê tư chu tai chinh)."
0019,Học phí Bổ túc văn hóa trung học cơ sở và trung học phổ thông.,Hok phi 'bô tuk văn hoa trung hok kơ sơ păng trung hok phô thông.
0020,Học phí hướng nghiệp nghề phổ thông (dùng để chi phí phôi liệu).,Hok phi hương nghiêp nghê phô thông ( sư pơm chi phi phôi liêu).
0021,Nguyên tắc xác định mức học phí,Tơdrong  wă khan lơm mưk hok phi
0022,Mức thu học phí điều chỉnh được xác định theo thu nhập bình quân hộ gia đình với mức học phí ,Mưk hok phi tơplih đei lơm tơdrong 'boi thu 'yok jơ'nưm rim unh hnam adring mưk hok phi
0023,"Và chi phí học tập khác không vượt quá 5% thu nhập bình quân hộ gia đình ở mỗi vùng, ","Păng chi phi hok tâp nai bi blung adrol 5 % thu 'yok jơ'nưm unh hnam uêi rim apung,"
0024,Phù hợp với điều kiện kinh tế của từng địa bàn dân cư và khả năng đóng góp thực tế của người dân ở mỗi vùng và được quy định cho cơ sở giáo dục theo từng vùng như sau,Trơ tro adring tơdrong kinh tê unh hnam di rim apung cham pơlei  păng tơdrong pơgop đưng di rim 'nâu đê nă ma uêi tơ rim apung păng đei kuy đinh ăn kơ sơ giao yuk 'boi rim apung đưng rong âu
0025,"Vùng thành thị, bao gồm các phường của Thành phố Quy Nhơn, các phường thuộc thị xã, các thị trấn thuộc các huyện.","Apung thanh thi, ơi rim phương  di thanh phô Quy Nhơn, rim phương tro thi xa, rim thi trân tro  lơmm rim tơring."
0026,"Vùng nông thôn, bao gồm các xã thuộc huyện Tuy Phước, Tây Sơn, An Nhơn, Phù Cát, Phù Mỹ, Hoài Ân, Hoài Nhơn, An Lão, Vân Canh, Vĩnh Thạnh ","Apung cham pơlei, ơ rim xa lơm tơring Tuy Phuơk, Tây sơn, AN Nhơn, Phu Kat, Phu mi, Hoai Ân, Hoai Nhơn, An Lao, Vân Kanh, Vinh Thanh"
0027,"Trừ các thôn, xã miền núi theo quy định hiện hành của Nhà nước","Tuk rim thôn, xa apung kông 'boi kuy đinh hiên hanh di Kơpla the đak"
0028,"Vùng miền núi, bao gồm các xã thuộc huyện Vân Canh, An Lão, Vĩnh Thạnh","Apung kông, ơi rim xa lơm tơring , Vân Kanh,An Lao, Vinh Thanh"
0029,"Các xã Nhơn Lý, Nhơn Hải, Nhơn Hội, Nhơn Châu, Phước Mỹ thuộc thành phố Quy Nhơn và các thôn, xã miền núi theo quy định hiện hành của Nhà nước.","Rim xa Nhơn Ly, Nhơn Hai, Nhơn Hôi, Nhơn 'Binh, Phuơk My lơm Thanh phô Quy Nhơn păng rim thôn, xa apung kông 'boi kuy điinh hiên hanh di Kơpal têh đak."
0030,Mức học phí đề nghị điều chỉnh phải phù hợp với khung học phí quy định tại Nghị định số 49/2010/NĐ-CP ngày 14 tháng 5 năm 2010 của Chính phủ.,Mưk hok phi hmăng tơp'lih wă trơ tro adring tơdrong hok phi kuy đinh tơ Nghi đinh sô 49/2010/NĐ-CP 'năr 14 khei 5 sơnăm 2010 di Kơpal têh đak.
0031,Thu nhập bình quân hộ gia đình theo vùng dựa theo số liệu do Cục Thống kê Bình Định cung cấp để xác định mức học phí.,Thu 'yok jơ'nưm unh hnam 'boi apung yưa 'boi sô liêu yua Kuc Thông kê 'Binh Đinh tơgum sư khan mưk hok phi.
0032,Mức thu học phí điều chỉnh,Mưk 'yok hok phi tơp'lih
0033,Mức thu học phí các trường công lập ,Mưk 'yok hok phi  rim trương kông lâp
0034,Mức thu học phí công lập hoạt động theo cơ chế tự chủ một phần về tài chính,Mưk 'yok hok phi  kông lâp pơm 'boi kơ chê tư chu minh phân lơm tai chinh 
0035,Mức thu học phí đối với chương trình chất lượng cao,Mưk 'yok hok phi  tơng in tơdrong chât lương đuôi
0036,Các trường công lập thực hiện chương trình chất lượng cao được chủ động xây dựng mức học phí tương xứng để trang trải chi phí.,Rim trương kông lâp pơm tơdrong chât lương đuôi đei pơgơl tơyung pơjing mưk hok phi trơ tro sư trang trai chi phi
