ID,Tiếng Việt,Tiếng BaNa
1,Quyết định Về việc phê duyệt Đề án bảo tồn và phát triển một số lò võ cổ truyền Bình Định để phục vụ du lịch đến năm 2015,QueâÊt ñinh lôêm tôdrong pheâ dueât tôdrong jö veêi oeêng pôjing minh ksoâÊ lo pjo coâ trueân ‘Binh Ñinh söê tôguêm du lich truh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm
2,Ủy ban nhân dân tỉnh,UBND tinh
3,Căn cứ Luật Tổ chức HĐND và UBND ngày 26/11/2003,Caên cöê Luaât toâ chöêk HÑND oeêng UBND ‘naêr ‘baêl jiêt drôêu kheêi minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng le peâng
4,Căn cứ Kết luận số 104-KL/TU ngày 26/4/2012 của Ban Thường vụ Tỉnh ủy (khóa XVIII) tại Hội nghị lần thứ 19,Caên cöê KeâÊt luaân ksoÊâ minh hrieâng le puoân-KL/TU ‘naêr ‘baêl jiêt drôêu kheêi puoân sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt ‘baêl ñôêng Khul thöông vuê Tinh uy (khoêa XVIII) dônoê Hoâi nghiê maêng maê minh jiêt tôxiênh
5,"Xét đề nghị của Giám đốc Sở Văn hóa, Thể thao và Du lịch","Xeêt pôtho khan ñôêng Giam ñoâc Sô Vaên hoa, Theâ thao oeêng Du lich"
6,Phê duyệt kèm theo Quyết định này Đề án Bảo tồn và phát triển một số lò võ cổ truyền Bình Định để phục vụ du lịch đến năm 2015.,Pheâ dueât naêm adriêng QueâÊt ñinh anu Ñeâ an jö vei oeêng pôjing minh ksoâÊ lo pjo coâ trueân ‘Binh Ñinh söê tôguêm du lich truh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm
7,"Giao Giám đốc Sở Văn hóa, Thể thao và Du lịch chủ trì, phối hợp với các ngành, địa phương liên quan triển khai thực hiện.","Pôjao Giam ñoâc Sô Vaên hoa, Theâ thao oeêng Du lich chu tri, adriêng rim nganh, cham pôlei lieân quan pônhroh pôm"
8,"Chánh Văn phòng UBND tỉnh, Giám đốc các Sở Văn hóa, Thể thao và Du lịch, Tài chính, Tài nguyên và Môi trường","Chaênh vaên phong UBND tinh, Giam ñoâc Sô Vaên hoa, Theâ thao oeêng Du lich, Tai chinh, Tai nguyeân oeêng Moâi tröông"
9,"Kế hoạch và Đầu tư, Xây dựng, Nội vụ, Giáo dục - Đào tạo, Giám đốc Kho bạc Nhà nước tỉnh, Chủ tịch UBND các huyện, thị xã, thành phố ","KeÊâ hoach oeêng Ñaâu tö, Xaây döng, Noâi vuê, Giao duc – Ñao tao, Giam ñoâc Kho ‘bac Nha nöôc tinh, Chu tich UBND rim hueân, thi xa, thanh phoâÊ"
10,Và Thủ trưởng các đơn vị liên quan chịu trách nhiệm thi hành Quyết định này kể từ ngày ký.,Oeêng pôgôl rim ñôn viê lieân quan chiu trach nhieâm pôm QueâÊt ñinh anu ñôêng ‘naêr kyê
11,Đánh giá thực trạng,Pôtho khan tôdrong pôm
12,Võ cổ truyền có 2 nội dung: võ cổ truyền biểu diễn (còn gọi là hội thi) là thực hiện các bài võ cổ truyền bằng tay không và với binh khí,Pjo coâ trueân oei ‘baêl tôdrong: pjo coâ truyeân bieâu dieân (araê khan la maêng tôjroh) la thöêk hieân rim ‘bai pjo coâ truyeân ñôêng ti soh oeêng adriêng ‘binh khiê
13,Võ cổ truyền đối kháng (còn gọi là võ tự do) là 2 võ sĩ đấu với nhau bằng các đòn tay và đòn chân.,Pjo coâ trueân ñoâÊi khang (araê khan la pjo tö do) la ‘baêl vo si iêt adriêng ñôêng rim ñon ti oeêng ñon tôkong 
14,"Nơi diễn ra quá trình dạy và học võ cổ truyền gọi là lò võ, võ đường hoặc phòng tập - sau đây gọi chung là lò võ.","Dônoê pôloêk jônang pôtôêp oeêng hoêk pjo krao la lo pjo, pjo ñöông thoi phong pôtôêp – ñôêng roêng ôêu khan adriêng la lo pjo"
15,Đối tượng của đề án là các lò võ cổ truyền biểu diễn.,Ñoâi töông ñôêng ñeâ an la rim lo pjo coâ trueân bieâu dieân
16,"Toàn tỉnh hiện có 56 võ sư, 26 chuẩn võ sư và 115 huấn luyện viên cấp quốc gia; có 97 võ sư, huấn luyện viên đang hoạt động tại cơ sở trong đó","Lôêm tinh ahreêi ôêi pôñaêm jiêt drôêu vo sö, ‘baêl jiêt drôêu chuaân vo sö oeêng minh hrieâng minh jiêt pôñaêm huaÊân lueân vieân kôêp kôpal teh ñak; ôêi tôxiênh jiêt tôpôêh vo sö, huaân luyeân vieân atung pôm dônoê cô sô lôêm ‘noh"
17,"Số dạy võ cổ truyền biểu diễn khoảng 50 võ sư, huấn luyện viên, số còn lại chuyên dạy võ đối kháng.","KsoÊâ pôtôêp pjo coâ trueân bieâu dieân khoang pôñaêm jiêt vo sö, huaâÊn lueân vieân, ksoÊâ araê deêch pôtôêp ñoâi khang"
18,Hoạt động võ thuật cổ truyền trong những năm vừa qua vẫn được duy trì và phát triển trên nhiều mặt.,Hoat ñoâng pjo coâ trueân lôêm lö sônaêm anu yuoâ ôu araê ñei pôgeêi pieâu oeêng pôjing lôêm lö tôdrong
19,"Trong phát triển phong trào, hiện có khoảng hai ngàn võ sinh đang tập luyện thường xuyên","Lôêm pôjing trong glong, ahreêi ôêi khoang ‘baêl ôbôêu vo sinh atung pôtôêp lueân deêch"
20,"Trong dịp hè số lượng võ sinh tăng lên rất cao, có trên dưới mười ngàn học sinh đăng ký tập luyện.","Lôêm maêng he ksoâÊ löông vo sinh kjung pôgloh lö, ôêi khoang minh jiêt ôbôêu hoêk sinh ñaêng kyê pôtôêp"
21,"Hàng năm, vào các ngày lễ, tết âm lịch, võ cổ truyền đã trở thành hoạt động không thể thiếu.","Rim sônaêm, tômöt rim ‘naêr leâ, teâÊt aâm lich, pjo coâ trueân jôh ñei ngoê la tôdrong biê theâ biê ôêi"
22,"Thông qua các cuộc thi đấu giao hữu liên tỉnh, liên huyện, các giải tại địa phương","Thoâng qua rim maêng tôjroh pôjao löu lieân tinh, lieân hueân, rim giai dônoê cham pôlei"
23,Đã làm cho không khí của những ngày này thêm sôi động và mang đậm nét truyền thống dân tộc.,Jôh pôm aên khoâng khiê ñôêng rim ‘naêr anu ôêi pieâu soâi ñoâng oeêng cheêp deâh tôdrong ñôêng sôê ñôêng kon koâng
24,"Đặc biệt trong giao lưu quốc tế, chỉ tính từ năm 2006 đến nay, tỉnh Bình Định đã cử 2 đoàn tham dự Liên hoan võ truyền thống tại Hàn Quốc, Ý và Rumani (các năm 2006, 2007)","Pôgloh lôêm pôjao löu quoâc teâ, anao giap ñôêng sônaêm ‘baêl ôbôêu khoâng hrieâng le drôêu truh ahreêi, Tinh ‘Binh Ñinh jôh aên ‘baêl ñoan tham dö lieân hoan pjo trueân thoÊâng dônoê Han Quoâc, YÊ oeêng Rumani (rim sônaêm ‘baêl ôbôêu khoâng hrieâng le drôêu, ‘baêl ôbôêu khoâng hrieâng le tôpôêh"
25,"Cử võ sư dạy võ Bình Định tại các nước Pháp, Thụy sĩ (các năm 2007, 2009 và 2011, mỗi đợt dạy 2 tháng).","AÊn pjo söê pôtôêp pjo ‘Binh Ñinh dônoê rim ñak Phap, Thuy Si (rim sônaêm ‘baêl ôbôêu khoâng hrieâng le tôpôêh, ‘baêl ôbôêu khoâng hrieâng le tôxiênh oeêng ‘baêl ôbôêu khoâng hrieâng minh jiêt minh, minh maêng pôtôêp ‘baêl kheêi"
26,"Liên hoan quốc tế Võ cổ truyền Việt Nam tổ chức tại Bình Định vào các năm 2006, 2008, 2010 thành công tốt đẹp.","Lieân hoan quoâc teÊâ pjo coâ trueân Vieât Nam pôloêk dônoê ‘Binh Ñinh tômöt rim sônaêm ‘baêl ôbôêu khoâng hrieâng le drôêu, ‘baêl ôbôêu khoâng hrieâng le tôhngam, ‘baêl ôbôêu khoâng hrieâng minh jiêt keh koêng hôgeêi"
