ID,Tiếng Việt,Tiếng BaNa
1,Quyết định về việc thành lập Ban chỉ đạo triển khai thực hiên Đề án “Dạy và học ngoại ngữ trong hệ thống giáo dục quốc dân giai đoạn 2008-2020”,KueâÊt ñinh lôêm tôdrong pôjing anao khul pôgôl pônhroh pôm Ñeâ an “Pôtôêp oeêng hoêk ngoai ngö lôêm heâ thoâÊng giaêo ‘yuêk kuoâÊc ‘yaân jônang ‘baêl ôbôêu khoâng hrieâng le tôhngam – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt”
2,Chủ tịch Ủy ban Nhân dân Tỉnh,Chu tich Uy ‘ban Nhaân daân tinh
3,Căn cứ Luật Tổ chức HĐND và UBND ngày 26/11/2003;,Kaên köê Luaât Toâ chöêk HÑND oeêng UBND ‘naêr ‘baêl jiêt drôêu kheêi minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng le peâng
4,Căn cứ Quyết định số 1400/QĐ-TTg ngày 30/9/2008 của Thủ tướng Chính phủ ,Kaên köê KueâÊt ñinh ksoâÊ minh puoân khoâng khoâng/QÑ-TTg ‘naêr peâng jiêt kheêi tôxiênh sônaêm ‘baêl ôbôêu khoâng hrieâng le tôhngam ñôêng Thu töông kôpal teh ñak
5,Về việc phê duyệt “Đề án dạy và học ngoại ngữ trong hệ thống giáo dục quốc dân giai đoạn 2008 - 2020”;,Lôêm tôdrong pheâ jueâÊt “Ñeâ an pôtôêp oeêng hoêk ngoai ngö lôêm heâ thoâÊng giaêo ‘yuêk kuoâÊc ‘yaân jônang ‘baêl ôbôêu khoâng hrieâng le tôhngam – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt”
6,Căn cứ Công văn số 3051/BGDĐT-ĐANN ngày 09/5/2011 của Bộ Giáo dục và Đào tạo về việc thực hiện Quyết định số 1400/QĐ-TTg;,Kaên köê Koâng vaên ksoâÊ peâng khoâng pôñaêm minh/BGDÑT-ÑANN ‘naêr tôxiênh kheêi pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt minh ñôêng ‘Boâ Giaêo ‘yuêk oeêng Ñao tao lôêm tôdrong pôm KueâÊt ñinh ksoâÊ minh puoân khoâng khoâng/QÑ-TTg
7,Xét đề nghị của Giám đốc Sở Giáo dục - Đào tạo,Xeêt pôtho khan ñôêng Giam ñoâk Sô Giaêo ‘yuêk – Ñao tao
8,Điều 1. Thành lập Ban chỉ đạo triển khai thực hiện Đề án,Ñieâu minh. Pôjing anao Khul pôgôl pônhroh pôm Ñeâ an:
9,"“Dạy và học ngoại ngữ trong hệ thống giáo dục quốc dân giai đoạn 2008 - 2020” tỉnh Bình Định (sau đây gọi tắt là Ban chỉ đạo), gồm các ông, bà có tên sau:","“Pôtôêp oeêng hoêk ngoai ngö lôêm heâ thoâÊng giaêo yuêk kuoâÊc ‘yaân jônang ‘baêl ôbôêu khoâng hrieâng le tôhngam – ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt” tinh ‘Binh Ñinh (ñôêng roêng ôêu krao la Khul pôgôl), thoi leê rim ‘boêk, ‘yaê ôêi maêt ñôêng roêng ôêu:"
10,Trưởng ban:,Tröông ‘ban:
