ID,Tiếng Việt,Tiếng BaNa
1,Quyết định về việc thành lập Ban Tổ chức Lễ hội du lịch hè Bình Định năm 2017,KueâÊt ñinh lôêm tôdrong pôjing anao ‘Ban toâ chöêk Leâ hoâi yu lich he ‘Binh Ñinh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh
2,Chủ tịch Ủy ban Nhân dân Tỉnh,Chu tich UBND tinh
3,Căn cứ Luật Tổ chức chính quyền địa phương ngày 19/6/2015;,Kaên köê Luaât toâ chöêk khul pôgôl cham pôlei ‘naêr minh jiêt tôxiênh kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt pôñaêm;
4,Căn cứ Quyết định số 1603/QĐ-UBND ngày 09/5/2017 của Chủ tịch UBND tỉnh,Kaên köê KueâÊt ñinh ksoâÊ minh drôêu khoâng peâng/QÑ-UBND ‘naêr tôxiênh kheêi pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh ñôêng Chu tich UBND tinh
5,Về việc ban hành Kế hoạch tổ chức Lễ hội du lịch hè Bình Định năm 2017;,Lôêm tôdrong aên leêch glong pônhroh pôloêk Leâ hoâi yu lich he ‘Binh Ñinh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh
6,Xét đề nghị của Sở Du lịch tại Tờ trình số 253/TTr-SDL ngày 15/5/2017,Xeêt pôtho khan ñôêng Sô yu lich dônoê Tô trinh ksoâÊ ‘baêl pôñaêm peâng/TTr-SDL ‘naêr minh jiêt pôñaêm kheêi pôñaêm sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh
7,"Điều 1. Thành lập Ban Tổ chức Lễ hội du lịch hè Bình Định năm 2017, gồm các thành viên có tên sau đây:","Ñieâu minh. Pôjing anao ‘Ban toâ chök Leâ hoâi yu lich he ‘Binh Ñinh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh, thoi leê rim naê ma ôêi maêt ñôêng roêng ôêu:"
8,"Trưởng ban: Ông Nguyễn Tuấn Thanh, Phó Chủ tịch UBND tỉnh.","Tröông ‘ban: ‘Boêk Nguyeân TuaâÊn Thanh, Phoê Chu tich UBND tinh"
9,"Phó T rưởng ban: Ông Nguyễn Văn Dũng, Giám đốc Sở Du lịch.","Phoê tröông ‘ban: ‘Boêk Nguyeân Vaên Dung, Giam ñoâc Sô yu lich"
10,Các Ủy viên:,Rim uy vieân:
11,"Ông Nguyễn Thái Bình, Chánh Văn phòng UBND tỉnh;","‘Boêk Nguyeân Thaêi ‘Binh, Chaênh Vaên phong UBND tinh;"
12,"Ông Nguyễn Văn Hưng, Phó Giám đốc Sở Tài chính;","‘Boêk Nguyeân Vaên Höng, Phoê Giam ñoâc Sô Tai chiênh"
13,"Ông Nguyễn Minh Đoan, Phó Giám đốc Sở Văn hóa và Thể thao;","‘Boêk Nguyeân Minh Ñoan, Phoê Giam ñoâc Sô Vaên hoa oeêng Theâ thao"
14,"Ông Nguyễn Văn Trung, Phó Giám đốc Sở Y tế;","‘Boêk Nguyeân Vaên Trung, Phoê Giam ñoâc Sô y teâ"
15,"Ông Đặng Văn Ái, Phó Giám đốc Sở Giao thông Vận tải;","‘Boêk Ñaêng Vaên AÊi, Phoê Giam ñoâk Sô Giao thoâng Vaân tai"
16,"Ông Phạm Tấn Thành, Phó Giám đốc Sở Công Thương;","‘Boêk Pham TaâÊn Thanh, Phoê Giam ñoâk Sô Koâng thöông"
17,"Bà Nguyễn Đặng Thị Thu Hòa, Phó Giám đốc Sở Thông tin và Truyền thông;","‘Yaê Nguyeân Ñaêng Thi Thu Hoa, Phoê Giam ñoâk Sô Thoâng tin oeêng Truyeân thoâng"
18,"Ông Trần Huy Giáp, Phó Giám đốc Công an tỉnh;","‘Boêk Traân Huy Giap, Phoê Giam ñoâk Koâng an tinh"
19,"Ông Đoàn Mươi, Phó Giám đốc Cảnh sát Phòng cháy và Chữa cháy tỉnh;","‘Boêk Ñoan Möôi, Phoê Giam ñoâk Kanh sat Phong dôt uênh sa tinh"
20,"Ông Trần Thanh Hải, Phó Tổng Biên tập Báo Bình Định;","‘Boêk Traân Thanh Hai, Phoê Toâng ‘bieân tôêp ‘Baêo ‘Binh Ñinh"
21,"Ông Lê Đức Nhã, Phó Giám đốc Đài Phát thanh và Truyền hình Bình Định;","‘Boêk Leâ Ñöêk Nha, Phoê Giam ñoâk Ñai Phat thanh oeêng Trueân hinh ‘Binh Ñinh"
22,"Ông Nguyễn Tiến Dũng, Phó Chủ tịch UBND thành phố Quy Nhơn;","‘Boêk Nguyeân TieâÊn Yuêng, Phoê chu tich UBND thanh phoâÊ Quy Nhôn"
23," Mời Ông Lương Đình Tiên, Phó Bí thư Thường trực Tỉnh đoàn;","Krao ‘Boêk Löông Ñinh Tieân, Phoê ‘Biê thö Thöông tröêk Tinh Ñoan"
24,"Ông Huỳnh Ngọc Việt, Giám đốc Công ty Điện lực Bình Định;","‘Boêk Huynh Ngoêk Vieât, Giam ñoâk Koâng ty Ñieân löêk ‘Binh Ñinh"
25,"Ông Nguyễn An Pha, Chủ tịch Hội Văn học nghệ thuật Bình Định;","‘Boêk Nguyeân An Pha, Chu tich Hoâi Vaên hoêk ngheâ thuaât ‘Binh Ñinh"
26,"Điều 2. Ban Tổ chức có nhiệm vụ phối hợp với các cơ quan liên quan, tham mưu giúp UBND tỉnh","Ñieâu ‘baêl. ‘Ban toâ chöêk ôêi tôdrong adriêng rim kô kuan lieân kuan, pôñam ‘bôl ñon tôguêm UBND tinh"
27,Chuẩn bị chu đáo các nội dung công việc có liên quan đến việc tổ chức Lễ hội du lịch hè Bình Định năm 2017 theo Kế hoạch đã phê duyệt.,Chuaân ‘bi pôgloh rim tôdrong ôêi lieân kuan truh tôdrong pôloêk Leâ hoâi yu lich he ‘Binh Ñinh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôpôêh ‘boi glong pônhroh jôh pheâ  jueâÊt
28,Nhiệm vụ cụ thể từng thành viên Ban Tổ chức do Trưởng ban phân công. Ban Tổ chức tự giải thể sau khi hoàn thành nhiệm vụ.,Tôdrong pôm kuê theâ rim thanh vieân ‘Ban toâ chöêk yua Tröông ‘ban phaân koâng. ‘Ban toâ chöêk kôdih giai theâ ñôêng roêng keh kong tôdrong pôm
29,"Điều 3. Chánh Văn phòng UBND tỉnh, Giám đốc các Sở:","Ñieâu peâng. Chaênh Vaên phong UBND tinh, Giam ñoâk rim Sô:"
30,"Du lịch, Văn hóa và Thể thao, Tài chính, Giao thông Vận tải, Công Thương, Y tế, Thông tin và Truyền thông; ","Yu lich, Van hoa oeêng Theâ thao, Tai chiênh, Giao thoâng Vaân tai, Koâng thöông, Y teâ, Thoâng tin oeêng Trueân thoâng"
31,Thủ trưởng các cơ quan liên quan và các thành viên có tên tại Điều 1 chịu trách nhiệm thi hành Quyết định này kể từ ngày ký./.,Pôgôl rim kô kuan lieân kuan oeêng rim naê ma ôêi maêt lôêm Ñieâu minh chiu trach nhieâm pôm KueâÊt ñinh anu khan ñôêng ‘naêr kyê./.
