ID,Tiếng Việt,Tiếng BaNa
1,"Ban hành kèm theo Quyết định này Quy định điều chỉnh, bổ sung một số nội dung ","AÊn leêch pôteêp adriêng KueâÊt ñinh anu Kuy ñinh tôplih, tôguêm minh ksoâÊ tôdrong"
2,"Của Quy định tiêu chuẩn công nhận danh hiệu “Gia đình văn hóa”, “Làng văn hóa”, “Thôn văn hóa”, “Khu phố văn hóa” trên địa bàn tỉnh Bình Định","Ñôêng kuy ñinh tieâu chuaân koâng nhaân yanh hieâu “UÊnh hnam vaên hoa”, “Pôlei vaên hoa”, “Thoân vaên hoa”, “Khu phoâ vaên hoa” lôêm tôring tinh ‘Binh Ñinh"
3,Căn cứ Luật Tổ chức HĐND và UBND ngày 26/11/2003,Kaên köê Luaât Toâ chöêk HÑND oeêng UBND ‘naêr ‘baêl jiêt drôêu kheêi minh jiêt minh sônaêm ‘baêl ôbôêu peâng
4,"Căn cứ Luật Ban hành văn bản quy phạm pháp luật của Hội đồng nhân dân, Ủy ban nhân dân ngày 03 tháng 12 năm 2004","Kaên köê Luaât aên leêch vaên ‘ban quy pham phap luaât ñôêng HÑND, UBND ‘naêr peâng kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu puoân"
5,Căn cứ Quyết định số 62/2006/QĐ-BVHTT ngày 23 tháng 6 năm 2006 của Bộ Văn hóa - Thông tin ,Kaên köê KueâÊt ñinh ksoâÊ drôêu jiêt ‘baêl sônaêm ‘baêl ôbôêu le drôêu/QÑ-BVHTT ‘naêr ‘baêl jiêt peâng kheêi drôêu sônaêm ‘baêl ôbôêu  le drôêu ñôêng ‘Boâ Vaên hoa – Thoâng tin
6,"Về việc ban hành Quy chế công nhận danh hiệu “Gia đình văn hóa”, “Làng văn hóa”, “Tổ dân phố văn hóa”","Lôêm tôdrong aên leêch tôdrong koâng nhaân danh hieâu “UÊh hnam vaên hoa”, “Pôlei vaên hoa”, “Toâ daân phoâÊ vaên hoa”"
7,"Theo đề nghị của Giám đốc Sở Văn hóa, Thể thao và Du lịch","‘Boi pôtho khan ñôêng Giam ñoâc Sô Vaên hoa, Theâ thao oeêng Du lich"
8,Ban hành kèm theo Quyết định số 123/2006/QĐ-UBND ngày 14/11/2006 của UBND tỉnh.,AÊn leêch pôteêp adriêng KueâÊt ñinh ksoâÊ minh ‘baêl peâng sônaêm ‘baêl ôbôêu khoâng hrieâng le drôêu/QÑ-UBND ‘naêr minh jiêt puoân kheêi minh jiêt minh sônaêm ‘baêl ôbôêu khoâng hrieâng le drôêu ñôêng UBND tinh
9,"Điều 2. Giao Giám đốc Sở Văn hóa, Thể thao và Du lịch (Thường trực Ban chỉ đạo phong trào “Toàn dân đoàn kết xây dựng đời sống văn hóa ” tỉnh) chịu trách nhiệm","Ñieâu ‘baêl. Pôjao Yam ñoâc Sô Vaên hoa, Theâ thao oeêng Yu lich (Thöông tröêk khul pôgôl trong glong “Ñiê ñaêng naê ma ñoan keât tôjung pôm tôdrong yaêl arih vaên hoa” tinh) chiu trach nhieâm"
10,"Hướng dẫn triển khai thực hiện, theo dõi và kịp thời đề xuất Ủy ban nhân dân tỉnh sửa đổi, bổ sung cho phù hợp.","Höôêng yaân pônhroh pôm, ngoê hnheêi oeêng tôtam pôñam ‘bôl ñon UBND tinh tôplih, tôguêm aên trô troê"
11,Điều 3. Quyết định này có hiệu lực kể từ ngày 01 tháng 7 năm 2009 và thay thế một số nội dung tương ứng tại Quyết định số 123/2006/QĐ-UBND ngày 14/11/2006 của UBND tỉnh.,Ñieâu peâng. KueâÊt ñinh anu ôêi hieâu löêk khan ñôêng ‘naêr minh kheêi tôpôêh sônaêm ‘baêl ôbôêu le tôxiênh oeêng tôplih minh ksoâÊ tôdrong töông öêng lôêm KueâÊt ñinh ksoâÊ minh ‘baêl peâng sônaêm ‘baêl ôbôêu le drôêu/QÑ-UBND ‘naêr minh jiêt puoân kheêi minh jiêt minh sônaêm ‘baêl ôbôêu le drôêu ñôêng UBND tinh
12,"Các nội dung khác của Quyết định số 123/2006/QĐ-UBND của UBND tỉnh không điều chỉnh, bổ sung tại Quyết định này vẫn còn hiệu lực thi hành trên địa bàn tỉnh.","Rim tôdrong nai ñôêng KueâÊt ñinh ksoâÊ minh ‘baêl peâng/QÑ-UBND ñôêng UBND tinh biê tôplih, tôguêm lôêm KueâÊt ñinh anu araê ôêi hieâu löêk pôm lôêm tôring tinh"
