ID,Tiếng Việt,Tiếng BaNa
1,Nghị quyết Ban hành chính sách hỗ trợ kinh phí thực hiện Chương trình Sữa học đường trong các cơ sở giáo dục mầm non trên địa bàn tỉnh Bình Định từ năm 2018 đến năm 2020,Nghi kueâÊt aên leêch tôdrong tôguêm jeân pôm Chöông trinh Söa hoêk ñöông lôêm rim cô sô giao duc maâm non lôêm tôring tinh ‘Binh Ñinh ñôêng sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam truh sônaêm ‘baêl ôbôêu ‘baêl jiêt
2,Hội đồng nhân dân tỉnh Bình Định Khóa XII kỳ họp thứ 7,HÑND tinh ‘Binh Ñinh khoêa minh jiêt ‘baêl maêng hoêp maêng maê tôpôêh
3,Căn cứ Luật Tổ chức chính quyền địa phương ngày 19 tháng 6 năm 2015,Kaên köê Luaât Toâ chöêk khul pôgôl cham pôlei ‘naêr minh jiêt tôxiênh kheêi drôêu sônaêm ‘baêl ôbôêu  minh jiêt pôñaêm
4,Căn cứ Luật Ban hành văn bản quy phạm pháp luật ngày 22 tháng 6 năm 2015,Kaên köê Luaât aên leêch vaên ‘ban quy pham phap luaât ‘naêr ‘baêl jiêt ‘baêl kheêi drôêu sônaêm ‘baêl ôbôêu minh jiêt pôñaêm
5,Căn cứ Luật Ngân sách nhà nước ngày 25 tháng 6 năm 2015,Kaên köê Luaât Ngaân sach kôpal ‘naêr ‘baêl jiêt pôñaêm kheêi drôêu sônaêm ‘baêl ôbôêu minh jiêt pôñaêm
6,Căn cứ Nghị định số 163/2016/NĐ-CP ngày 21 tháng 12 năm 2016 của Chính phủ quy định chi tiết thi hành một số điều của Luật Ngân sách nhà nước,Kaên köê Nghi ñinh ksoâÊ minh drôêu peâng sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu/NÑ-CP ‘naêr ‘baêl jiêt minh kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu minh jiêt drôêu ñôêng kôpal teh ñak quy ñinh chi tieât pôm minh ksoâÊ tôdrong ñôêng Luaât ngaân sach kôpal
7,Xét Tờ trình số 40/TTr-UBND ngày 19 tháng 6 năm 2018 của Ủy ban nhân dân tỉnh về việc đề nghị thông qua Nghị quyết ban hành ,Xeêt Tô trinh ksoâÊ puoân jiêt/TTr-UBND ‘naêr minh jiêt tôxiênh kheêi drôêu sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam ñôêng UBND tiênh lôêm tôdrong pôkaê thoâng qua Nghi kueâÊt aên leêch
8,Chính sách hỗ trợ kinh phí thực hiện Chương trình Sữa học đường trong các cơ sở giáo dục mầm non trên địa bàn tỉnh Bình Định từ năm 2018 đến năm 2020,Tôdrong tôguêm jeân pôm Chöông trinh Söa hoêk ñöông lôêm rim kô sô yao yuk maâm non lôêm tinh ‘Binh Ñinh ñôêng sônaêm ‘baêl ôbôêu minh jiêt tôhngam truh sônaêm ‘baêl ôbôêu ‘baêl jiêt
9,Báo cáo thẩm tra số 12/BCTT-VHXH ngày 09 tháng 7 năm 2018 của Ban Văn hóa - Xã hội Hội đồng nhân dân tỉnh,Pôtho khan thaâm tra ksoâÊ minh jiêt ‘baêl/BCTT-VHXH ‘naêr tôxiênh kheêi tôpôêh sônaêm ‘baêl ôbôêu minh jiêt tôhngam ñôêng ‘Ban vaên hoa – xa hoâi HÑND tinh
10,Ý kiến thảo luận của đại biểu Hội đồng nhân dân tại kỳ họp.,YÊ kieâÊn pôñam ‘bôl ñôêng ñai ‘bieâu HÑND dônoê maêng hoêp
11,Điều 1. Nhất trí thông qua chính sách hỗ trợ kinh phí thực hiện Chương trình Sữa học đường trong các cơ sở giáo dục mầm non trên địa bàn tỉnh Bình Định từ năm 2018 đến năm 2020,Ñieâu minh. Nhaât triê thoâng kua tôdrong tôguêm jeân pôm Chöông trinh Söa hoêk ñöông lôêm rim kô sô yao yuk maâm non lôêm tôring tinh ‘Binh Ñinh ñôêng sônaêm ‘baêl ôbôêu minh jiêt tôhngam truh sônaêm ‘baêl ôbôêu ‘baêl jiêt
12,Để triển khai thực hiện Quyết định số 1340/QĐ-TTg ngày 08 tháng 7 năm 2016 của Thủ tướng Chính phủ ,Söê pônhroh pôm KueâÊt ñinh ksoâÊ minh peâng puoân khoâng/QÑ-TTg ‘naêr tôhngam kheêi tôpôêh sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt drôêu ñôêng Thu töông kôpal teh ñak
13,Phê duyệt Chương trình Sữa học đường cải thiện tình trạng dinh dưỡng ,Pheâ duyeât Chöông trinh Söa hoêk ñöông kai thieân tôdrong yinh yöông
14,Góp phần nâng cao tầm vóc trẻ em mẫu giáo và tiểu học đến năm 2020; cụ thể như sau,Pôgoêp tôdrong poâk xuoân taâm voêk ñe hyoh maâu giao oeêng tieâu hoêk truh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt; ku theâ in ñôêng roêng ôêu
15,Phạm vi điều chỉnh,Pham vi ñieâu chinh
16,Nghị quyết này Quy định mức hỗ trợ kinh phí mua sữa để thực hiện Chương trình Sữa học đường ,Nghi kueâÊt anu Quy ñinh möêk tôguêm jeân ruoât söa söê pôm Chöông trinh Söa hoêk ñöông
17,Trong các cơ sở giáo dục mầm non trên địa bàn tỉnh Bình Định từ năm 2018 đến năm 2020 (sau đây gọi là Chương trình).,Lôêm rim kô sô yao yuk maâm non lôêm tôring tinh ‘Binh Ñinh ñôêng sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam truh sônaêm ‘baêl ôbôêu khoâng hrieâng ‘baêl jiêt (ñôêng roêng ôêu krao la Chöông trinh)
18,b. Đối tượng áp dụng,b. Ñoâi töông ap jung
19,Trẻ em trong độ tuổi từ 3 đến 5 tuổi đang theo học mẫu giáo tại các cơ sở giáo dục mầm non được quyết định thành lập,Ñe hyoh lôêm kôbraê sônaêm ñôêng peâng truh pôñaêm sônaêm atung tiêa hoêk maâu giao lôêm rim cô sô giao duc maâm non ñei kueâÊt ñinh pôjing anao
20,Hoặc cho phép thành lập theo quy định trên địa bàn tỉnh Bình Định (sau đây gọi là đối tượng).,Thoi aên pheêp pôjing anao ‘boi quy ñinh lôêm tôring tinh ‘Binh Ñinh (ñôêng roêng ôêu krao la ñoâÊi töông)
21,"Các địa phương, cơ quan, tổ chức, cá nhân liên quan đến quản lý, thực hiện Chương trình trên địa bàn tỉnh Bình Định.","Rim cham pôlei, kô kuan, toâ chöêk, kôdih ôkôêu lieân kuan truh ngoê hnhei, pôm Chöông trinh lôêm tôring tinh ‘Binh Ñinh"
22,Định mức uống sữa hỗ trợ,Ñinh möêk eêt söa tôguêm
23,Đối tượng tham gia Chương trình được uống 03 hộp sữa/tuần/đối tượng. Mỗi hộp sữa có thể tích 180 ml.,ÑoâÊi töông adriêng pôm Chöông trinh ñeêi eêt peâng hoâp söa minh tuaân minh ñoâÊi töông. Minh hoâp söa ôêi theâ tiÊch minh hrieâng tôhngam jiêt mililit
24,Kinh phí thực hiện Chương trình,Jeân pôm Chöông trinh
25,Doanh nghiệp cung ứng sữa hỗ trợ 25% kinh phí theo giá mua sữa cho tất cả các đối tượng tham gia Chương trình.,Yoanh nghieâp cung öêng söa tôguêm ‘baêl jiêt pôñaêm phaân traêm jeân ‘boi yaê ruoât söa aên ñiê ñaêng rim ñoâÊi töông adriêng pôm chöông trinh
26,"Ngân sách địa phương hàng năm (gồm ngân sách tỉnh và ngân sách các huyện, thị xã, thành phố)","Ngaân sach cham pôlei rim sônaêm (thoi le ngaân sach tinh oeng ngaân sach rim hueân, thi xa, thanh phoâ)"
27,Hỗ trợ 75% kinh phí theo giá mua sữa cho tất cả các đối tượng tham gia Chương trình,Tôguêm tôpôêh jiêt pôñaêm phaân traêm jeân ‘boi yaê ruoât söa aên ñiê ñaêng rim ñoâÊi töông adriêng pôm Chöông trinh
28,"Thuộc 03 huyện miền núi, các xã bãi ngang, xã đảo và đối tượng thuộc hộ nghèo.","Oei lôêm kôbraê peâng hueân apung koâng, rim xa ‘bai ngang, hai ñao oeêng ñoâÊi töông oei lôêm kôbraê uênh hnam dônuh"
29,Gia đình của các đối tượng này không phải đóng góp kinh phí.,UÊnh hnam ñôêng rim ñoâÊi töông anu biê phai pôgoêp jeân
30,Hỗ trợ 25% kinh phí theo giá mua sữa cho tất cả các đối tượng còn lại tham gia Chương trình. ,Tôguêm ‘baêl jiêt pôñaêm phaân traêm jeân ‘boi giaê ruoât söa aên ñiê ñaêng rim ñoâÊi töông araê adriêng pôm Chöông trinh
31,Gia đình các đối tượng này đóng góp 50% kinh phí theo giá mua sữa.,UÊnh hnam rim ñoâÊi töông anu pôgoêp pôñaêm jiêt phaân traêm jeân ‘boi yaê ruoât söa
32,"Mức hỗ trợ kinh phí từ ngân sách tỉnh cho ngân sách huyện, thị xã, thành phố để bảo đảm thực hiện Chương trình","Möêk tôguêm jeân ñôêng ngaân sach tinh aên ngaân sach hueân, thi xa, thanh phoâ söê tômaên tôl pôm Chöông trinh"
33,"Năm 2018: Ngân sách tỉnh hỗ trợ 100% cho 11 huyện, thị xã, thành phố.","Sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôhngam: Ngaân sach tinh tôguêm minh hrieâng phaân traêm aên minh jiêt minh tơ ring, thi xa, thanh phoâ"
34,"Năm 2019 đến năm 2020, ngân sách tỉnh hỗ trợ","Sônaêm ‘baêl ôbôêu khoâng hrieâng minh jiêt tôxiênh truh sônaêm ‘baêl ôbôêu ‘baêl jiêt, ngaân sach tinh tôguêm"
35,"Hỗ trợ 100% cho 3 huyện miền núi: Vân Canh, Vĩnh Thạnh, An Lão.","Tôguêm minh hrieâng phaân traêm aên peâng tơ ring apung koâng: Vaân Canh, Vinh Thanh, An Lao"
36,Hỗ trợ 70% cho 2 huyện trung du: Hoài Ân và Tây Sơn.,Tôguêm tôpôêh jiêt phaân traêm aên ‘baêl tơ ring trung du: Hoai AÂn oeêng Taây Sôn
37,"Hỗ trợ 50% cho 05 huyện, thị xã khu vực đồng bằng: Tuy Phước, Phù Cát, Phù Mỹ, Hoài Nhơn và An Nhơn.","Tôguêm pôñaêm jiêt phaân traêm aên pôñaêm tơ ring, thi xa apung tômaên: Tuy Phöôc, Phu Cat, Phu My, Hoai Nhôn oeêng An Nhôn"
38,Hỗ trợ 20% cho thành phố Quy Nhơn.,Tôguêm ‘baêl jiêt phaân traêm aên thanh phoâ Quy Nhôn
39,Nguyên tắc và điều kiện thực hiện Chương trình,Nguyeân taêk oeêng tôdrong pôm Chöông trinh
40,"Thực hiện đối với các cơ sở giáo dục mầm non đủ điều kiện triển khai Chương trình theo phê duyệt của Ủy ban nhân dân các huyện, thị xã, thành phố.","Pôm adriêng rim cô sô yao yuk maâm non duh tôdrong pônhroh Chöông trinh ‘boi pheâ duyeât ñôêng UBND rim tơ ring, thi xa, thanh phoâ"
41,Gia đình các đối tượng tự nguyện tham gia Chương trình và đóng góp kinh phí mua sữa để thực hiện Chương trình theo quy định tại Điểm b Khoản 3 Điều này.,UÊnh hnam oeêng rim ñoâÊi töông kôdih adriêng pôm Chöông trinh oeêng pôgoêp jeân ruoât söa söê pôm Chöông trinh ‘boi kuy ñinh dônoê Ñieâm b Khoan peâng Ñieâu anu
42,"Thời gian thực hiện: Từ tháng 9/2018 đến hết tháng 12/2020 (05 học kỳ, tương đương 90 tuần theo năm học).","Jônang pôm: Ñôêng kheêi tôxiênh sônaêm ‘baêl ôbôêu minh jiêt tôhngam truh ñiê kheêi minh jiêt ‘baêl sônaêm ‘baêl ôbôêu ‘baêl jiêt (pôñaêm hoêk ky, dang dang tôxiênh jiêt tuaân ‘boi sônaêm hoêk)"
43,Điều 2. Ủy ban nhân dân tỉnh có trách nhiệm tổ chức triển khai thực hiện Nghị quyết.,Ñieâu ‘baêl. UBND tinh ôêi trach nhieâm pôloêk pônhroh pôm Nghi kueâÊt
44,"Điều 3. Thường trực Hội đồng nhân dân tỉnh, các Ban của Hội đồng nhân dân tỉnh","Ñieâu peâng. Thöông tröêk HÑND tinh, rim ‘Ban ñôêng HÑND tinh"
45,"Tổ đại biểu Hội đồng nhân dân tỉnh và đại biểu Hội đồng nhân dân tỉnh kiểm tra, giám sát việc thực hiện Nghị quyết.","Toâ ñai ‘bieâu HÑND tinh oeêng ñai ‘bieâu HÑND tinh ngoê hnhei, yam sat tôdrong pôm Nghi kueâÊt"
46,Nghị quyết này đã được Hội đồng nhân dân tỉnh Khóa XII Kỳ họp thứ 7 thông qua ngày 19 tháng 7 năm 2018,Nghi kueâÊt anu jôh ñei HÑND tinh Khoêa minh jiêt ‘baêl maêng hoêp maêng maê tôpôêh thoâng qua ‘naêr minh jiêt tôxiênh kheêi tôpôêh sônaêm ‘baêl ôbôêu minh jiêt tôhngam
47,Và có hiệu lực từ ngày 01 tháng 8 năm 2018.,Oeêng ôêi hieâu löêk ñôêng ‘naêr minh kheêi tôhngam sônaêm ‘baêl ôbôêu minh jiêt tôhngam.
