ID,Tiếng Việt,Tiếng BaNa
0001,Kỹ thuật trồng bưởi Diễn,Kô kach pôtaêm ‘boêng yieân
0002,"Bưởi diễn có nguồn gốc từ bưởi Đoan Hùng, được đưa về trồng đầu tiên tại xã Phú Diễn - huyện Từ Liêm - TP Hà Nội. Giống có quả tròn, vỏ quả nhẵn, khi chín màu vàng cam; khối lượng trung bình từ 0,8 - 1kg, ăn giòn, ngọt.","‘Boêng yieân ôêi nguoân tôm ñôêng ‘boêng Ñoan Hung, ñeêi cheêp söt pôtaêm pôtôm dônoê xa Phu Yieân – hueân Tö Lieâm – TP Ha Noâi. AdreâÊch ôêi pleêi tron, kôñoh pleêi kôleênh, jônang ñum môu brôêu cam; khoâÊi löông tiênh jônuêm ñôêng khoâng pheêi tôhngam truh minh kiloâgam, sa kreênh, ‘ngam"
0003,"Với vườn cây từ 7 tuổi trở lên, năng suất đạt từ 25 - 28 tấn/ha trong điều kiện chăm sóc trung bình. Thời gian thu hoạch thường trước Tết Nguyên đán khoảng 15 - 20 ngày. Đây là cây trồng đem lại hiệu quả kinh tế cao và có khả năng thích ứng rộng rãi. ","Adriêng vöôn ‘long ñôêng tôpôêh sônaêm kjung, thu ‘yoêk ñat ñôêng ‘baêl jiêt pôñaêm truh ‘baêl jiêt tôhngam taâÊn minh hecta lôêm tôdrong tôme rong trung ‘binh. Jônang thu ‘yoêk adrol Teât ngueân ñan khoang minh jiêt pôñaêm truh ‘baêl jiêt ‘naêr. Anu la ‘long pôtaêm cheêp aên thu ‘yoêk kinh teâÊ deâh oeêng ôêi tôdrong thiêch öêng saê"
0004,"Những năm gần đây, cây bưởi Diễn được nhiều địa phương coi là cây trồng chính trong chuyển đổi cơ cấu cây trồng và phát triển thành những vùng trồng bưởi Diễn với những diện tích lớn và tập trung. ","Lö sônaêm jeâÊ ôêu, ‘long ‘boêng yieân ñei lö cham pôlei ngoê la ‘long pôtaêm chiênh lôêm tôplih kô kôêu ‘long pôtaêm oeêng pôjing ñei rim apung pôtaêm ‘boêng yieân adriêng lö chñeh teh groâng oeêng pônhoâm"
0005,Thời vụ: Vụ Xuân trồng tháng 2 - 4.  Vụ Thu trồng tháng 8 - 10.,Thôi vuê: Vuê Xuaân pôtaêm kheêi ‘baêl truh kheêi puoân. Vuê Thu pôtaêm kheêi tôhngam truh kheêi minh jiêt
0006,"Chuẩn bị giống: cây giống sản xuất bằng phương pháp ghép phải được tạo hình cơ bản trong vườn ươm, có ít nhất 2 cành cấp 1 và không nhiều quá 3 cành. ","Chuaân ‘bi adreâÊch: ‘Long adreâÊch choh jang ñôêng kô kach gheêp phai ñei tao hinh kô ‘ban lôêm vöôn öôm, ôêi ‘biêa pôgloh ‘baêl tô‘bra kôêp minh oeêng biê lö pôgloh peâng tô‘bra"
0007,"Đường kính cành ghép cách điểm ghép đạt từ 0,5 - 0,7 cm; dài từ 50 cm trở lên; có bộ lá xanh tốt, không sâu, bệnh.","Ñöông kiênh tô‘braê gheêp kach dônoê gheêp ñat ñôêng khoâng pheêi pôñaêm truh khoâng pheêi tôpôêh centimet; ñuoÊâi ñôêng pôñaêm jiêt centimet kjung; ôêi ‘boâ hla kseê lieâm, biê jôroâng, jiê"
0008,"Chọn đất và làm đất: Đất trồng bưởi tốt nhất có tầng dầy từ 1 m trở lên, kết cấu xốp để giữ mầu và thoát nước tốt, giàu mùn. Trước khi trồng cần phát quang, san mặt bằng; đào hố; bón phân lót và lấp hố","Chaê teh oeêng pôm teh: Teh pôtaêm ‘boêng hôgeêi pôgloh ôêi taâng hô‘bôl ñôêng minh met kjung, keÊât kôêu lômön söê jö môu oeêng thoat ñak hôgeêi, lö buk. Adrol jônang pôtaêm waê möêih sach, pôm tômaên; sil troâm, tuh phôêng lot oeêng ‘buê troâm"
0009,"Đối với những đồi rừng chuyển sang trồng bưởi Diễn đều phải phát quang, thậm chí phải đánh bỏ toàn bộ rễ cây rừng và san ủi tạo mặt phẳng tương đối để cho việc thiết kế vườn được dễ dàng.","Adriêng rim teh bri tôkan pôtaêm ‘boêng yieân hôdôi phai möêih sach, pôgloh phai sil tuêk ñiê ‘boâ rieâÊh ‘long bri oeêng san ui pôm tômaên töông ñoâÊi söê aên tôdrong thieâÊt keâÊ teh dal hnam ñei hlaêu"
0010,"Tuỳ theo từng vùng đất xấu tốt mà bố trí mật độ khác nhau: Khoảng cách trung bình (5m x 6m), mật độ 333 cây/ha. Vùng đồi có thể trồng với khoảng cách (6 - 7m), mật độ 240 - 300 cây/ha.","Tuy ‘boi rim apung teh bröê lieâm maê ‘boâÊ triê maât ñoâ biê in adriêng: Khoang kach tiênh jônuêm (pôñaêm met nhôêng drôêu met), maât ñoâ peâng hieâng peâng jiêt peâng ‘long lôêm minh hecta. Apung groi ôêi tôdrong pôtaêm adriêng khoang kach (drôêu truh tôpôêh met), maât ñoâ ‘baêl hrieâng puoân jiêt truh peâng hrieâng ‘long lôêm minh hecta"
