ID,Tiếng Việt,Tiếng BaNa
0001,Quy trình kỹ thuật canh tác cây khoai mì,Kuy trinh kô kach pôtaêm ‘long kumi
0002,Chuẩn bị đất,Chuaân ‘bi the
0003,"Chọn đất: Đất bằng phẳng, có thành phần cơ giới nhẹ (đất cát pha, thịt nhẹ), tơi xốp, không bị ngập úng, độ pH = 5 – 7 là thích hợp nhất.","Chaê teh: Teh tômaên, ôêi tôdrong kô giôêi dal (teh chuêah pha, aseêch dal), lômön, biê ‘bi hlôêp, ñoâ pH dang pôñaêm truh tôpôêh la trô troê pôgloh"
0004,"Làm đất: Đất trồng khoai mì nhất thiết phải được thu dọn rễ cây, tàn dư thực vật, san bằng phẳng và xử lý cỏ dại","Pôm teh: Teh pôtaêm kumi pôgloh phai ñei thu don rieâÊh ‘long, tan yö thöêk vaât, pôm tômaên oeêng xö lyê nhaêt"
0005,"Cày sâu 20 – 25cm, cày 2 lần, mỗi lần cách nhau 10 – 15 ngày, bừa 2 lần (lần 1 sau khi cày lật lần 1 khoảng 7 – 15 ngày và bừa lần 2 sau khi cày lần 2 từ 5 – 7 ngày).","Kaêi jôruê ‘baêl jiêt truh ‘baêl jiêt pôñaêm centimet, kaêi ‘baêl maêng, minh maêng kach adriêng minh jiêt truh minh jiêt pôñaêm ‘naêr, ‘böa ‘baêl maêng (maêng maê minh ñôêng roêng kaêi blôê maêng maê minh khoang tôpôêh truh minh jiêt pôñaêm ‘naêr oeêng böa maêng maê ‘baêl ñôêng roêng kaêi maêng maê ‘baêl ñôêng pôñaêm truh tôpôêh ‘naêr)"
0006,"Vùng đất dốc thì làm đất tối thiểu để hạn chế xói mòn, rữa trôi. Nếu đất có độ dốc lớn (> 8%) thì không cần cày bừa mà cuốc hốc trồng trực tiếp.",Apung teh tôgeêl thoi pôm teh toâÊi thieâu söê pôm tôjul hlih teh. Tôêng teh ôêi ñoâ tôgeêl groâng (groâng loi tôhngam phaân traêm) thoi biê waê kaêi ‘böa ma boêk troâm pôtaêm tröêk tieâÊp
0007,Trồng mì trên đất dốc theo đường đồng mức (luống trồng vuông góc với độ dốc).,Pôtaêm kumi lôêm teh tôgeêl ‘boi trong ñoâng möêk (luoâÊng pôtaêm vuoâng goêk adriêng ñoâ tôgeêl)
0008,"Trồng xen canh hoặc luân canh với các cây họ đậu như đậu phụng, đậu xanh, đậu đen… có tác dụng làm tăng dinh dưỡng đất, phục hồi độ phì sau khi trồng khoai mì. Đây là một trong những biện pháp canh tác bền vững đối với đất trồng khoai mì. Không nên trồng độc canh cây khoai mì nhiều năm liền.","Pôtaêm xen kanh thoi luaân kanh adriêng rim ‘long ho ñôêu in ñôêu phung, tuih gaêm, pra… ôêi tôdrong pôm kjung yinh yöông teh, phuêk hoâi ñoâ phi ñôêng roêng pôtaêm kumi. Anu la minh lôêm rim tôdrong pôm kôjaêp adriêng teh pôtaêm kumi. Biê pôtaêm minh loai ‘long kumi lö sônaêm ling"
0009,"Một số giống khoai mì có năng suất cao như KM 60, KM 95, SM 937-26, KM 98-1, KM 98-5, KM 140, KM 94… (28 – 30 tấn, hàm lượng tinh bột từ 28 – 30%).","Minh ksoâÊ adreâÊch kumi ôêi thu ‘yoêk deâh in KM drôêu jiêt; KM tôxiênh pôñaêm; SM tôxiênh peâng tôpôêh-‘baêl drôêu; KM tôxiênh tôhngam-minh; KM tôxiênh tôhngam-pôñaêm; KM minh puoân khoâng; KM tôxiênh puoân… (‘baêl jiêt tôhngam truh peâng jiat tôêng, ham löông tinh ‘boât ñôêng ‘baêl jiêt tôhngam truh peâng jiêt phông traêm)"
0010,"Chọn cây phải đạt ít nhất 6 tháng tuổi, khỏe mạnh, không nhiễm sâu bệnh, nhặt mắt, không bị khô, không trầy xước để làm hom giống.","Chaê ‘long phai ñat ‘biêa pôgloh ñei drôêu kheêi, jaêng deâh, biê nhieâm jôroâng jiê, lö apaêng, biê ‘bi srieâng, biê kôlot söê pôm hom adreâÊch"
