ID,Tiếng Việt,Tiếng BaNa
0001,"Bí thư Tỉnh ủy Nguyễn Thanh Tùng thăm, chúc Tết tại xã Vĩnh Hòa","Bi thö Tinh uy Nguyeân Thanh Tung, naêm tômang oeng chuc teât dôno xa Vinh Hoa"
0002,"Ban Dân vận Huyện ủy Vĩnh Thạnh tổ chức Hội nghị tổng kết công tác Dân vận năm 2019, triển khai nhiệm vụ năm 2020","Khul daân vaân Huyeân uy Vinh Thanh pôlok Hoâi nghi toâng keât tôdrong daân vaân sônaêm 2019, pônhroh tôdrong pôm sônaêm 2020."
0003,"Đảng ủy thị trấn Vĩnh Thạnh tổ chức Hội nghị tổng kết công tác năm 2019, triển khai nhiệm vụ năm 2020","Ñang uy thi traân Vinh Thanh pôlok Hoâi nghi toâng keât tôdrong pôm sônaêm 2019, pônhroh tôdrong pôm sônaêm 2020"
0004,"Sở Văn hóa Thể thao phối hợp UBND huyện Vĩnh Thạnh tổ chức Chương trình giao lưu văn hóa dân tộc thiểu số và công tác gia đình năm 2019 tại Làng K8, xã Vĩnh Sơn","Sô Vaên hoa theâ thao adring UBND huyeân Vinh Thanh pôlok chöông trinh giao löu vaên hoa kon koâng oeng tôdrong unh hnam sônaêm 2019 dô no pôlei K8, xa Vinh Sôn"
0005,"Nhân dịp chuẩn bị đón Tết Canh Tý 2020, chiều 24.12, đồng chí Nguyễn Thanh Tùng - Ủy viên Trung ương Đảng, Bí thư Tỉnh ủy, Chủ tịch HĐND tỉnh đã đi thăm, chúc Tết tại xã Vĩnh Hòa, huyện Vĩnh Thạnh.","Thoi maêng goâ ñech ñon Teât Canh ty 2020, ksô naêr 24/12, ñ/c Nguyeân Thanh Tung – Uy vieân Trung öông Ñang, Bi thö Tinh uy, Chu tich HDND tinh jôh naêm tômang oeng chuc teât dô no xa Vinh Hoa, huyeân Vinh Thanh."
0006,"Trò chuyện thân mật với người dân xã Vĩnh Hòa, Bí thư Tỉnh ủy Nguyễn Thanh Tùng nhắc lại thời điểm 15 năm trước, bà con chuyển về định cư tại xã Vĩnh Hòa để phục vụ thi công hồ thủy lợi Định Bình, giúp người miền xuôi có điều kiện canh tác, chăn nuôi. ","Pôñam bôl adring naê ma xa vinh Hoa, Bi thö Tinh uy Nguyeân Thanh Tung tôroi pieâu jônang 15 sônaêm adrol ôu, naê ma chuyeân söt ñinh cö dô no xa Vinh Hoa sö tôgum thi koâng klong thuy lôi Ñinh Binh, tôgum bôngai oei apung tômaên oei tôdrong pôm choh jang, kia rong. "
0007,"Sự hy sinh của bà con rất lớn, Đảng và Nhà nước luôn ghi nhận, biểu dương. ","Rôdrong hy sinh ñông naê ma pôgloh groâng, Ñang oeng kôpal dech ghi yok, bône."
0008,"Hiện nay, đời sống còn nhiều khó khăn, đồng chí Bí thư Tỉnh ủy mong bà con đoàn kết, cùng nhau xây dựng quê hương ngày càng phát triển hơn.","Ahrei, toång yaêl arih araê lö hrat tônap, ñ/c Bi thö Tinh uy kô waê naê ma ñoan keât kôjaêp, adring ti tôjung pôm apung naêr kang pôjing loi."
0009,"Nhân dịp chuẩn bị đón Tết Canh Tý 2020, Bí thư Tỉnh ủy chúc bà con sang năm mới dồi dào sức khỏe, hạnh phúc và có cuộc sống tốt hơn năm cũ. ","Thoi maêng goâ ñech ñon Teât Canh Ty 2020, Bi thö Tinh uy chuc naê ma qua sônaêm anao lö jaêng pran, alöng lieâm oeng ôi tôdrong yaêl arih hôgei loi sônaêm ñunh. "
0010,"Đồng chí tặng 360 suất quà cho các hộ nghèo, gia đình chính sách ở xã Vĩnh Hòa, mỗi suất quà trị giá 800 nghìn đồng."," Ñ/c taêng 360 suaât qua aên rim unh hnam dônuh, unh hnam ôi koâng adring the ñak oei xa Vinh Hoa, minh suaât qua 800 ôbôu."
