ID,Tiếng Việt,Tiếng BaNa
0001,"Sáng ngày 28.7, UBND huyện Vĩnh Thạnh tổ chức Lễ phát động toàn dân tập luyện môn bơi, phòng chống đuối nước năm 2019","Bôgheâ ‘naêr 28/7, UBND huyeân Vinh Thanh pôloêk Leâ phat ñoâng ñiê ñaêng naê ma pôtôêp klôi, phong dôt puêk ñak sônaêm 2019"
0002,"Dự Lễ phát động có Đ/c Đinh Đrin, Phó Bí thư thường trực Huyện ủy, Chủ tịch HĐND huyện; ông Huỳnh Đức Bảo, Phó Chủ tịch UBND huyện","Dö leâ ôêi ñ/c Ñinh Ñrin, Phoê ‘biê thö thöông tröêk Huyeân uy, Chu tich HÑND huyeân; ‘boêk Huynh Ñöc Bao, Phoê chuû tich UBND huyeân"
0003,"Lễ phát động còn thu hút nhiều cán bộ CNVC, lực lượng đoàn viên thanh niên và người dân trên địa bàn huyện tham dự","Maêmg phat ñoâng araê pônhoâm lö kang boâ, CNVC, löêk löông ñe adruh tôdaêm oeêng naê ma lôêm tôring huyeân"
0004,"Vĩnh Thạnh là huyện miền núi, có nhiều ao, hồ, sông, suối nên tiềm ẩn nguy cơ xảy ra đuối nước là rất cao","Vinh Thanh la huyeân apung koâng, ôêi lö ‘baêu, kloêng, ñak krong, ñak sôñieâng kôna tôdrong ôêi leêch puêk ñak la pôgloh"
0005,"Đuối nước không những cướp đi sự sống, mà còn để lại những nỗi đau không nguôi cho nhiều gia đình và xã hội",Puêk ñak biê pôm hiong hiôt bôngai maê araê söê aên lö tôdrong biê alöng aên lö uênh hnam oeêng xa hoâi
0006,"Tại huyện Vĩnh Thạnh, tình trạng đuối nước trên địa bàn huyện vẫn còn diễn ra và gần như năm nào cũng có người chết do đuối nước, nhất là trẻ em","Lôêm huyeân Vinh Thanh, tôdrong puêk ñak lôêm tôring huyeân araê ôêi ‘boh oeêng waê in sônaêm maê nhö kung ôêi bôngai luoâÊch yua puêk ñak, pôgloh la ñe hôyoh"
0007,"Tại Lễ phát động, ông Huỳnh Đức Bảo, Phó Chủ tịch UBND huyện yêu cầu các cấp ủy đảng, chính quyền, các hội đoàn thể, nhà trường, gia đình và toàn thể xã hội cần đẩy mạnh thông tin tuyên truyền nhằm nâng cao nhận thức về phòng, chống đuối nước, nhất là đối với trẻ em","Dônoê maêng phat ñoâng, ‘boêk Huynh Ñöc Bao, Phoê chu tich UBND huyeân pôkaê rim kôêp uy ñang, khul pôgôl, rim hoâi, ñoan theâ, hnam tröông, uênh hnam oeêng ñiê ñaêng xa hoâi waê jôraê deâh tôdrong pôtho khan söê poâk xuoân tôdrong baêt lôêm phong dôt puêk ñak, pôgloh la ñe hôyoh"
0008,"Phổ cập bơi và các kiến thức, kỹ năng phòng, chống đuối nước; có biện pháp bảo vệ, cảnh báo những nơi có ao, hồ, giếng nước, bể nước hoặc những nơi có nước sâu","Pôtôêp klôi oeêng rim tôdrong baêt, kô kach phong dôt puêk ñak, ôêi tôdrong jö vei, pôtho khan rim dônoê ôêi kloêng, ‘baêu, jieâÊng ñak, beâ ñak thoi rim dônoê ôêi ñak jôruê"
0009,"Đưa các nội dung phòng chống đuối nước vào chương trình giáo dục trong trường học, đặc biệt là triển khai sâu rộng các hoạt động dạy bơi, kỹ năng phòng, chống đuối nước","AÊn rim tôdrong phong dôt puêk ñak tômöt tôdrong pôtôêp lôêm hnam tröông, pôgloh la pônhroh saê rim tôdrong pôtôêp klôi, kô kach phong dôt puêk ñak"
0010,"Để giảm thiểu tình trạng đuối nước, nhất là trẻ em đuối nước, việc phổ cập bơi và các kiến thức, kỹ năng phòng, chống đuối nước cho trẻ em là giải pháp hết sức cấp thiết","Söê tôjul tôdrong puêk ñak, pôgloh la ñe hôyoh puêk ñak, tôdrong pôtôêp klôi oeêng rim tôdrong baêt, kô kach phong dôt puêk ñak aên ñe hôyoh la tôdrong pôgloh"
0011,"Đây là trách nhiệm của các cấp, các ngành, gia đình, nhà trường và toàn xã hội","Anu la tôdrong pôm ñôêng rim kôêp, rim nganh, uênh hnam, hnam tröông oeêng ñiê ñaêng xa hoâi"
0012,"Nhằm góp phần thực hiện môi trường an toàn, nói không với vấn nạn đuối nước trên địa bàn huyện","Söê pôgoêp tôdrong pôm moâi tröông an toan, khan biê adriêng tôdrong puêk ñak lôêm tôring huyeân"
0013,"Ngay sau Lễ phát động, lực lượng đoàn viên thanh niên đã tổ chức ra quân đi tuyên truyền, diễu hành trên các tuyến đường chính trong huyện, để hưởng ứng phong trào toàn dân tập luyện môn bơi, phòng chống đuối nước năm 2019 trên địa bàn huyện","Ñôêng roêng maêng phat ñoâng, löêk löông ñe adruh tôdaêm jôh pôloêk leêch kuaân naêm pôtho khan, dieâu hanh lôêm rim tuyeâÊn trong chiênh lôêm huyeân söê höông öng trong glong ñiêê ñaêng naê ma pôtôêp klôi, phong dôt puêk ñak sônaêm 2019 lôêm tôring huyeân"
0014,"Tham gia Liên hoan văn hóa cồng chiêng các dân tộc thiểu số tỉnh Bình Ðịnh lần thứ I - năm 2019 sẽ có 9 đoàn nghệ nhân, diễn viên đến từ các huyện miền núi, trung du trong tỉnh","Tham gia lieân hoan vaên hoa ching phoâng rim naê ma kon koâng tinh Binh Ñinh maêng maê I sônaêm 2019 ôêi 09 ñoan ngheâ nhaân, dieân vieân truh ñôêng rim huyeân apung koâng, trung du lôêm tinh"
0015,"Trong đó các huyện Vĩnh Thạnh, Vân Canh, An Lão mỗi huyện có 2 đoàn, các huyện Tây Sơn, Phù Cát, Hoài Ân mỗi huyện có 1 đoàn","Lôêm ‘noh rim huyeân Vinh Thanh, Vaân Canh, An Lao minh huyeân ôêi 02 ñoan, rim huyeân Taây Sôn, Phu Cat, Hoai AÂn minh huyeân ôêi 01 ñoan"
0016,"Tham gia Liên hoan, huyện Vĩnh Thạnh có 2 đoàn tham gia là đoàn xã Vĩnh Sơn và đoàn Trường Phổ thông dân tộc nội trú THCS & THPT Vĩnh Thạnh","Tham gia lieân hoan, huyeân Vinh Thanh ôêi 02 ñoan tham gia la khul xa Vinh Sôn oeêng khul Tröông PTDTNT THCS&THPT Vinh Thanh"
0017,"Tại Liên hoan lần này, đội cồng chiêng của Trường Phổ thông dân tộc nội trú THCS & THPT Vĩnh Thạnh là đội trẻ nhất","Lôêm lieân hoan maêng maê anu, ñoâi ching phoâng ñôêng Tröông PTDTNT THCS&THPT Vinh Thanh la ñoâi adruh pôgloh"
0018,"Chuẩn bị cho Liên hoan, nhà trường đã mời nghệ nhân Yang Danh và nghệ nhân Đinh Kim đến hướng dẫn luyện tập nâng cao cho các em, đây cũng là cơ hội để thắp lên niềm tự hào về văn hóa truyền thống của dân tộc các em","Goâ ñeêch aên lieân hoan, hnam tröông jôh krao ngheâ nhaân Yang Danh oeêng ngheâ nhaân Ñinh Kim truh pôtôêp söê poâk xuoân aên rim ñe hôyoh, anu kung la tôdrong söê poâk xuoân nöih sôngöm lôêm vaên hoa ñôêng kon koâng"
0019,"Theo kế hoạch của UBND tỉnh, tổ chức Liên hoan cồng chiêng các dân tộc thiểu số tỉnh Bình Định lần thứ I - năm 2019 là nhằm góp phần bảo tồn, phát huy giá trị không gian văn hóa cồng chiêng của đồng bào","‘Boi glong pônhroh ñôêng UBND tinh, pôloêk lieân hoan ching phoâng rim naê ma kon koâng tinh Binh Ñinh maêng maê I sônaêm 2019 la pôgoêp tôdrong jö vei, pôjing giaê tri khoâng gian vaên hoa ching phoâng ñôêng naê ma"
0020,"Đây là dịp để các nghệ nhân chia sẻ, trao đổi kinh nghiệm trong việc phục hồi, truyền dạy, phát huy nghệ thuật cồng chiêng đặc sắc của dân tộc mình; tạo không khí vui tươi đoàn kết","Anu kung la maêng söê rim ngheâ nhaân asong, trao ñoâi kinh nghieâm lôêm tôdrong phuêk hoâi, pôtôêp, pôjing tôdrong ching phoâng ñôêng kon koâng bôên, pôm tôdrong ñoan keât alöng lieâm"
0021,"Thời gian qua, UBND huyện chỉ đạo các cơ quan, đơn vị địa phương phối hợp với các hội đoàn thể tiếp tục thực hiện Quyết định số 160/QĐ-UBND ngày 08/02/2018 của UBND huyện về ban hành Kế hoạch “Đẩy mạnh công tác phổ biến, giáo dục pháp luật, vận động đồng bào vùng DTTS và miền núi” giai đoạn 2017 - 2021 trên địa bàn","Jônang anu yuoâ ôêu, UBND huyeân pôgôl rim kô kuan, ñôn vi cham pôlei adriêng rim hoâi, ñoan theâ ling lang pôm Quyeât ñinh ksoÊâ 160/QÑ-UBND ‘naêr 08/02/2018 ñôêng UBND huyeân lôêm aên leêch glong pônhroh “Jôraê deâh tôdrong pôtho khan phap luaât, krao akoêm naê ma kon koâng” jônang 2017 – 2021 lôêm tôring"
0022,"Trong đó có các mục tiêu, giải pháp cụ thể nhằm cung cấp thông tin kịp thời, chính xác, dễ đọc, dễ nghe, thực hiện những nội dung cơ bản để đồng bào DTTS và miền núi từng bước nâng cao nhận thức, chấp hành nghiêm pháp luật, tin tưởng vào sự lãnh đạo của Đảng, sự quản lý điều hành của Nhà nước, giúp bà con yên tâm lao động sản xuất, phát triển kinh tế - xã hội ở địa phương","Lôêm ‘noh ôêi rim tôdrong cu theâ söê tôguêm thoâng tin tôtam, trô troê, hlaêu ñoêk, hlaêu kôpaêng, pôm rim tôdrong kô ‘ban söê naê ma kon koâng rim tôdrong poâk xuoân tôdrong baêt, pôm trô troê phap luaât, lui tôpaê tômöt tôdrong pôgôl ñôêng Ñang, tôdrong ngoê hnhei pôgôl ñôêng kôpal, tôguêm naê ma alöng pôm choh jang, pôjing kinh teâ xa hoâi oei cham pôlei"
0023,"Đồng thời, tham gia đầy đủ các Hội nghị tuyên truyền, phổ biến giáo dục pháp luật tại các thôn, làng đồng bào DTTS trên địa bàn huyện","Thoi ‘noh, adriêng pôm duh rim Hoâi nghi pôtho khan phap luaât oei rim thoân, pôlei naê ma kon koâng lôêm tôring huyeân"
0024,"Hôm nay, hơn 7 nghìn học sinh của huyện vùng cao Vĩnh Thạnh đến trường dự lễ khai giảng năm học 2019-2020","Ahreêi, loi 07 ôbôêu hoêk sinh ñôêng huyeân apung koâng Vinh Thanh truh tröông dö maêng khai giang sônaêm hoêk anao sônaêm 2019 – 2020"
0025,"Thầy trò và các phụ huynh cùng hân hoan chờ đón một lễ khai giảng thiết thực, đúng ý nghĩa và mang lại niềm vui cho học sinh","Bôngai pôtôêp pôtho oeêng rim miê ‘baê adriêng höch hanh goâ minh leâ khai giang tôpaê, troê yê nghia oeêng cheêp aên tôdrong höch hanh aên hoêk sinh"
0026,"Ngày đầu tiên bước vào Trường PTDTNT THCS&THPT Vĩnh Thạnh, em Đinh Thị Thúy Hằng, ở làng Klot Pok, thị trấn Vĩnh Thạnh khá bỡ ngỡ","‘Naêr pôtôm naêm tômöt Tröông PTDTNT THCS&THPT Vinh Thanh, oh Ñinh Thi Thuy Haêng, oei pôlei Klot Pok, thi traân Vinh Thanh khaê môlôêu"
0027,"Trường mới, bạn bè mới, thầy cô mới","Tröông anao, ‘ban ‘be anao, bôngai pôtôêp pôtho anao"
0028,"Được cô giáo chủ nhiệm đón ở khu nội trú, chỉ cho chỗ ở và hướng dẫn nội quy trường lớp mới, Hằng trở nên tự tin, vui vẻ hơn trong môi trường học tập mới","Ñei coâ chu nhieâm goâ oei khu noâi tru, pôchi aên dônoê oei oeêng pôtho khan noâi quy tröông lôp anao, Haêng jôh tö tin oeêng höch hanh loi lôêm moâi tröông hoêk tôp anao"
0029,Em Đinh Thị Thúy Hằng bày tỏ cảm xúc của mình như thế này,Oh Ñinh Thi Thuy Haêng pôñam ‘bôl nöih sôngöm ñôn bôên in ôêu
0030,"Đón học sinh vào năm học mới, hướng dẫn cho các em học sinh mới vào trường trong nhiều năm học qua luôn được nhà trường chú trọng","Yoêk hoêk sinh tômöt sônaêm anao, pôtho khan aên rim ñe oh hoêk sinh anao tômöt tröông lôêm lö sônaêm hoêk dach ñei hnam tröông ngoê hnhei"
0031,"Các giáo viên chủ nhiệm lớp 6 luôn gần gũi, động viên cho các em làm quen và băt nhịp với môi trường mới để tạo cho các em cảm giác thân thiện trong môi trường học tập mới","Rim bôngai pôtôêp pôtho chu nhieâm lôêp 6 dach oei jeâÊ, potho khan aên rim ñe oh pôm quen adriêng moâi tröông anao söê pôm aên rim ñe oh ôi tôdrong yaêl arih alöng lôm moâi tröông hoêk tôêp anao"
0032,"Cô giáo Đinh Thị Thủy - Giáo viên chủ nhiệm lớp 6A2, Trường PTDTNT THCS&THPT Vĩnh Thạnh cho biết","Duch Ñinh Thi Thuy – giao vieân chu nhieâm lôêp 6A2, Tröông PTDTNT THCS&THPT Vinh Thanh aên aleÊâ"
0033,"Năm nay, trường có 462 học sinh ở 2 cấp học THCS&THPT","Sônaêm anu, Tröông ôêi 462 hoêk sinh oei 02 kôêp hoêk THCS&THPT"
0034,"Lễ khai giảng năm học mới ở Trường PTDTNT THCS&THPT Vĩnh Thạnh bắt đầu bằng tiết mục biểu diễn cồng chiêng đón chào năm học mới nhằm tạo không khí vui tươi, phấn khởi cho học sinh là con em đồng bào các dân tộc trên địa bàn huyện",Leâ khai giang sônaêm hoêk anao oei Tröông PTDTNT THCS&THPT Vinh Thanh trong pôtôm la it ching phoâng chao sônaêm hoêk anao söê pôm tôdrong alöng aên hoêk sinh la kon mon naê ma kon koâng lôêm tôring huyeân
0035,Trường PTDTNT THCS&THPT Vĩnh Thạnh có 100% học sinh là con em đồng bào các dân tộc,Tröông PTDTNT THCS&THPT Vinh Thanh ôêi 100% hoêk sinh la kon mon naê ma kon koâng
0036,"Trước thềm năm học, nhà trường đã triển khai nhiều biện pháp tuyên truyền, vận động học sinh trở lại trường sau kỳ nghỉ hè nhằm đảm bảo sĩ số học sinh","Adrol sônaêm hoêk anao, hnam tröông jôh pônhroh lö tôdrong pôtho khan, krao akoêm hoêk sinh naêm truh tröông ñôêng roêng maêng pôdôêi he söê tômaên tôl si soÊâ hoêk sinh"
0037,Thầy Từ Kim Lân - Hiệu trưởng Trường PTDTNT THCS&THPT Vĩnh Thạnh cho biết thêm,Thaây Tö Kim Laân – Hieâu tröông Tröông PTDTNT THCS&THPT Vinh Thanh aên baêt
0038,"Hòa cùng niềm vui chung của các thầy giáo, cô giáo trên mọi miền đất nước, những tiếng cười, những bước chân rộn ràng đến trường của học sinh và những nỗ lực, niềm tin của thầy giáo, cô giáo vùng cao huyện Vĩnh Thạnh sẽ hứa hẹn một năm học mới với nhiều thành công","Adriêng tôdrong höch hanh ñôêng rim bôngai pôtôêp pôtho lôêm rim apung teh ñak, rim tôdrong höch hanh naêm truh tröông ñôêng hoêk sinh oeêng rim tôdrong pran ñôêng bôngai pôtôêp pôtho apung koâng Vinh Thanh pôkaê minh sônaêm hoêk anao adriêng lö tôdrong pôgloh"
0039,"Nhân dịp Tết Trung thu năm 2019, huyện Vĩnh Thạnh tổ chức nhiều hoạt động vui Tết Trung thu cho các em thiếu nhi trên địa bàn huyện","Thoi maêng Teât trung thu sônaêm 2019, huyeân Vinh Thanh pôloêk lö tôdrong sôhmanh Teât trung thu aên rin ñe hôyoh lôêm tôring huyeân"
0040,"Đồng thời, sẽ trích kinh phí từ nguồn quỹ Bảo trợ trẻ em huyện, tặng 40 suất quà cho trẻ em nghèo, trẻ em khuyết tật, trẻ em có hoàn cảnh đặc biệt ở hai xã Vĩnh Sơn và Vĩnh Kim, mỗi suất quà trị giá 200 nghìn đồng","Thoi ‘noh yoêk jeân ñôêng nguoân jeân Bao trô ñe hôyoh huyeân, aên 40 suaât qua aên ñe hôyoh dônuh, ñe hôyoh kue, ñe hôyoh ôêi tôdrong pôgloh hrat tônap oei 02 xa Vinh Sôn oeêng Vinh Kim, minh suaât qua 200 ôbôêu"
0041,Phòng LĐ- TB và XH huyện phối hợp Huyện đoàn tổ chức các hoạt động vui chơi tập trung cho trẻ em như tổ chức Chương trình Ngày hội em yêu văn hóa dân gian; Chương trình Đêm hội Trăng rằm tại Trung tâm VH- TT-TT huyện và tặng 200 suất quà cho trẻ em trên địa bàn huyện,Phong LÑ-TB&XH huyeân adriêng Huyeân ñoan pôloêk rim tôdrong sôhmanh aên rim ñe hôyoh in: Pôloêk chöông trinh ‘naêr hoâi ñe hôyoh ameêm vaên hoa daân gian; Chöông trinh ñeâm hoâi traêng raêm dônoê Trung taâm VH-TT-TT huyeân oeêng aên 200 suaât qua aên ñe hôyoh lôêm tôring huyeân
0042,"Bên cạnh đó, UBND huyện Vĩnh Thạnh chỉ đạo các ngành, đoàn thể liên quan và các địa phương, tổ chức các hoạt động vui tết Trung thu cho trẻ em trong huyện","Minh kôpah ‘noh, UBND huyeân Vinh Thanh pôgôl rim nganh, ñoan theâ lieân quan oeêng rim cham pôlei pôloêk rim tôdrong sôhmanh Teât trung thu aên ñe hôyoh lôêm huyeân"
0043,"Các xã, thị trấn xây dựng kế hoạch cụ thể và bố trí kinh phí để tổ chức các hoạt động vui tết Trung thu cho trẻ em ở địa phương mình","Rim xa, thi traân tôjung pôm glong pônhroh cu theâ oeêng tôguêm jeân söê pôloêk tôdrong sôhmanh teât trung thu aên ñe hôyoh oei cham pôlei bôên"
0044,"Trong đó, tổ chức một điểm vui chơi tập trung cho trẻ em tại các thôn, làng, với các hoạt động vui chơi như: tổ chức các trò chơi dân gian, múa lân, văn nghệ, phá cỗ…kết hợp biểu dương, đi thăm tặng quà cho trẻ em thuộc hộ nghèo, trẻ em có hoàn cảnh đặc biệt khó khăn","Lôêm ‘noh, pôloêk minh dônoê sôhmanh pônhoâm  aên ñe hôyoh lôêm rim thoân, pôlei adriêng rim tôdrong sôhmnah in: pôloêk rim tro chôi daân gian, mua laân, choh xoang, phaê coâ… adriêng bône, naêm tômang aên kua aên ñe hôyoh oei lôêm kôbraê uênh hnam dônuh, ñe hôyoh ôêi tôdrong pôgloh hrat tônap"
0045,"Qua đây, nhằm tạo cơ hội cho mọi trẻ em trên địa bàn huyện được tham gia đón tết Trung thu năm 2019 vui vẻ, đầm ấm, an toàn, lành mạnh","Kua ôêu, söê pôm tôdrong aên rim ñe hôyoh lôêm tôring huyeân ñei adriêng sôhmanh teât trung thu sônaêm 2019 höch hanh oeêng alöng lieâm"
