ID,Tiếng Việt,Tiếng BaNa
0001,"Trong những năm qua, các cấp hội cựu chiến binh trong huyện đã tích cực đẩy mạnh học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh bằng những việc làm thiết thực, cụ thể gắn với phong trào thi đua “CCB gương mẫu” đã được Hội CCB huyện triển khai sâu rộng tới toàn thể cán bộ, hội viên CCB trong toàn huyện; nhờ hình thức triển khai đa dạng, nội dung phong phú và thiết thực nên cuộc vận động và phong trào thi đua đã được các CCB nhiệt tình hưởng ứng","Lôêm lö sônaêm anu yuoâ ôêu, rim kôêp Hoâi CCB lôêm huyeân jôh pôjaêng jôraê deâh hoêk oeêng pôm ‘boi nöih sôngöm yaêl arih alöng lieâm HCM ñôêng lö tôdrong pôm tôpaê, cu theâ pôteêp adriêng trong glong tôjroh “CCB göông môêu” jôh ñei Hoâi CCB huyeân pônhroh jôruê saê truh ñiê ñaêng kang boâ, naê ma CCB lôêm huyeân; yua tôdrong pônhroh ña dang, tôdrong phong phuê oeêng tôpaê kôna maêng krao akoêm oeêng trong glong tôjroh jôh ñei rim CCB tôpaê höông öêng"
0002,"Kết quả, đã có 100% cơ sở hội CCB trong huyện tổ chức học tập các chuyên đề, thu hút trên 94% cán bộ, hội viên tham gia","Thu yoêk, jôh ôêi 100% cô sô Hoâi CCB lôêm huyeân pôloêk hoêk tôêp rim chuyeân ñeâ, pônhoâm loi 94% kang boâ, naê ma adriêng pôm"
0003,Đã tổ chức hội nghị “Kể chuyện về tấm gương đạo đức Hồ Chí Minh” từ cấp cơ sở đến cấp huyện,Jôh pôloêk Hoâi ngi “Tôroi nöih sôngöm yaêl arih alöng lieâm HCM” ñôêng kôêp cô sô truh kôêp huyeân
0004,"Qua phát động “Mỗi hội viên đăng ký một việc làm tốt theo tấm gương đạo đức Hồ Chí Minh”, toàn huyện đã có trên 1.000 hội viên CCB đăng ký, đạt tỷ lệ gần 96%","Qua phat ñoâng “Minh naê ma ñaêng kyê minh tôdrong pôm hôgei ‘boi nöih sôngöm yaêl arih alöng lieâm HCM”, lôêm huyeân jôh ôêi loi 1.000 naê ma CCB ñaêng kyê, ñat ty leâ jeÊâ 96%"
0005,"Những năm qua, công tác giáo dục và đào tạo nâng cao dân trí của đồng bào DTTS luôn được các cấp chính quyền quan tâm thực hiện","Lö sônaêm anu yuoâ ôêu, tôdrong giao duc oeêng ñao tao ñôêng naê ma kon koâng daêch ñei rim kôêp khul pôgôl ngoê hnhei pôm"
0006,"Huyện đã chỉ đạo ngành giáo dục và đào tạo phối hợp với các ban, ngành, hội đoàn thể xây dựng hệ thống mạng lưới trường lớp vùng DTTS, miền núi đặc biệt khó khăn thực hiện tốt công tác giáo dục dân tộc nhằm nâng cao dân trí, đào tạo nguồn nhân lực vùng DTTS và miền núi","Huyeân jôh pôgôl nganh giao duc oeêng ñao tao adriêng rim ban, nganh, ñoan theâ tôjung pôm heâ thoâng mang löôêi tröông lôêp apung naê ma kon koâng, apung koâng pôgloh hrat tônap pôm hôgei tôdrong giao duc kon koâng söê poâk xuoân naê ma, ñao tao nguoân nhaân löc apung naê ma kon koâng oeêng apung koâng"
0007,"Chỉ đạo các đơn vị thực hiện nghiêm túc nhiệm vụ giáo dục và đào tạo, đặc biệt giáo dục đối với học sinh DTTS","Pôgôl rim ñôn vi pôm tôpaê tôdrong giao duc oeêng ñao tao, pôgloh la giao duc adriêng hoêk sinh kon koâng"
0008,"Thực hiện chi trả chế độ chính sách kịp thời, đúng chế độ và đối tượng, đặc biệt là học sinh thuộc diện chính sách, học sinh các trường phổ thông dân tộc bán trú","Pôm chi tra cheâ ñoâ chinh sach tôtam, trô troê cheâ ñoâ oeêng ñoâi töông, pôgloh la hoêk sinh oei lôêm kôbraê chinh sach, hoêk sinh rim tröông phoâ thoâng daân toâc ‘ban truê"
0009,"Bên cạnh đó, thường xuyên kiểm tra việc thực hiện chế độ chính sách đối với học sinh các trường phổ thông dân tộc bán trú và các trường vùng DTTS nhằm phát huy giá trị văn hóa đậm đà bản sắc dân tộc địa phương, góp phần huy động học sinh ra trường, ra lớp và nâng cao chất lượng giáo dục toàn diện","Minh kôpah ‘noh, daêch ngoê hnheêi tôdrong pôm cheâ ñoâ chinh sach adriêng hoêk sinh rim tröông phoâ thoâng daân toâc ‘ban truê oeêng rim tröông apung naê ma kon koâng söê pôjing giaê tri vaên hoa, tôdrong kon koâng oei cham pôlei, pôgoêp tôdrong krao hoêk sinh leêch tröông, leêch lôêp oeêng poâk xuoân tôdrong thu yoêk ñei toan dieân"
0010,"Hiện nay, toàn huyện có 26 cơ sở giáo dục phân bố đều ở các xã, thị trấn, phục vụ tốt nhu cầu học tập cho trẻ trong độ tuổi đến trường","Ahreêi, lôêm huyeân ôêi 26 cô sô giao duc oei rim xa, thi traân, tôguêm hôgei tôdrong hoêk tôêp aên ñe hôyoh lôêm kôbraê truh tröông"
0011,"Bên cạnh việc xây dựng, trang bị cơ sở vật chất, thiết bị dạy và học, nâng cao chất lượng giảng dạy của đội ngũ giáo viên, huyện đã triển khai thực hiện dầy đủ các chế độ chính sách đối với con em đồng bào DTTS như: cấp phát dụng cụ học tập, hỗ trợ gạo, tiền ăn và các nhu cầu cá nhân khác dể tạo điều kiện cho các em học tập tốt","Minh kôpah tôdrong tôjung pôm, trang bi cô sô vaât chaât, ñoâ pôtôêp oeêng hoêk, poâk xuoân tôdrong thu yoêk ñei trong pôtôêp ñôêng ñoâi ngu bôngai pôtôêp pôtho, huyeân jôh pônhroh pôm duh rim tôdrong chinh sach adriêng kon mon naê ma kon koâng in: kôêp phat ñoâ hoêk tôêp, tôguêm pheâ, jeân sa oeêng rim tôdrong kôdih nai söê pôm tôdrong aên rim ñe hôyoh hoêk tôêp hôgeêi"
0012,"Toàn huyện đã thực hiện tốt công tác huy động trẻ DTTS đến trường, vận động số trẻ bỏ học, lưu ban trở lại trường","Huyeân jôh pôm hôgeêi tôdrong krao ñe hôyoh kon koâng truh tröông, krao akoêm ksoâÊ ñe hôyoh tuêk hoêk, löu ‘ban naêm hoêk pieâu"
0013,Hội đồng nghĩa vụ quân sự huyện đã tiến hành xét duyệt chính trị 1.297 thanh niên trong diện nhập ngũ trên địa bàn huyện,Hoâi ñoâng NVQS huyeân jôh xet duyeât chinh tri 1.297 ñe adruh lôêm kôbraê nhaâp ngu lôêm tôring huyeân
0014,"Kết quả, có 337 thanh niên đủ điều kiện gọi khám sức khỏe thực hiện nghĩa vụ quân sự năm 2020",Thu yoêk ôêi 337 ñe adruh duh tôdrong krao kham jaêng pran pôm NVQS sônaêm 2019
0015,"Sau khi xét duyệt chính trị, Hội đồng nghĩa vụ quân sự huyện phối hợp các ban, ngành, đoàn thể liên quan tiến hành củng cố hồ sơ, tổ chức khám sức khỏe và tiến hành phát lệnh gọi khám tuyển","Ñôêng rong xet duyeât chinh tri, Hoâi ñoâng NVQS huyeân adriêng rim ban, nganh, ñoan theâ lieân quan jôh cung coâ hoâ sô, pôloêk kham jaêng pran oeêng phat leânh krao kham tuyeân"
0016,"Đồng thời phối hợp các cấp, các ngành, đoàn thể, các xã, thị trấn và các thành viên Hội đồng nghĩa vụ quân sự huyện tiếp tục đẩy mạnh công tác vận động tuyên truyền đến nhân dân, đôn đốc, nhắc nhở, động viên các thanh niên và gia đình có con em nằm trong diện gọi, khám tuyển nghĩa vụ quân sự thực hiện tốt nghĩa vụ công dân","Thoi ‘noh, adriêng rim kôêp, rim nganh, ñoan theâ, rim xa, thi traân oeêng rim thanh vieân Hoâi ñoâng NVQS huyeân ling lang jôraê deâh tôdrong krao akoêm, pôtho khan truh kon tôring, pôtho khan, pôkaê, krao akoêm rim ñe adruh oeêng uênh hnam ôêi kon mon oei lôêm kôbraê krao kham tuyeân NVQS pôm hôgeêi nghia vu coâng daân"
0017,"MTTQ Việt Nam huyện Vĩnh Thạnh tổ chức điểm Ngày hội Đại đoàn kết toàn dân tộc năm 2019 tại KDC Thôn Định Tam, xã Vĩnh Hảo","MTTQ Vieät Nam huyeän Vónh Thaïnh pôloêk ñieâm ‘naêr hoäi Ñai ñoan keât ñiê ñaêng naê ma kon koâng sônaêm 2019 dônoê apung naê ma thoân Ñinh Tam, xa Vinh Hao"
0018,"Làng Kon Trú, xã Vĩnh Kim Tổ chức điểm Ngày hội Đại đoàn kết toàn dân tộc năm 2019","Pôlei Koâng Truê, xa Vinh Kim pôloêk ñieâm ‘naêr hoâi ñai ñoan keât ñiê ñaêng naê ma kon koâng sônaêm 2019"
0019,Lãnh đạo huyện Vĩnh Thạnh thăm và chúc mừng Ngày Nhà giáo Việt Nam,Pôlgôl huyeân Vinh Thanh naêm tômang oeêng chuêc möng ‘Naêr nha giao Vieât Nam
0020,"Vụ Đông Xuân 2019-2020 xã Vĩnh Hiệp đưa vào gieo sạ 139,5 ha lúa và 105 ha cây trồng cạn","Vuê Ñoâng xuaân sônaêm 2019 – 2020, xa Vinh Hieâp aên tômöt jul adreâÊch 139,5 ha ‘ba oeêng 105 ha ‘long pôtaêm nai."
0021,Nông dân xã Vĩnh Hảo tín chấp Phòng giao dịch NHCSXH  huyện trên 12 tỷ đồng,Noâng daân xa Vinh Hao tiên chôêp Phong giao jiêt NHCSXH huyeân loi 12 ty ñoâng
0022,Trường PTDTNT THCS&THPT Vĩnh Thạnh tổ chức Hội thi dệt thổ cẩm và đan lát trong học sinh năm 2019.,"Tröông PTDTNT THCS&THPT Vinh Thanh pôloêk maêng tôjroh tanh brai oeêng tanh tô nol, toaih, chô caêt…"
0023,"Trong chương trình hôm nay, chúng tôi xin giới thiệu về cô giáo Lê Thị Thúy Hà - giáo viên môn Sinh học của Trường THPT Vĩnh Thạnh, một trong số 35 gương mặt giáo viên, giảng viên trẻ tiêu biểu năm 2019.","Atuêch tôdrong tôja ‘naêr ôdrôêu, nhôên pôtruh aên mih ma duêch naê tôdrong pôm ñôêng coâ Leâ Thi Thuy Ha – giao vieân moân Sinh hoêk ñôêng Tröôøng THPT Vinh Thanh, minh lôêm ksoÊâ 35 bôngai pôtôêp pôtho adruh pôgloh sônaêm 2019"
0024,"Sáng ngày 18.11, MTTQ Việt Nam huyện chọn Khu dân cư thôn Định Tam, xã Vĩnh Hảo làm điểm tổ chức kỷ niệm 89 năm Ngày truyền thống MTTQ Việt Nam (18.11.1930- 18.11.2019) và Ngày hội Đại đoàn kết toàn dân tộc năm 2019.","Bôgheâ ‘naêr 18/11, MTTQ Vieät Nam huyeân yoêk apung naê ma thoân Ñinh Tam, xa Vinh Hao pôm ñieâm pôloêk ky nieâm 89 sônaêm ‘naêr truyeân thoâng MTTQ Vieät Nam (18.11.1930 – 18.11.2019) oeêng ‘naêr hoâi Ñai ñoan keât ñiê ñaêng naê ma kon koâng sônaêm 2019."
0025,"Tham dự có đ/c Đinh Đrin, Phó Bí thư thường trực huyện ủy Vĩnh Thạnh, Chủ tịch HĐND huyện; đ/c Huỳnh Đức Bảo, Phó Chủ tịch UBND huyện; đại diện lãnh đạo các Ban xây dựng Đảng, cùng lãnh đạo UBND xã Vĩnh Hảo và đông đảo nhân dân trong thôn.","Tham dö ôi ñ/c Ñinh Drin – Phoê ‘biê thö thöông tröêk Huyeân uy, Chu tich HÑND huyeân; ñ/c Huynh Ñöc Bao – Phoê chu tich UBND huyeân; naê ma pôgôl rim Khul xaây döng Ñang adriêng pôgôl UBND xa Vinh Hao oeêng lö naê ma kon tôring lôêm apung."
