ID,Tiếng Việt,Tiếng BaNa
0001,"Sáng ngày 12/5, Đảng bộ xã Vĩnh Hiệp đã tổ chức Đại hội lần thứ XIX nhiệm kỳ 2020-2025. Về dự Đại hội có đ/c Đinh Yang King, Trưởng Ban dân tộc tỉnh, Đại biểu HĐND tỉnh, đ/c Hồ Xuân Ánh, Bí thư Huyện ủy Vĩnh Thạnh, đ/c Lê Văn Đẩu, Chủ tịch UBND huyện, các đ/c trong ban tổ chức Huyện ủy Vĩnh Thạnh, cùng 140/221 đảng viên trong toàn đảng bộ","Bôgheâ naêr 12.5, Ñang boâ xa Vinh Hieâp pôlok Ñai hoâi maêng maê XIX, nhieâm ky 2020 – 2025, Dö ñai hoâi ôi ñ/c Ñinh Yang King, Tröông Khul kon koâng tinh, Ñai bieâu HÑND tinh; ñ/c Hoâ Xuaân Anh – TUV – Bi Thö Huyeân uy Vinh Thanh; ñ/c Leâ Vaên Ñaâu – Chu tich UBND huyeân, rim ñ/c lôm khul toâ chök Huyeân uy Vinh Thanh adring 140/221 ñang vieân lôm Ñang boâ xa"
0002,"Trong nhiệm kỳ qua, Ban chấp hành Đảng bộ xã Vĩnh Hiệp đã tập trung lãnh đạo cả hệ thống chính trị đoàn kết một lòng ra sức thi đua lao động sản xuất, phát triển kinh tế xã hội, giữ vững an ninh, quốc phòng, thực hiện thắng lợi các mục tiêu, nhiệm vụ kinh tế – xã hội mà Nghị quyết Đại hội Đảng bộ đề ra","Lôm nhieâm ky anu yuoâ ôu, Khul chôp hanh Ñang boâ xa Vinh Hieâp jôh pônhoâm pôgôl ñi ñaêng heâ thoâng chinh tri ñoan keât minh klak lech jaêng pôran tôjroh pôm choh jang, pôjing kinh teâ xa hoâi, jö kôjaêp an ninh quoâc phong, pôm thaêng lôi rim tôdrong kinh teâ xa hoâi maê Nghi quyeât Ñai hoâi Ñang boâ aên lech"
0003,"Trong đó, có nhiều chỉ tiêu đạt và vượt so với mục tiêu Nghị quyết","Lôm noh, ôi lö tôdrong ñat oeng blung adrol pôting adring tôdrong Nghi quyeât"
0004,"Giá trị tổng sản phẩm địa phương ước tăng bình quân hàng năm là 14,5%","Giaê tri pôting ñoâ pôm lech cham pôlei öôc kjung tinh jônum rim sônaêm la 14,5%"
0005,"Cơ cấu kinh tế chuyển dịch theo hướng tích cực, tỷ trọng nông – lâm – ngư nghiệp chiếm 51,4%, thương mại dịch vụ chiếm 39,1%, tiểu thủ công nghiệp chiếm 20,4%; thu nhập bình quân đầu người đạt 22,5 triệu đồng/người/năm; tỷ lệ hộ nghèo giảm bình quân hàng năm 4-5%. Có 100% số hộ dùng điện lưới quốc gia và dùng nước sinh hoạt hợp vệ sinh","Cô caâu kinh teâ chuyeân dich boi tôdrong pôjaêng, ty trong noâng – laâm – ngö nghieâp yok 51,4%; thöông mai jit vu yok 39,1%; tieâu thu coâng nghieâp yok 20,4%; thu yok tinh jônum kôl bôngai ñat 22,5 trieâu ñoâng minh anu minh sônaêm; ty leâ unh hnam dônu tôjul tinh jônum rim sônaêm 4 – 5%. Ôi 110% ksoâ unh hnam chaê yuoâ ñieân löôi apung the ñak oeng chaê yuoâ ñak sinh hoat trô tro veâ sinh"
0006,"Lĩnh vực giáo dục, y tế có những chuyển biến tích cực, chất lượng dạy và học ở các bậc học tiếp tục được nâng lên","Tôdrong giao duc, y teâ ôi lö tôplih pôjaêng, tôdrong thu yok ñei pô tôp oeng hok oei rim kôp baâc hok ling lang ñei kjung"
0007,"Các chương trình y tế quốc gia được chú trọng, công tác chăm sóc sức khỏe cho người dân được thực hiện tốt","Rim tôdrong y teâ kôpal the ñak ñei ngo hnhei, tôdrong tôme rong jaêng pran aên naê ma ñei pôm hôgei"
0008,"Các lĩnh vực văn hóa, xã hội có nhiều chuyển biến tích cực, an sinh xã hội được quan tâm đảm bảo; Tình hình an ninh chính trị được giữ vững, trật tự an toàn xã hội ổn định","Rim tôdrong vaên hoa, xa hoâi ôi lö tôplih pôjaêng, an sinh xa hoâi ñei ngo hnhei tônaêm tôl; tôdrong an ninh chinh tri ñei jö kôjaêp, traât tö an toan xa hoâi alöng lieâm"
0009,"Bên cạnh đó, trong nhiệm kỳ qua, Vĩnh Hiệp cũng chú trọng công tác đầu tư xây dựng cơ bản","Minh kôpah noh, lôm nhieâm ky anu yuoâ ôu, Vinh Hieâp kung ngo hnhei tôdrong tôgum tôjung pôm kô ban"
0010,Địa phương đã triển khai xây dựng được 30 công trình thiết yếu phục vụ sản xuất và đời sống dân sinh với tổng kinh phí xây dựng trên 20 tỷ đồng,Cham pôlei jôh pônhroh pôm ñei 30 koâng trinh pôgloh tôgum choh jang oeng tôdrong yaêl arih adring pôting ksoâ jeân loi 20 ty ñoâng
0011,"Thực hiện Chương trình Mục tiêu Quốc gia Xây dựng nông thôn mới, thời gian quan, xã đã đẩy mạnh công tác tuyên truyền, vận động nhân dân cùng chung sức xây dựng nông thôn mới","Pôm chöông trinh muk tieâu kôpal the ñak tôjung pôm cham pôlei anao; jônang anu yuoâ ôu, xa jôh jôraê deâh tôdrong pôtho khan, krao akom naê ma adring jaêng pran tôjung pôm cham pôlei anao"
0012,"Tính đến nay, xã Vĩnh Hiệp đã hoàn thành được 14/19 tiêu chí","Truh ahrei, xa Vinh Hieâp jôh keh kong ñei 14/19 tieâu chi"
0013,"Cùng với đó, công tác xây dựng Đảng cũng được quan tâm đẩy mạnh","Adring noh, tôdrong tôjung pôm Ñang kung ñei ngo hnhei jôraê deâh"
0014,"Công tác nhận xét, đánh giá, phân loại cán bộ, đảng viên thực hiện đảm bảo quy định và hướng dẫn của cấp trên","Tôdrong ngo hhei, pôñam bôl phaân loai kang boâ, ñang vieân ñei pôm tômaên tôl boi quy ñinh oeng pôtho khan ñông kôp kôpöng"
0015,"Hằng năm, tỷ lệ đảng viên đủ tư cách hoàn thành tốt nhiệm vụ đều đạt từ 90% trở lên","Rim sônaêm, ty leâ ñang vieân duh tôdrong keh kong hôgei nhieâm vu hôdôi ñat ñông 90% kjung"
0016,"Đồng thời, công tác phát triển đảng viên mới được quan tâm, từ đầu nhiệm kỳ đến nay đã kết nạp được 37 đảng viên mới, nâng tổng số đảng viên của Đảng bộ lên 221 đồng chí","Thoi noh, tôdrong pôjing ñang vieân anao ñei ngo hnhei, ñông kôl nhieâm ky truh ahrei jôh keât nap ñei 37 ñang vieân anao, poâk pôting ksoâ ñang vieân ñông Ñang boâ kjung 122 ñ/c"
