ID,Tiếng Việt,Tiếng BaNa
0001,"Thời gian qua, Hạt Kiểm lâm huyện đã tăng cường tuyên truyền hướng dẫn cho nhân dân quy trình kỹ thuật trồng rừng, chăm sóc rừng, hướng dẫn kỹ thuật chuyển hóa rừng trồng gỗ nhỏ sang cây gỗ lớn, kỹ thuật trồng cây lâm sản ngoài gỗ dưới tán rừng","Jônang anu yuoâ ôu, Hat kieâm laâm huyeân jôh kjung pôtho khan aên naê ma kô kach pôtaêm bri, tôme rong bri, pôtho khan kô kach chuyeân hoa bri pôtaêm long ken tôkan long groâng, kô kach pôtaêm long laâm san bi phai long ôla tan bri"
0002,"Tổ chức kiểm tra, kiểm soát nguồn gốc giống cây trồng lâm nghiệp đảm bảo chất lượng, lựa chọn loài cây trồng phù hợp, trồng đúng thời vụ và thời tiết thuận lợi cho cây trồng sinh trưởng và phát triển, đẩy mạnh công tác sản xuất giống","Pôlok ngo hnhei, kieâm soat tôm adreâch long pôtaêm laâm nghieâp tômaên tôl tôdrong thu yok ñei, chaê adreâch long pôtaêm trô tro, pôtaêm tro thôi vu oeng plenh alöng aên long pôtaêm yaêl arih oeng pôjing, jôraê deâh tôdrong choh jang adreâch"
0003,"Bên cạnh đó, đơn vị tiếp tục đẩy mạnh nâng cao chất lượng rừng tự nhiên bằng biện pháp lâm sinh khoanh nuôi tái sinh, nuôi dưỡng rừng. Thực hiện giao khoán diện tích rừng còn lại chưa giao cho địa phương quản lý","Minh kôpah noh, ñôn vi ling lang jôraê deâh poâk xuoân tôdrong thu yok ñei bri kôdrieâng ñông tôdrong laâm sinh khoanh rong taêi sinh, rong döông bri. Pôm pôjao khoan chñeh teh araê ñim pôjao aên cham pôlei ngo hnhei"
0004,"Công tác trồng, chăm sóc và khai thác rừng trồng, mô hình trồng các loại lâm sản phụ dưới tán rừng, đảm bảo chỉ tiêu kế hoạch theo Nghị quyết HĐND huyện đề ra","Tôdrong pôtaêm, tôme rong oeng khai thac bri pôtaêm, moâ hinh pôtaêm rim loai laâm san phu ôla tan bri, tômaên tôl tôdrong glong pônhroh boi Nghi quyeât HÑND huyeân jôh aên lech"
0005,"Với vai trò là người đứng đầu, chị Dung tham mưu cho cấp ủy, chính quyền địa phương và Hội cấp trên củng cố, kiện toàn Ban Chấp hành và các Chi hội trưởng là những người nhiệt tình, tâm huyết với Hội","Adring tôdrong la bôngai pôgôl, mai Dung pôñam bôl ñon aên kôp uy, khul pôgôl cham pôlei oeng Hoâi kôp kôpöng cung coâ, kieân toan Khul chôp hanh oeng rim chi hoâi tröông la rim bôngai nöih sôngöm adring hoâi"
0006,"Hàng năm, sau khi tiếp nhận các chỉ tiêu Hội cấp trên giao, chị tiến hành triển khai, hướng dẫn đến các chi hội","Rim sônaêm, ñông rong tieâp yok rim tôdrong hoâi kôp kôpöng pôjao, mai jôh pônhroh, pôtho khan truh rim chi hoâi"
0007,"Trong quá trình triển khai, thực hiện chị thường xuyên theo dõi, đôn đốc và hỗ trợ các chi hội trong triển khai thực hiện, nhất là các chỉ tiêu về Quỹ HTND, hội phí, đăng ký nông dân sản xuất, kinh doanh giỏi các cấp, xây dựng các mô hình, điển hình tiên tiến","Lôm jônang pônhroh pôm, mai dech ngo hnhei, pôtho khan oeng tôgum rim chi hoâi lôm pônhroh pôm, pôgloh la rim tôdrong lôm Quy tôgum naê ma, hoâi phi, ñaêng ky naê ma choh jang, tech bôdro hôgei rim kôp, tôjung pôm rim moâ hinh, ñieân hinh pôgloh"
0008,"Để thực hiện tốt công tác Hội và phong trào nông dân, công tác tuyên truyền có vai trò hết sức quan trọng","Sö pôm hôgei tôdrong Hoâi oeng trong glong noâng daân, tôdrong pôtho khan oei tôdrong pôgloh quan trong"
0009,"Do vậy trong thời gian qua, Chị Dung luôn chú trọng tuyên truyền đến cán bộ, hội viên, nông dân chấp hành tốt chủ trương, đường lối của Đảng, chính sách, pháp luật của Nhà nước, chỉ thị, nghị quyết của Hội cấp trên, nhất là các chính sách liên quan đến lĩnh vực nông nghiệp, nông dân","Yua noh lôm jônang anu yuoâ ôu, mai Dung dech ngo hnhei pôtho khan truh kang boâ, hoâi vieân naê ma pôm hôgei tôdrong ñông Ñang oeng kôpal, chi thi, Nghi quyeât ñông Hoâi kôp kôpöng, pôgloh la rim tôdrong lieân quan truh tôdrong noâng nghieâp, noâng daân"
0010,"Bằng cách làm thiết thực, chị Dung đã cùng với tập thể Ban Chấp hành Hội Nông dân xã đưa công tác Hội và phong trào nông dân xã từng bước đi lên","Ñông kô kach pôm tôpaê, mai Dung jôh adring tôp theâ Khul chôp hanh Hoâi noâng daân xa aên tôdrong Hoâi oeng trong glong noâng daân xa rim tôdrong kjung"
0011,Các chỉ tiêu triển khai đều thực hiện đạt và hoàn thành sớm so với tiến độ đề ra,Rim tôdrong pônhroh hôdôi pôm ñat oeng keh kong sruoâih loi pôting adring tôdrong aên lech
0012,"Hiện nay Hội Nông dân xã Vĩnh Hòa đang quản lý 380 triệu đồng vốn Quỹ HTND, 12,3 tỷ đồng vốn vay từ Ngân hàng CSXH huyện, qua đó giúp hội viên nông dân có vốn đầu tư mở rộng sản xuất, kinh doanh tăng thu nhập","Ahrei, Hoâi noâng daân xa Vinh Hoa atung ngo hnhei 380 trieâu ñoâng jeân quy tôgum naê ma, 12,3 ty ñoâng jeân vei ñông NHCSXH huyeân, qua noh tôgum naê ma noâng daân ôi jeân tôgum pôlok saê choh jang, tech bôdro kjung thu yok"
0013,"Nhờ được vay vốn, lại được trang bị kiến thức, hội viên nông dân xã Vĩnh Hòa đã mạnh dạn tìm tòi, học hỏi cách thức làm ăn mới; tích cực lao động, sản xuất, mạnh dạn đưa nhiều giống cây, con có năng suất, chất lượng cao vào chăn nuôi, trồng trọt, đẩy mạnh chuyển dịch cơ cấu cây trồng, vật nuôi để nâng cao năng suất, chất lượng","Yua ñei vei jeân oeng ñei tôgum tôdrong baêt, naê ma noâng daân xa Vinh Hoa jôh chaê baêt hok hoi kô kach pôm sa anao; pôjaêng pôm choh jang, khinh aên lö adreâch long, kon ôi thu yok, tôdrong thu yok ñei tômöt kia rong, pôtaêm, jôraê deâh chuyeân dich kô kôu long pôtaêm, cem rong sö poâk xuoân thu yok"
0014,Nhiều mô hình kinh tế của hội viên nông dân tiếp tục phát huy hiệu quả,Lö moâ hinh kinh teâ ñông naê ma noâng daân ling lang pôjing ôi thu yok
0015,"Được biết, trong năm 2019, thực hiện phong trào nông dân thi đua sản xuất, kinh doanh giỏi, đoàn kết giúp nhau làm giàu và giảm nghèo bền vững trên địa bàn xã, có 49 hộ đăng ký và 25 hộ đạt danh hiệu sản xuất kinh doanh giỏi các cấp","Ñei aleâ lôm sônaêm 2019, pôm trong glong naê ma tôjroh choh jang tech bôdro hôgei; ñoan keât tôgum adring pôm bôdrong oeng tôjul dônuh kôjaêp lôm tôring xa, ôi 49 unh hnam ñaêng ky oeng 25 unh hnam ñat unh hnam choh jang tech bôdro hôgei rim kôp"
0016,"Với những kết quả đạt được, Hội Nông dân xã Vĩnh Hòa được cấp ủy, chính quyền đánh giá cao vai trò của Hội trong phát triển nông nghiệp và xây dựng nông thôn mới, được Hội Nông dân huyện công nhận là đơn vị vững mạnh xuất sắc nhiều năm liền","Adring rim thu yok ñat ñei, Hoâi noâng daân xa Vinh Hoa ñei kôp uy, khul pôgôl pôtho khan deâh vai tro ñông hoâi lôm pôjing noâng nghieâp oeng tôjung pôm cham pôlei anao, ñei Hoâi noâng daân huyeân coâng nhaân la ñôn vi kôjaêp deâh pôgloh lö sônaêm ling"
0017,"Không chỉ làm tốt công tác hội, chị Dung còn tích cực vận động gia đình, người thân chấp hành tốt chủ trương của Đảng, pháp luật của Nhà nước, các quy định ở thôn, xóm; tham gia phong trào xây dựng nông thôn mới; thực hiện tốt phong trào toàn dân đoàn kết xây dựng đời sống văn hóa ở khu dân cư","Bi thoâi pôm hôhei tôdrong Hoâi, mai Dung araê pôjaêng krao akom unh hnam, naê ma cham pôlei pôm hôgei tôdrong ñông Ñang oeng kôpal, rim quy ñinh oei cham pôlei, adring pôm trong glong tôjung pôm cham pôlei anao; pôm hôgei trong glong ñi ñaêng naê ma ñoan keât tôjung pôm tôdrong yaêl arih vaên hoa oei apung naê ma"
