ID,Tiếng Việt,Tiếng BaNa
0001,"Thời gian qua, Đảng bộ huyện Vĩnh Thạnh đã tập trung lãnh đạo đẩy mạnh việc học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh. Qua đó, việc học và làm theo Bác đã có sức lan tỏa, tạo những chuyển biến tích cực, góp phần nâng cao ý thức tu dưỡng, rèn luyện phẩm chất đạo đức cách mạng trong đội ngũ cán bộ đảng viên và quần chúng nhân dân, góp phần xây dựng huyện Vĩnh Thạnh ngày càng phát triển","Jônang anu yuoâ ôu, Ñang boâ huyeân Vinh Thanh jôh anhoâm pôgôl jôraê deâh tôdrong hok oeng pôm boi nöih sôngöm yaêl arih alöng lieâm HCM. Qua noh, tôdrong hok oeng pôm boi Naê Hoâ jôh ôi tôdrong apoh, pôm rim tôplih pôjaêng, pôgop tôdrong poâk xuoân tôdrong baêt tu döông, ren luyeân nöih sôngöm cach mang lôm ñoâi ngu kang boâ ñang vieân oeng naê ma kon tôring, pôgôp tôdrong tôjung pôm huyeân Vinh Thanh naêr kang pôjing.tôdrong chih ñông rong ôu khan truh tôdrong anu"
0002,"Qua hơn 3 năm thực hiện Chỉ thị số 05 về đẩy mạnh viêc học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh, Huyện ủy Vĩnh Thạnh đã ban hành các văn bản để lãnh đạo, chỉ đạo triển khai cho cán bộ, đảng viên và quần chúng nhân dân học tập theo từng chuyên đề và đăng ký nội dung làm theo","Qua loi 3 sônaêm pôm chi thi ksoâ 05 lôm jôraê deâh tôdrong hok oeng pôm boi nöih sôngöm yaêl arih alöng lieâm HCM, Huyeân uy Vinh Thanh jôh aên lech rim vaên ban sö pôgôl pônhroh aên kang boâ, ñang vieân oeng naê ma kon tôring hok tôp boi rim chuyeân ñeâ oeng ñaêng ky tôdrong pôm boi"
0003,"Việc học tập và làm theo Bác, đã trở thành việc làm thường xuyên liên tục và nghiêm túc",Tôdrong hok oeng pôm boi Naê Hoâ jôh ñei ngo la tôdrong pôm dech oeng tôpaê
0004,"Đội ngũ cán bộ công chức, viên chức tận tụy với công việc, giữ gìn đạo đức, lối sống trong sáng, lành mạnh, nêu cao tinh thần và thái độ phục vụ nhân dân","Ñoâi ngu kang boâ coâng chök, vieân chök tôpaê adring tôdrong pôm, jö vei nöih sôngöm, tôdrong yaêl arih alöng lieâm, poâk xuoân nöih sôngöm oeng tôdrong tôgum naê ma"
0005,"Các tổ chức cơ sở Đảng, cơ quan, đơn vị, trường học, xây dựng các chuẩn mực đạo đức thành các nhiệm vụ cụ thể, ngắn gọn, dễ nhớ để nêu gương và làm theo","Rim toâ chök cô sô Ñang, cô quan, dôn vi, tröông hok tôjung pôm rim tôdrong ñao ñöc thanh rim tôdrong cu theâ, kôñeh, hlaêu baêt sö neâu göông oeng pôm boi"
0006,"Trong việc thực hiện học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh, Huyện ủy huyện Vĩnh Thạnh luôn chỉ đạo các cơ quan, đơn vị, các xã, thị trấn bám sát nhiệm vụ của đơn vị, địa phương để xây dựng chương trình hành động phù hợp","Lôm tôdrong pôm hok oeng pôm boi nöih sôngöm yaêl arih alöng lieâm HCM, Huyeân uy Vinh Thanh dech pôgôl rim kô kuan, ñôn vi, rim xa, thi traân oei jeâ tôdrong pôm ñông ñôn vi, cham pôlei sö tôjung pôm tôdrong hanh ñoâng trô tro"
0007,"Nhiều chi, đảng bộ đã căn cứ vào tình hình thực tế của từng ngành, từng lĩnh vực, xác định khâu đột phá tạo chuyển biến rõ nét trong việc học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh như","Lö chi, ñang boâ hôh caên cö tômöt tôdrong thöc teâ ñông rim nganh, rim tôdrong, pôtho khan tôdrong ñoât phaê pôm tôplih maê ro lôm tôdrong hok oeng pôm boi nöih sôngöm yaêl arih alöng lieâm HCM in"
0008,"Đề cao đạo đức nghề nghiệp, đạo đức công vụ, tinh thần phục vụ nhân dân, xây dựng cơ quan liêm chính, trách nhiệm, hết lòng phục vụ nhân dân, cụ thể","Poâk xuoân nöih sôngöm ngheâ nghieâp, ñao ñöc coâng vu, nöih sôngöm tôgum kkon tôring, tôjung pôm kô kuan alöng lieâm ñi tôdrong tôgum kon tôring, cu theâ"
0009,"Ban Chỉ huy Quân sự huyện, Công an huyện, Viện Kiểm sát nhân dân huyện, Chi cục Thi hành án Dân sự huyện... đổi mới tác phong, lề lối làm việc, gần dân, sát dân, lắng nghe và đối thoại với dân, nhất là nâng cao hiệu quả trong việc giải quyết kịp thời, chính xác các đơn thư khiếu nại của nhân dân","Ban chi huy quaân sö huyeân, coâng an huyeân, vieân kieâm soat nhaân daân huyeân, chi cuc thi hanh an daân sö huyeân… tôplih anao tôdrong pôm bieâk, jeâ kon tôring, kôpaêng oeng pôñam bôl adring kon tôring, pôgloh la poâk xuoân thu yok lôm tôdrong tôgum tôtam, chinh xac rim ñôn thö khieâu nai ñông kon tôring"
0010,"Được biết, qua đánh giá xếp loại cuối năm 2019 toàn huyện có 47 tổ chức cơ sở đảng hoàn thành tốt nhiệm vụ, chiếm tỷ lệ 92,15%, trong đó có 9 tổ chức cơ sở đảng hoàn thành xuất sắc nhiệm vụ, chiếm tỷ lệ 19,15%","Ñei aleâ, qua pôtho khan xeâp loai atuch sônaêm 2019, lôm huyeân ôi 47 toâ chök cô sô Ñang keh kong hôgei tôdrong pôm, yok ty leâ 92,15%, lôm noh ôi 9 toâ chöc cô sô Ñang keh kong pôgloh tôdrong pôm, yok ty leâ 19,15%"
