ID,Tiếng Việt,Tiếng BaNa
0001,Hội LHPN tỉnh vừa phối hợp Hội LHPN huyện Vĩnh Thạnh tổ chức ra mắt Mô hình điểm Hạn chế sử dụng túi nilon bảo vệ môi trường tại Thị trấn Vĩnh Thạnh,Hoâi LHPN tinh anao adriêng Hoâi LHPN huyeân Vinh Thanh pôloêk moâ hinh ñieâm tôjul chaê yuoâ ñoâ nilon jö vei moâi tröông dônoê thi traân Vinh Thanh
0002,"Tham gia mô hình có 30 thành viên là hội viên phụ nữ trên địa bàn thị trấn Vĩnh Thạnh, Bước đầu triển khai mô hình đã được đông đảo chị em phụ nữ nhiệt tình hưởng ứng","Adriêng pôm moâ hinh ôêi 30 bôngai la mai oh lôêm tôring thi traân Vinh Thanh, Trong pôtôm pôm moâ hinh jôh ñei lö mai oh tôpaê höông öêng"
0003,"Tại buổi Lễ ra mắt, Ban chỉ đạo Mô hình đã thông qua kế hoạch và quy chế  hoạt động, ký kết thực hiện bảo vệ môi trường","Lôêm dônoê pôloêk, Khul pôgôl moâ hinh jôh pôthokhan glong pônhroh oeêng tôdrong pôm, kyê keât pôm jö vei moâi tröông"
0004,"Trong đó, đẩy mạnh công tác tuyên truyền, giáo dục, vận động người thân trong gia đình, cộng đồng cùng tham gia, chấp hành nghiêm các qui định về bảo vệ môi trường","Lôêm ‘noh, jôraê deâh tôdrong pôtho khan, krao akoêm uênh hnam, naê ma cham pôlei adriêng pôm, pôm hôgeêi rim tôdrong lôêm jö vei moâi tröông"
0005,"Hạn chế sử dụng túi nilon khi đi chợ và trong sinh hoạt hàng ngày; thay đổi thói quen của người dân trong việc thường xuyên sử dụng túi nilon để đựng đồ ăn, đồ sinh hoạt, sử dụng giỏ xách nhựa khi đi chợ, thực hiện phân loại rác thải, vận động chị em phụ nữ tham gia giữ gìn vệ môi trường","Tôjul chaê yuoâ ñoâ nilon jônang naêm chô oeêng lôêm sinh hoat rim ‘naêr; tôplih tôdrong ñôêng naê ma lôêm tôdrong dach chaê yuoâ ñoâ nilon söê ñoâ sa, ñoâ sinh hoat, chaê yuoâ gio xach nhöa jônang naêm chô, pôm phaân loai rac, krao akoêm mai oh adriêng pôm jö vei moâi tröông"
0006,"Mô hình thực hiện là giải pháp thiết thực làm giảm thiểu rác thải nhựa, rác thải từ túi nilon thải ra môi trường sống hiện nay","Moâ hinh pôm la tôdrong tôpaê pôm tôjul rac thai nhöa, rac thai ñôêng ñoâ nilon tuêk leêch moâi tröông yaêl arih ahreêi"
0007,"Tại buổi Lễ ra mắt mô hình, mỗi thành viên đều được tặng một chiếc giỏ xách nhựa để sử dụng khi đi chợ, hạn chế sử dụng túi nilon hàng ngày","Dônoê maêng leâ, rim mai oh hôdôi ñei aên minh to gio xach nhöa sö chaê yuoâ jônang naêm chô, tôjul chaê yuoâ ñoâ nilon rim ‘naêr"
0008,"Sáng ngày 11.9, tại hội trường UBND thị trấn Vĩnh Thạnh, Hội Nông dân tỉnh phối hợp Hội Nông dân huyện Vĩnh Thạnh tổ chức lớp tập huấn tuyên truyền bảo đảm an toàn giao thông, phòng chống ma túy và tín dụng đen năm 2019","Bôgheâ ‘naêr 11/9, dônoê Hoâi tröông UBND thi traân Vinh Thanh, Hoâi noâng daân tinh adriêng Hoâi noâng daân huyeân Vinh Thanh pôloêk lôêp pôtho khan tômaên tôl an toan trong naêm, phong dôt ma tuy oeêng tin jung ñen sônaêm 2019"
0009,"Tham gia có gần 50 người là cán bộ chi hội nông dân cơ sở và Hội nông dân các xã, thị trấn trong huyện","Truh lôêp pôtho khan ôêi jeÊâ 50 bôngai la kang boâ chi hoâi noâng daân cô sô oeêng Hoâi noâng daân rim xa, thi traân lôêm huyeân"
0010,"Tại lớp tập huấn, các học viên được nghe tuyên truyền một số chủ trương chính sách của Đảng, Nhà nước và của Trung ương Hội nông dân về tham gia bảo đảm an toàn giao thông, phòng chống tội phạm ma túy, tín dụng đen ở khu vực nông thôn, miền núi; thực trạng và các giải pháp về bảo đảm an toàn giao thông, phòng chống tội phạm ma túy, tín dụng đen trên địa bàn tỉnh","Dônoê lôêp potho khan, rim naê ma ñei kôpaêng pôtho khan minh ksoâÊ tôdrong ñôêng Ñang, kôpal oeêng ñôêng Trung öông Hoâi noâng daân lôêm adring pôm tômaên tôl an toan trong naêm, phong dôt toâi pham ma tuy, tin jung ñen oei apung cham pôlei, apung koâng; thök trang oeêng rim tôdrong lôêm tômaên tôl an toan trong naêm, phong dôt toâi pham ma tuy, tin jung ñen lôêm tôring tinh"
