ID,Tiếng Việt,Tiếng BaNa
0001,"Thực hiện học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh, Hội LHPN xã Vĩnh Kim đã gắn việc tiếp tục đẩy mạnh học tập và làm theo gương Bác với phong trào thi đua của Hội cho 6/6 chi hội cơ sở","Pôm tôdrong hok oeng pôm boi nöih sôngöm yaêl arih alöng lieâm HCM, Hoâi LHPN xa Vinh Kim jôh pôtep tôdrong ling lang jôraê deâh hok tôp oeng pôm boi Naê Hoâ adring trong glong tôjroh ñông Hoâi aên 6/6 chi hoâi cô sô"
0002,"Theo chị Đinh Thị Ngay, Chủ tịch Hội LHPN xã Vĩnh Kim cho biết, hiện nay toàn Hội có hơn 95% hội viên là người đồng bào Bana","Boi mai Ñinh Thi Ngay, Chu tich Hoâi LHPN xaõ Vinh Kim aên aleâ, ahrei lôm hoâi ôi loi 95% mai oh la bôngai kon koâng"
0003,"Hàng năm, Hội đều tổ chức cho chị em học tập các nội dung của phong trào thi đua “Phụ nữ tích cực học tập, lao động sáng tạo, xây dựng gia đình hạnh phúc” gắn với vận động hội viên học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh bằng những việc làm cụ thể","Rim sônaêm, hoâi hôdôi pôlok aên mai oh hok tôp rim tôdrong ñông trong glong tôjroh mai oh pôjaêng hok tôp, pôm sang tao, tôjung pôm unh hnam alöng lieâm pôtep adring krao akom mai oh hok oeng pôm boi nöih sôngöm yaêl arih alöng lieâm HCM ñông rim tôdrong pôm tôpaê"
0004,"Trong đó, có mô hình thực hành tiết kiệm",Lôm noh ôi moâ hinh pôm amaên jeân
0005,"Một trong những mô hình thực hành tiết kiệm, được nhiều chị em hưởng ứng là tiết kiệm tại chi hội với nhiều hình thức như: nuôi heo đất tiết kiệm tại chi hội, xây dựng hũ gạo tình thương, tiết kiệm từ nguyên vật liệu phế thải","Minh lôm rim moâ hinh pôm amaên jeân ñei lö mai oh höông öng la amaên jeân dô no chi hoâi adring lö tôdrong in: rong nung the amaên lôm chi hoâi, tôjung pôm hu pheâ amem, amaên ñông nguyeân vaât lieâu pheâ thai"
0006,Chi hội phụ nữ Làng K6 là một điển hình,Chi hoâi mai oh pôlei K6 la minh ñieân hinh
0007,"Là một Chi hội Phụ nữ miền núi, đời sống chị em còn nhiều khó khăn","La minh chi hoâi mai oh apung koâng, tôdrong yaêl arih mai oh araê lö hrat tônap"
0008,"Thời gian qua, Chi hội phụ nữ làng K6 xã Vĩnh Kim luôn tích cực vận động hội viên học tập và làm theo Bác bằng nhiều hình thức","Jônang anu yuoâ ôu, chi hoâi mai oh pôlei K6, xa Vinh Kim dech pôjaêng krao akom mai oh hok oeng pôm boi Naê Hoâ ñông lö tôdrong"
0009,"Hàng năm, Chi hội đều tổ chức cho chị em học tập 3 nội dung của phong trào thi đua “Phụ nữ tích cực học tập, lao động sáng tạo, xây dựng gia đình hạnh phúc” và vận động hội viên thực hiện làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh bằng những việc làm cụ thể","Rim sônaêm, chi hoâi hôdôi pôlok aên mai oh hok tôp 3 tôdrong ñông trong glong tôjroh mai oh pôjaêng hok tôp, pôm sang tao, tôjung pôm unh hnam alöng lieâm oeng krao akom mai oh hok oeng pôm boi nöih sôngöm yaêl arih alöng lieâm HCM ñông rim tôdrong pôm cu theâ"
0010,"Qua đó, có 89 hội viên tham gia mô hình tiết kiệm và xây dựng hũ gạo tình thương với số tiền gần 7 triệu đồng và 297 kg gạo","Qua noh, ôi 89 mai oh adring pôm moâ hinh amaên oeng tôjung pôm hu pheâ amem adring ksoâ jeân jeâ 7 trieâu ñoâng oeng 297 kg pheâ"
0011,"Với số tiền, gạo thu được từ các mô hình trên, chi hội đã giúp đỡ cho 5 hội viên phụ nữ khó khăn trong chi hội mượn đầu tư sản xuất","Adring ksoâ jeân, pheâ thu ñei ñông rim moâ hinh, chi hoâi jôh tôgum aên 5 mai oh hrat tônap lôm chi hoâi vei tôgum choh jang"
0012,"Ngoài ra, từ năm 2016 đến nay, các chị em trong xã đã tiết kiệm được với số tiền trên 18 triệu đồng và 650 kg gạo","Minh kôpah, ñông sônaêm 2016 truh ahrei, rim mai oh lôm xa jôh amaên ñei adring ksoâ jeân loi 18 trieâu ñoâng oeng 650 kg pheâ"
0013,Có nhiều hội viên tham gia phong trào thi đua làm theo Bác tiết kiệm giúp nhau giảm nghèo bền vững với số tiền thu về gần 30 triệu đồng,Ôi lö mai oh adring pôm trong glong tôjroh pôm boi Naê Hoâ amaên tôgum adring tôjul dônuh kôjaêp adring ksoâ jeân thu söt jeâ 30 trieâu ñoâng
0014,"Với số tiền, gạo thu được thông qua thực hiện các mô hình trên, năm qua các chi hội cơ sở đã giúp đỡ cho nhiều hội viên phụ nữ khó khăn mượn đầu tư sản xuất và đem lại hiệu quả, góp phần ổn định đời sống","Adring ksoâ jeân, pheâ thu ñei thoi qua pôm rim moâ hinh, sônaêm anu yuoâ ôu, rim chi hoâi cô sô jôh tôgum aên lö mai oh hrat tônap vei tôgum choh jang oeng chaêp aên thu yok, pôgop tôdrong alöng tôdrong yaêl arih"
0015,"Ngoài những hình thức vận động thường xuyên nói trên, trong những năm qua, Hội còn triển khai cho hội viên đăng ký thực hiện mô hình gia đình 5 không 3 sạch và tổ phụ nữ 3 sạch","Minh kôpah rim tôdrong krao akom dech khan noh, lôm lö sônaêm anu yuoâ ôu, Hoâi araê pônhroh aên mai oh ñaêng ky pôm moâ hinh unh hnam 5 bi 3 uoâil ieâk oeng kôtum mai oh 3 uoâil ieâl"
0016,"Tổ chức nhiều hoạt động hỗ trợ phụ nữ vươn lên thoát nghèo và làm giàu chính đáng, góp phần tích cực vào việc xóa đói giảm nghèo tại địa phương","Pôlok lö tôdrong tôgum mai oh kjung ñi dônuh oeng pôm bôdrong trô tro, pôgop tôdrong pôjaêng tômöt tôdrong tuk bôngot dônuh lôm cham pôlei"
0017,"Có thể thấy, việc học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh của Hội phụ nữ xã Vĩnh Kim, đã và đang tạo thành phong trào thi đua sôi nổi, góp phần làm cho việc làm theo lời Bác thực sự mang lại ý nghĩa thiết thực và giá trị về tinh thần để cán bộ, hội viên phụ nữ Bana gắn bó, đoàn kết giúp nhau xóa đói giảm nghèo, xây dựng tổ chức Hội ngày càng vững mạnh","Ôi tôdrong boh ñei, tôdrong hok oeng pôm boi nöih sôngöm yaêl arih alöng lieâm HCM ñông Hoâi mai oh xa Vinh Kim jôh oeng atung pôm lech trong glong tôjroh pôgloh, pôgop tôdrong pôm aên tôdrong pôm boi bôl Naê Hoâ tôpaê ôi y nghia tôpaê oeng giaê tri lôm nöih sôngöm sö kang boâ, hoâi vieân mai oh kon koâng pôtep, ñoan keât tôgum adring tuk bôngot dônuh, tôjung pôm toâ chök Hoâi naêr kang kôjaêp deâh"
0018,"Thời gian tới, Hội LHPN xã Vĩnh Kim chỉ đạo các chi hội cơ sở xác định, để thành công trước hết phải tuyên truyền sao cho hiệu quả, thu hút người nghe, để chị em hiểu được mục đích, ý nghĩa quan trọng của việc học tập và làm theo gương Bác","Lôm jônang truh, Hoâi LHPN xa Vinh Kim pôgôl rim chi hoâi cô sô xac ñinh, sö pôm ñei adrol pôgloh phao pôtho khan aên ôi thu yok, pônhoâm bôngai kôpaêng, sö mai oh baêt ñei muk ñich, y nghia pôgloh ñông tôdrong hok oeng pôm boi nöih sôngöm yaêl arih alöng lieâm HCM"
0019,"Các Chi hội tổ chức tuyên truyền, lồng ghép các buổi nói chuyện chuyên đề về tư tưởng, đạo đức, phong cách Hồ Chí Minh vào nội dung sinh hoạt ở từng tổ, câu lạc bộ như: giao lưu, tọa đàm, hay qua các hội thi, hội thao","Rim chi hoâi pôlok pôtho khan, pôtep rim maêng pôñam bôl chuyeân ñeâ lôm nöih sôngöm yaêl arih alöng lieâm HCM tômöt tôdrong sinh hoat oei rim kôtum, CLB in: giao löu, toa ñam thoi qua rim maêng tôjroh, hoâi thao"
0020,"Qua đó, tạo được sự đồng thuận, nhất trí cao trong toàn thể hội viên để tổ chức thực hiện","Qua noh, pôm ñei tôdrong ñoâng thuaân, nhaât tri ñuoâi lôm ñi ñaêng mai oh sö pôlok pôm"
