ID,Tiếng Việt,Tiếng BaNa
0001,"Huyện Vĩnh Thạnh hiện có 59 thôn, làng, trong đó có 31 làng đồng bào dân tộc thiểu số","Huyeân Vinh Thanh ahrei ôi 59 thoân, pôlei, lôm noh ôi 31 pôlei naê ma kon koâng"
0002,"Năm qua, hầu hết các Làng đồng bào DTTS trong huyện đều được các cơ quan, đơn vị hành chính ở tỉnh và huyện tổ chức kết nghĩa","Sônaêm anu yuoâ ôu, waê ñi rim pôlei naê ma kon koâng lôm huyeân hôdôi ñei rim kô kuan, ñôn vi hanh chinh oei tinh oeng huyeân pôlok keât nghia"
0003,"Bên cạnh công tác tuyên truyền, vận động đồng bào ở các Làng kết nghĩa giữ vững an ninh chính trị, trật tự an toàn xã hội","Minh kôpah tôdrong pôtho khan, krao akom naê ma oei rim pôlei keât nghia jö kôjaêp an ninh chinh tri, traât tö an toan xa hoâi"
0004,"Các đơn vị kết nghĩa còn hỗ trợ bà con đồng bào vượt qua khó khăn, ổn định cuộc sống bằng nhiều hình thức","Rim ñôn vi keât nghia araê tôgum naê ma blung adrol qua hrat tônap, alöng tôdrong yaêl arih ñông lö tôdrong"
0005,"Đồng thời, các đơn vị kết nghĩa còn lồng ghép tuyên truyền các chủ trương, đường lối của Đảng, chính sách pháp luật của Nhà nước về công tác dân tộc, tình hình phát triển kinh tế, xã hội, củng cố quốc phòng - an ninh của địa phương","Thoi noh, rim ñôn vi keât nghia araê pôtep pôtho khan rim tôdrong ñông Ñang, chinh sach phap luaât ñông kôpal lôm tôdrong kon koâng, tôdrong pôjing kinh teâ xa hoâi, cung coâ quoâc phong an ninh ñông cham pôlei"
0006,"Góp phần nâng cao đời sống vật chất tinh thần, giảm thiểu các tệ nạn xã hội, các hủ tục lạc hậu, mê tín dị đoan, phát huy các giá trị truyền thống của đồng bào các dân tộc; tích cực thực hiện cuộc vận động xây dựng nông thôn mới, đô thị văn minh; xây dựng làng văn hóa, gia đình văn hóa","Pôgop tôdrong poâk xuoân tôdrong yaêl arih oeng nöih sôngöm, pôm tôjul rim teâ nan xa hoâi, rim tôdrong lac haâu, meâ tin di ñoan, pôjing rim giaê tri ñông sô ñông naê ma kon koâng; pôjaêng pôm maêng krao akom tôjung pôm cham pôlei anao, ñoâ thi vaên minh; tôjung pôm pôlei vaên hoa, unh hnam vaên hoa"
0007,"Các hoạt động kết nghĩa trên địa bàn huyện trong thời gian qua tiếp tục củng cố và phát huy tinh thần đại đoàn kết dân tộc, kịp thời hỗ trợ giúp đỡ đồng bào DTTS nhất là các hộ có hoàn cảnh khó khăn từng bước vươn lên ổn định cuộc sống","Rim tôdrong keât nghia lôm tôring huyeân lôm jônang anu yuoâ ôu ling lang cung coâ oeng phat huy nöih sôngöm ñai ñoan keât kon koâng, tôtam tôgum naê ma kon koâng, pôgloh la rim unh hnam ôi tôdrong hrat tônap rim tôdrong kjung alöng tôdrong yaêl arih"
0008,"Trong quý I, Công an huyện đã chủ động phối hợp với các phòng, ban, ngành, hội, đoàn thể huyện và UBND các xã, thị trấn tổ chức tuyên truyền, phổ biến giáo dục pháp luật và phát động phong trào Toàn dân bảo vệ an ninh Tổ quốc tham gia phòng, chống tội phạm trước, trong và sau Tết Nguyên đán 2020","Lôm quy I, Coâng an huyeân jôh chu ñoâng adring rim phong, ban, nganh, hoâi, ñoan theâ huyeân oeng UBND rim xa, thi traân pôlok pôtho khan, phoâ bieân giao duc phap luaât oeng phat ñoâng trong glong ñi ñaêng naê na jö vei an ninh the ñak adring pôm phong dôt toâi pham adrol, lôm oeng ñông rong Teât nguyeân ñan sônaêm 2020"
0009,"Công an huyện đã tổ chức 12 đợt tuyên truyền với hơn 1.264 lượt người tham gia; nhất là tuyên truyền về các phương thức, thủ đoạn hoạt động của các đối tượng có hành vi lừa đảo qua mạng xã hội, trộm cắp tài sản, Nghị định số 100 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ, đường sắt; giáo dục pháp luật cho 17 đối tượng hình sự, 07 đối tượng nghi vấn sử dụng trái phép chất ma túy","Coâng an huyeân jôh pôlok 12 maêng pôtho khan adring loi 1.264 maêng naê ma adring pôm; pôgloh la pôtho khan lôm rim tôdrong pôm ñông rim ñoâi töông ôi tôdrong löa ñao qua mang xa hoâi, toâng kua tômam, Nghi ñinh ksoâ 100 ñông kôpal the ñak quy ñinh xö phat pôm glaêi hanh chinh lôm tôdrong giao thoâng trong boâ, trong pôsei; pôtho khan phap luaât aên 17 ñoâi töông hinh sö, 07 ñoâi töông nghi ôi chaê yuoâ glaêi chaât ma tuy"
0010,"Thực hiện tốt công tác nắm địa bàn, nắm hộ, nắm người và giải quyết tình hình an ninh, trật tự tại địa bàn cơ sở","Pôm hôgei tôdrong roâp baêt cham pôlei, roâp baêt unh hnam, bôngai oeng tôgum tôdrong an ninh traât tö lôm cham pôlei cô sô"
0011,"Qua đó, góp phần có hiệu quả trong phòng ngừa, đấu tranh với tội phạm, tệ nạn xã hội; huy động sức mạnh tổng hợp của cả hệ thống chính trị, của toàn dân vào công tác phòng, chống tội phạm","Qua noh, pôgop tôdrong ôi thu yok lôm phong dôt, ñaâu tranh adring toâi pham, teâ nan xa hoâi, krao jaêng pjran toâng hôp ñông ñi ñaêng heâ thoâng chinh tri, ñông naê ma tômöt tôdrong phong dôt bôngai pôm glaêi"
