ID,Tiếng Việt,Tiếng BaNa
0001,"Thực hiện cuộc vận động học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh",Pôm maêng krao aom hok oeng pôm boi nöih sôngöm yaêl arih alöng lieâm HCM
0002,"Thời gian qua các cấp Hội phụ nữ trên địa bàn huyện Vĩnh Thạnh đã đẩy mạnh tuyên truyền, vận động hội viên thực hiện có hiệu quả các mô hình tiết kiệm để giúp nhau phát triển kinh tế, xóa đói giảm nghèo, xây dựng gia đình ấm no, hạnh phúc, xây dựng thôn làng giàu đẹp","Jônang anu yuoâ ôu, rim kôp Hoâi mai oh lôm tôring huyeân Vinh Thanh jôh jôraê deâh pôtho khan, krao akom mai oh pôm ôi thu yok rim moâ hinh amaên jeân sö tôgum adring pôjing kinh teâ, tuk bôngot dônuh, tôjung pôm unh hnam alöng lieâm, tôjung pôm thoân pôlei bôdrong alöng lieâm"
0003,"Có thể kể ra một trong những điểm sáng trong học tập và làm theo tư tưởng, đạo đức phong cách Hồ Chí Minh về xây dựng mô hình thực hành tiết kiệm là Hội LHPN xã Vĩnh Thịnh",Ôi tôdrong tôroi lech minh lôm rim dô no hrang lôm tôdrong hok oeng pôm boi nöih sôngöm yaêl arih alöng lieâm HCM lôm tôjung pôm moâ hinh pôm amaên jeân la Hoâi LHPN xa Vinh Thinh
0004,"Với suy nghĩ giản dị học Bác không ở đâu xa, mà ngay từ những việc làm nhỏ trong cuộc sống hàng ngày","Adring suy nghi gian di hok Naê Hoâ bi oei nhö hlo, maê ñông rim tôdrong pôm ken lôm tôdrong yaêl arih rim naêr"
0005,"Hội phụ nữ xã Vĩnh Thịnh đã triển khai những nội dung việc học tập và làm theo Bác bằng những việc làm thiết thực, cụ thể hóa lời dạy của Bác gắn với hoạt động của hội","Hoâi mai oh xa Vinh thinh jôh pônhroh rim tôdrong hok oeng pôm boi Naê Hoâ ñông rim tôdrong pôm tôpaê, cu theâ hoa bôl pô tôp ñông Naê Hoâ pôtep adring tôdrong pôm ñông Hoâi"
0006,"Tạo chuyển biến tích cực trong cách nghĩ, cách làm của mỗi cán bộ, hội viên phụ nữ","Pôm tôdrong tôplih pôjaêng lôm kô kach nghi, kô kach pôm ñông rim mai oh"
0007,Một trong những hoạt động được nhiều hội viên tham gia là xây dựng mô hình tiết kiệm giúp hội viên nghèo trong cuộc sống,Minh lôm rim tôdrong pôm ñei lö mai oh adring pôm la tôjung pôm moâ hinh amaên jeân tôgum mai oh dônuh lôm tôdrong yaêl arih
0008,"Tại Chi hội phụ nữ Làng M2, xã Vĩnh Thịnh chọn triển khai mô hình thực hành tiết kiệm, được nhiều chị em hưởng ứng như: nuôi heo đất tiết kiệm tại nhà, xây dựng hũ gạo tình thương, thực hành tiết kiệm làm theo Bác giúp nhau giảm nghèo bền vững","Dôno chi hoâi mai oh pôlei M2, xa Vinh Thinh yok pônhroh moâ hinh pôm amaên jeân ñei lö mai oh höông öng in: rong nhung the amaên jeân lôm hnam, tôjung pôm hu pheâ amem mônat, pôm amaên jeân boi Naê Hoâ tôgum adring tôjul dônuh kôjaêp"
0009,"Để thực hiện tốt mô hình, chi hội đã chú trọng các hình thức vận động, cán bộ hội phải luôn gương mẫu đi đầu thực hành tiết kiệm, tổ chức nhiều hoạt động tiết kiệm","Sö pôm hôgei moâ hinh, chi hoâi jôh ngo hnhei rim tôdrong krao akom, kang boâ hoâi phai dach pôm aên ñe hyoh pôm boi naêm pô tôm pôm amaên jeân, pôlok lö tôdrong amaên jeân"
0010,"Qua đó, chi hội vận động 100% hội viên tham gia mô hình tiết kiệm và xây dựng hũ gạo tình thương hàng năm thu về với số tiền gần 4 triệu đồng và 140 kg gạo","Qua noh, chi hoâi krao akom 100% mai oh adring pôm moâ hinh amaên jeân oeng tôjung pôm hu pheâ amem mônat, rim sônaêm thu söt adring ksoâ jeân jeâ 04 trieâu ñoâng oeng 140 kg pheâ"
