ID,Tiếng Việt,Tiếng BaNa
0001,"Sáng ngày 12.2, Đảng bộ xã Vĩnh Thuận đã tổ chức khai mạc Đại hội lần thứ IV nhiệm kỳ 2020-2025","Bôheâ ‘naêr 12.02, Ñang boâ xa Vinh Thuaân jôh pôloêk khai mac Ñai hoâi maêng maê IV, nhieâm ky 2020 – 2025"
0002,Ðảng bộ xã Vĩnh Thuận được Ðảng bộ tỉnh chọn làm điểm tổ chức đại hội Ðảng cấp cơ sở nhiệm kỳ 2020 - 2025,Ñang boâ xa Vinh Thuaân ñei Ñang boâ tinh yoêk pôm ñieâm pôloêk Ñai hoâi Ñang kôêp cô sô nhieâm ky 2020 – 2025
0003,"Đến dự Đại hội có các đồng chí Lê Kim Toàn - Phó Bí thư Thường trực Tỉnh uỷ, Trưởng đoàn ĐBQH tỉnh; Nguyễn Giờ - Trưởng Ban Tổ chức Tỉnh uỷ; Nguyễn Thị Phong Vũ - Trưởng ban Ban Dân vận Tỉnh uỷ, Chủ tịch UBMTTQVN tỉnh và đại diện lãnh đạo các Ban xây dựng Đảng của Tỉnh uỷ","Truh dö Ñai hoâi ôêi rim ñ/c Leâ Kim Toan – Phoê bi thö thöông tröc Tinh Uy, Tröông khul ÑBQH tinh; Nguyeân Giô – Tröông khul toâ chöc Tinh uy; Nguyeân Thi Phong Vu – Tröông khul khul daân vaân Tinh uy, Chu tich UBMTTQVN tinh oeêng ñai dieân pôgôl rim khul xaây döng Ñang ñôêng Tinh uy"
0004,"Ở huyện có các đồng chí Hồ Xuân Ánh, Tỉnh ủy viên, Bí thư Huyện ủy; Đinh Đrin, Phó Bí thư Thường trực Huyện ủy, Chủ tịch HĐND huyện; Lê Văn Đẩu, Phó Bí thư huyện ủy, Chủ tịch UBND huyện","Oei huyeân ôêi rim ñ/c Hoâ Xuaân Anh – TUV, Bi thö Huyeân uy; Ñinh Drin, Phoê bi thö thöông tröc Huyeân uy, Chu tich HÑND huyeân; Leâ Vaên Ñaâu, Phoê bi thö Huyeân uy, Chu tich UBND huyeân"
0005,"Theo báo cáo chính trị trình bày tại Đại hội, trong nhiệm kỳ 2015-2020, Ban Chấp hành Đảng bộ xã Vĩnh Thuận đã tập trung lãnh đạo cả hệ thống chính trị đoàn kết một lòng ra sức thi đua lao động sản xuất, phát triển kinh tế xã hội, giữ vững an ninh, quốc phòng, thực hiện thắng lợi các mục tiêu, nhiệm vụ kinh tế- xã hội mà Nghị quyết Đại hội Đảng bộ đề ra","‘Boi ‘bao cao chinh tri pôtho khan dônoê Ñai hoâi, lôêm nhieâm ky 2015 – 2020, khul chôêp hanh Ñang boâ xa Vinh Thuaân jôh pônhoâm pôgôl ñiê ñaêng heâ thoâng chinh tri ñoan keât leêch jaêng pran tôjroh pôm choh jang, pôjing kinh teâ xa hoâi, jö kôjaêp an ninh quoâc phong, pôm thaêng lôi rim tôdrong kinh teâ xa hoâi maê Nghi quyeât Ñai hoâi Ñang boâ aên leêch"
0006,"Trong đó, có nhiều chỉ tiêu đạt và vượt so với mục tiêu Nghị quyết. Trên lĩnh vực kinh tế, giá trị tổng sản phẩm địa phương tăng bình quân hàng năm là 14,5%","Lôm ‘noh, ôêi lö tôdrong ñat oeêng blung adrol pôting adring tôdrong ñôêng Nghi quyeât. Lôêm tôdrong kinh teâ, giaê tri pôting san phaâm cham pôlei kjung tiênh jônuêm rim sônaêm la 14,5%"
0007,"Cơ cấu kinh tế chuyển dịch theo hướng tích cực, tỷ trọng ngành nông- lâm- ngư nghiệp chiếm 59,9%; thương mại dịch vụ chiếm 39,7%; tiểu thủ công nghiệp chiếm 0,4%; thu nhập bình quân đầu người đạt 15,3 triệu đồng/người/năm; tỷ lệ hộ nghèo giảm bình quân hàng năm 5,2%","Kô kôêu kinh teâ tôplih ‘boi tôdrong pôjaêng, ty trong nganh noâng – laâm – ngö – nghieâp yoêk 59,9%; thöông mai jiêt vuê yoêk 39,7%; tieâu thu koâng nghieâp yoêk 0,4%; thu yoêk tiênh jônuêm kôl bôngai ñat 15,3 trieâu ñoâng/minh anu/minh sônaêm; ty leâ uênh hnam dônuh tôjul tiênh jônuêm rim sônaêm 5,2%"
0008,"Có 100% số hộ dùng điện lưới quốc gia, 100% số hộ dùng nước sinh hoạt hợp vệ sinh","ÔÊi 100% ksoâÊ uênh hnam chaê yuoâ ñieân löôi kôpal teh ñak, 100% ksoâÊ uênh hnam chaê yuoâ ñak sinh hoat trô troê veâ sinh"
0009,"Lĩnh vực giáo dục, y tế có những chuyển biến tích cực, chất lượng dạy và học ở các cấp học tiếp tục được nâng lên","Tôdrong giao duc, y teâ ôêi lö tôdrong tôplih pôjaêng, tôdrong thu yoêk ñei pôtôêp oeêng hoêk oei rim kôêp hoêk ling lang ñei poâk xuoân"
0010,"Các chương trình y tế quốc gia được chú trọng, công tác chăm sóc sức khỏe cho người dân được thực hiện tốt","Rim chöông trinh y teâ kôpal teh ñak ñei ngoê hnhei, tôdrong tôme rong jaêng pran aên naê ma ñei pôm hôgei"
